timestamp_ms,interval_ms,ccs,u,s
0,2000,0.9835,0.0236,1.0
1000,2000,0.9881,0.017,1.0
2000,2000,0.9871,0.0184,1.0
3000,2000,0.9759,0.0344,1.0
4000,2000,0.9657,0.049,1.0
5000,2000,0.9877,0.0176,1.0
6000,2000,0.9883,0.0168,1.0
7000,2000,0.9923,0.011,1.0
8000,2000,0.9942,0.0083,1.0
9000,2000,0.9836,0.0234,1.0
10000,2000,0.9854,0.0209,1.0
11000,2000,0.9828,0.0246,1.0
12000,2000,0.9747,0.0362,1.0
13000,2000,0.9152,0.1211,1.0
14000,2000,0.9709,0.0416,1.0
15000,2000,0.9803,0.0282,1.0
16000,2000,0.9571,0.0613,1.0
17000,2000,0.9863,0.0195,1.0
18000,2000,0.9955,0.0064,1.0
19000,2000,0.9839,0.0229,1.0
20000,2000,0.9812,0.0269,1.0
21000,2000,0.9895,0.015,1.0
22000,2000,0.9887,0.0161,1.0
23000,2000,0.9681,0.0455,1.0
24000,2000,0.9896,0.0148,1.0
25000,2000,0.9885,0.0164,1.0
26000,2000,0.9293,0.101,1.0
27000,2000,0.985,0.0214,1.0
28000,2000,0.9952,0.0069,1.0
29000,2000,0.9797,0.029,1.0
30000,2000,0.9745,0.0364,1.0
31000,2000,0.9772,0.0325,1.0
32000,2000,0.978,0.0315,1.0
33000,2000,0.9807,0.0275,1.0
34000,2000,0.9912,0.0125,1.0
35000,2000,0.9909,0.013,1.0
36000,2000,0.9949,0.0073,1.0
37000,2000,0.996,0.0057,1.0
38000,2000,0.9358,0.0917,1.0
39000,2000,0.9791,0.0299,1.0
40000,2000,0.9888,0.016,1.0
41000,2000,0.9951,0.007,1.0
42000,2000,0.9928,0.0103,1.0
43000,2000,0.9925,0.0108,1.0
44000,2000,0.9917,0.0118,1.0
45000,2000,0.9828,0.0246,1.0
46000,2000,0.9652,0.0497,1.0
47000,2000,0.9835,0.0236,1.0
48000,2000,0.9954,0.0066,1.0
49000,2000,0.9916,0.012,1.0
50000,2000,0.9906,0.0134,1.0
51000,2000,0.9876,0.0177,1.0
52000,2000,0.9423,0.0824,1.0
53000,2000,0.9877,0.0176,1.0
54000,2000,0.9934,0.0095,1.0
55000,2000,0.9679,0.0459,1.0
56000,2000,0.9819,0.0258,1.0
57000,2000,0.9659,0.0487,1.0
58000,2000,0.9774,0.0324,1.0
59000,2000,0.9821,0.0256,1.0
60000,2000,0.9752,0.0355,1.0
61000,100,0.5226,0.5963,0.8
62000,100,0.4919,0.6402,0.8
63000,100,0.5447,0.5647,0.8
64000,100,0.5736,0.5235,0.8
65000,100,0.6347,0.5218,1.0
66000,100,0.6763,0.4624,1.0
67000,100,0.7085,0.4164,1.0
68000,100,0.7083,0.4167,1.0
69000,100,0.6857,0.449,1.0
70000,100,0.6812,0.4555,1.0
71000,100,0.6812,0.4555,1.0
72000,100,0.6767,0.4619,1.0
73000,100,0.6812,0.4555,1.0
74000,100,0.6857,0.4489,1.0
75000,100,0.6816,0.4549,1.0
76000,100,0.6703,0.471,1.0
77000,100,0.6449,0.5072,1.0
78000,100,0.6554,0.4923,1.0
79000,100,0.6611,0.4842,1.0
80000,100,0.6706,0.4706,1.0
81000,100,0.6767,0.4619,1.0
82000,100,0.6714,0.4694,1.0
83000,100,0.6715,0.4693,1.0
84000,100,0.6759,0.463,1.0
85000,100,0.6595,0.4864,1.0
86000,100,0.6656,0.4777,1.0
87000,100,0.6715,0.4693,1.0
88000,100,0.7085,0.4165,1.0
89000,100,0.7085,0.4164,1.0
90000,100,0.692,0.44,1.0
91000,100,0.6008,0.5703,1.0
92000,100,0.4842,0.7369,1.0
93000,100,0.4772,0.7469,1.0
94000,100,0.5635,0.6236,1.0
95000,100,0.5977,0.5747,1.0
96000,100,0.6156,0.5491,1.0
97000,100,0.6279,0.5316,1.0
98000,100,0.561,0.6271,1.0
99000,100,0.5306,0.6706,1.0
100000,100,0.5032,0.7097,1.0
101000,100,0.4856,0.7348,1.0
102000,100,0.5008,0.7132,1.0
103000,100,0.5785,0.6022,1.0
104000,100,0.4969,0.7186,1.0
105000,100,0.491,0.7272,1.0
106000,100,0.5804,0.5994,1.0
107000,100,0.5706,0.6134,1.0
108000,100,0.5736,0.6091,1.0
