timestamp_ms,interval_ms,ccs,u,s
0,100,0.7918,0.2974,1.0
1000,100,0.8193,0.2581,1.0
2000,500,0.8182,0.2597,1.0
3000,500,0.8039,0.2802,1.0
4000,500,0.8341,0.237,1.0
5000,500,0.8967,0.1475,1.0
6000,500,0.8581,0.2028,1.0
7000,500,0.8268,0.2474,1.0
8000,100,0.6387,0.5162,1.0
9000,100,0.6098,0.5575,1.0
10000,2000,0.921,0.1129,1.0
11000,2000,0.9263,0.1053,1.0
12000,500,0.841,0.2271,1.0
13000,500,0.698,0.4314,1.0
14000,100,0.7228,0.3959,1.0
15000,100,0.7708,0.3274,1.0
16000,100,0.6958,0.4345,1.0
17000,100,0.5775,0.6035,1.0
18000,100,0.558,0.6315,1.0
19000,500,0.8722,0.1825,1.0
20000,500,0.967,0.0472,1.0
21000,100,0.7346,0.3792,1.0
22000,100,0.7188,0.4017,1.0
23000,100,0.7983,0.2882,1.0
24000,100,0.6544,0.4938,1.0
25000,100,0.6872,0.4468,1.0
26000,100,0.6514,0.498,1.0
27000,100,0.6538,0.4946,1.0
28000,100,0.7861,0.3056,1.0
29000,500,0.885,0.1642,1.0
30000,500,0.8464,0.2195,1.0
31000,100,0.7479,0.3602,1.0
32000,100,0.8451,0.2213,1.0
33000,100,0.7904,0.2994,1.0
34000,500,0.838,0.2314,1.0
35000,500,0.9369,0.0901,1.0
36000,2000,0.9542,0.0655,1.0
37000,2000,0.9418,0.0831,1.0
38000,500,0.7784,0.3166,1.0
39000,500,0.5928,0.5817,1.0
40000,100,0.3982,0.8597,1.0
41000,100,0.7635,0.3379,1.0
42000,500,0.8909,0.1559,1.0
43000,500,0.8183,0.2595,1.0
44000,500,0.7906,0.2992,1.0
45000,500,0.8475,0.2178,1.0
46000,500,0.8908,0.156,1.0
47000,2000,0.9135,0.1236,1.0
48000,2000,0.9342,0.094,1.0
49000,2000,0.932,0.0972,1.0
50000,2000,0.9773,0.0324,1.0
51000,2000,0.9772,0.0326,1.0
52000,500,0.8283,0.2453,1.0
53000,500,0.9049,0.1359,1.0
54000,2000,0.9285,0.1021,1.0
55000,2000,0.9076,0.132,1.0
56000,2000,0.8676,0.1892,1.0
57000,100,0.7497,0.3576,1.0
58000,100,0.5081,0.7027,1.0
59000,500,0.8604,0.1994,1.0
60000,500,0.935,0.0929,1.0
61000,100,0.664,0.3943,0.8
62000,100,0.6451,0.4212,0.8
63000,100,0.6565,0.4051,0.8
64000,100,0.6553,0.4067,0.8
65000,100,0.7183,0.4025,1.0
66000,100,0.7153,0.4067,1.0
67000,100,0.7238,0.3945,1.0
68000,100,0.7051,0.4212,1.0
69000,100,0.7051,0.4213,1.0
70000,100,0.712,0.4114,1.0
71000,100,0.6973,0.4324,1.0
72000,100,0.7121,0.4114,1.0
73000,100,0.712,0.4114,1.0
74000,100,0.7007,0.4275,1.0
75000,100,0.7153,0.4068,1.0
76000,100,0.712,0.4114,1.0
77000,100,0.7007,0.4276,1.0
78000,100,0.7121,0.4113,1.0
79000,100,0.7121,0.4114,1.0
80000,100,0.7272,0.3897,1.0
81000,100,0.7125,0.4107,1.0
82000,100,0.7205,0.3993,1.0
83000,100,0.7123,0.411,1.0
84000,100,0.7184,0.4023,1.0
85000,100,0.7205,0.3993,1.0
86000,100,0.7203,0.3996,1.0
87000,100,0.7007,0.4276,1.0
88000,100,0.6971,0.4327,1.0
89000,100,0.6934,0.438,1.0
90000,100,0.6973,0.4325,1.0
91000,100,0.7053,0.421,1.0
92000,100,0.6939,0.4373,1.0
93000,100,0.7088,0.4159,1.0
94000,100,0.709,0.4157,1.0
95000,100,0.73,0.3857,1.0
96000,100,0.7153,0.4067,1.0
97000,100,0.7154,0.4065,1.0
98000,100,0.7183,0.4025,1.0
99000,100,0.7089,0.4159,1.0
100000,100,0.7053,0.421,1.0
101000,100,0.7088,0.4159,1.0
102000,100,0.6973,0.4324,1.0
103000,100,0.6976,0.432,1.0
104000,100,0.7089,0.4159,1.0
105000,100,0.7053,0.421,1.0
106000,100,0.7164,0.4051,1.0
107000,100,0.7053,0.421,1.0
108000,100,0.712,0.4114,1.0
109000,100,0.7121,0.4113,1.0
110000,100,0.7153,0.4067,1.0
111000,100,0.7182,0.4025,1.0
112000,100,0.7184,0.4023,1.0
113000,100,0.7184,0.4023,1.0
114000,100,0.7203,0.3996,1.0
115000,100,0.6971,0.4327,1.0
116000,100,0.7051,0.4213,1.0
117000,100,0.6939,0.4372,1.0
118000,100,0.6982,0.4311,1.0
119000,100,0.7029,0.4245,1.0
120000,100,0.709,0.4157,1.0
121000,100,0.7154,0.4065,1.0
122000,100,0.7172,0.404,1.0
123000,100,0.7116,0.4119,1.0
124000,100,0.7205,0.3993,1.0
125000,100,0.7153,0.4067,1.0
126000,100,0.712,0.4114,1.0
127000,100,0.7148,0.4074,1.0
128000,100,0.7208,0.3989,1.0
129000,100,0.7065,0.4192,1.0
130000,100,0.7178,0.4031,1.0
131000,100,0.7148,0.4075,1.0
132000,100,0.7118,0.4117,1.0
133000,100,0.7388,0.3731,1.0
134000,100,0.724,0.3943,1.0
135000,100,0.7268,0.3903,1.0
136000,100,0.7208,0.3989,1.0
137000,100,0.7093,0.4153,1.0
138000,100,0.7208,0.3989,1.0
139000,100,0.7153,0.4068,1.0
140000,100,0.7153,0.4068,1.0
141000,100,0.7208,0.3989,1.0
142000,100,0.7208,0.3989,1.0
143000,100,0.7268,0.3903,1.0
