timestamp_ms,interval_ms,ccs,u,s
89000,2000,0.9879,0.0173,1.0
90000,2000,0.988,0.0172,1.0
91000,2000,0.9879,0.0173,1.0
92000,2000,0.9879,0.0173,1.0
93000,2000,0.9891,0.0156,1.0
94000,2000,0.9887,0.0162,1.0
95000,2000,0.988,0.0172,1.0
96000,2000,0.988,0.0172,1.0
97000,2000,0.9879,0.0173,1.0
98000,2000,0.988,0.0172,1.0
99000,2000,0.9879,0.0173,1.0
100000,2000,0.9879,0.0173,1.0
101000,2000,0.9879,0.0173,1.0
102000,2000,0.988,0.0172,1.0
103000,2000,0.9879,0.0173,1.0
104000,2000,0.988,0.0172,1.0
105000,2000,0.988,0.0172,1.0
106000,2000,0.988,0.0172,1.0
107000,2000,0.988,0.0172,1.0
108000,2000,0.9879,0.0173,1.0
109000,2000,0.9879,0.0173,1.0
110000,2000,0.9879,0.0173,1.0
111000,2000,0.9891,0.0156,1.0
112000,2000,0.988,0.0172,1.0
113000,2000,0.9879,0.0173,1.0
114000,2000,0.9879,0.0173,1.0
115000,2000,0.9885,0.0165,1.0
116000,2000,0.988,0.0172,1.0
117000,2000,0.988,0.0172,1.0
118000,2000,0.988,0.0172,1.0
119000,2000,0.988,0.0172,1.0
120000,2000,0.988,0.0172,1.0
121000,2000,0.972,0.04,1.0
122000,2000,0.9669,0.0473,1.0
123000,2000,0.9572,0.0612,1.0
124000,2000,0.9694,0.0438,1.0
125000,2000,0.9744,0.0366,1.0
126000,2000,0.9745,0.0364,1.0
127000,2000,0.9695,0.0435,1.0
128000,2000,0.9695,0.0435,1.0
129000,2000,0.9694,0.0438,1.0
130000,2000,0.9603,0.0567,1.0
131000,2000,0.9605,0.0564,1.0
132000,2000,0.9638,0.0517,1.0
133000,2000,0.9669,0.0473,1.0
134000,2000,0.9636,0.0519,1.0
135000,2000,0.9442,0.0797,1.0
136000,2000,0.9449,0.0787,1.0
137000,2000,0.9496,0.072,1.0
138000,2000,0.94,0.0857,1.0
139000,2000,0.9234,0.1094,1.0
140000,2000,0.9496,0.072,1.0
141000,2000,0.9574,0.0608,1.0
142000,2000,0.9569,0.0615,1.0
143000,2000,0.9449,0.0787,1.0
144000,2000,0.9574,0.0608,1.0
145000,2000,0.9608,0.0561,1.0
146000,2000,0.9449,0.0787,1.0
147000,2000,0.9351,0.0927,1.0
148000,2000,0.9533,0.0667,1.0
149000,2000,0.9533,0.0667,1.0
150000,2000,0.9449,0.0787,1.0
151000,2000,0.9569,0.0615,1.0
152000,2000,0.9695,0.0435,1.0
153000,2000,0.9667,0.0475,1.0
154000,2000,0.957,0.0615,1.0
155000,2000,0.9603,0.0567,1.0
156000,2000,0.9694,0.0438,1.0
157000,2000,0.9637,0.0519,1.0
158000,2000,0.9667,0.0475,1.0
159000,2000,0.9721,0.0398,1.0
160000,2000,0.9744,0.0366,1.0
161000,2000,0.9667,0.0475,1.0
162000,2000,0.9669,0.0473,1.0
163000,2000,0.9697,0.0432,1.0
164000,2000,0.9641,0.0514,1.0
165000,2000,0.9607,0.0561,1.0
166000,2000,0.9603,0.0567,1.0
167000,2000,0.9665,0.0479,1.0
168000,2000,0.9667,0.0475,1.0
169000,2000,0.9606,0.0563,1.0
170000,2000,0.9695,0.0435,1.0
171000,2000,0.9719,0.0401,1.0
172000,2000,0.9665,0.0479,1.0
173000,2000,0.961,0.0557,1.0
174000,2000,0.9639,0.0516,1.0
175000,2000,0.9639,0.0516,1.0
176000,2000,0.9533,0.0667,1.0
177000,2000,0.9536,0.0663,1.0
178000,2000,0.9639,0.0516,1.0
179000,2000,0.9637,0.0519,1.0
180000,2000,0.9606,0.0563,1.0
181000,100,0.6717,0.3833,0.8
182000,100,0.5533,0.5524,0.8
183000,100,0.7636,0.1663,0.6
184000,500,0.8475,0.0465,0.6
185000,500,0.9056,0.0492,0.8
186000,2000,0.9048,0.0503,0.8
187000,2000,0.9757,0.0347,1.0
188000,2000,0.9652,0.0498,1.0
189000,2000,0.9588,0.0588,1.0
190000,2000,0.9719,0.0402,1.0
191000,2000,0.9701,0.0427,1.0
192000,2000,0.9704,0.0422,1.0
193000,2000,0.942,0.0828,1.0
194000,2000,0.9728,0.0389,1.0
195000,2000,0.9777,0.0318,1.0
196000,2000,0.9756,0.0349,1.0
197000,2000,0.9779,0.0316,1.0
198000,2000,0.9712,0.0412,1.0
199000,2000,0.9843,0.0224,1.0
200000,2000,0.9907,0.0133,1.0
201000,2000,0.9902,0.014,1.0
202000,2000,0.9876,0.0178,1.0
203000,2000,0.987,0.0185,1.0
204000,2000,0.9752,0.0354,1.0
205000,2000,0.9791,0.0298,1.0
206000,2000,0.9814,0.0266,1.0
207000,2000,0.9841,0.0228,1.0
208000,2000,0.981,0.0271,1.0
209000,2000,0.9765,0.0335,1.0
210000,2000,0.9875,0.0179,1.0
211000,2000,0.9882,0.0168,1.0
212000,2000,0.9827,0.0247,1.0
213000,2000,0.9864,0.0195,1.0
214000,2000,0.9914,0.0123,1.0
215000,2000,0.9829,0.0244,1.0
216000,2000,0.9851,0.0213,1.0
217000,2000,0.9894,0.0152,1.0
218000,2000,0.9889,0.0159,1.0
219000,2000,0.9906,0.0134,1.0
220000,2000,0.9885,0.0164,1.0
221000,2000,0.988,0.0171,1.0
222000,2000,0.9895,0.015,1.0
223000,2000,0.9913,0.0124,1.0
224000,2000,0.9893,0.0153,1.0
225000,2000,0.9832,0.0239,1.0
226000,2000,0.9867,0.0189,1.0
227000,2000,0.9905,0.0136,1.0
228000,2000,0.9913,0.0124,1.0
229000,2000,0.993,0.01,1.0
230000,2000,0.9927,0.0104,1.0
231000,2000,0.9936,0.0091,1.0
232000,2000,0.993,0.01,1.0
233000,2000,0.9894,0.0152,1.0
234000,2000,0.9915,0.0122,1.0
235000,2000,0.9944,0.0079,1.0
236000,2000,0.9922,0.0112,1.0
237000,2000,0.9938,0.0088,1.0
238000,2000,0.9935,0.0094,1.0
239000,2000,0.9909,0.0131,1.0
240000,2000,0.9922,0.0111,1.0
241000,2000,0.9932,0.0097,1.0
242000,100,0.4124,0.7538,0.8
243000,100,0.5512,0.4698,0.6
244000,100,0.6156,0.3778,0.6
245000,100,0.4559,0.5201,0.4
246000,100,0.7469,0.1901,0.6
247000,100,0.7972,0.204,0.8
248000,500,0.8707,0.099,0.8
249000,500,0.841,0.2271,1.0
250000,500,0.8259,0.2487,1.0
251000,100,0.7125,0.4107,1.0
252000,100,0.6061,0.477,0.8
253000,100,0.5193,0.6011,0.8
254000,100,0.5875,0.4178,0.6
255000,100,0.7346,0.2077,0.6
256000,500,0.8467,0.1333,0.8
257000,500,0.8138,0.1804,0.8
258000,500,0.8473,0.2182,1.0
259000,2000,0.9202,0.114,1.0
260000,2000,0.5759,0.6059,1.0
261000,100,0.7338,0.2945,0.8
262000,100,0.781,0.2271,0.8
263000,100,0.5525,0.4679,0.6
264000,100,0.6332,0.3526,0.6
265000,100,0.6512,0.4126,0.8
266000,100,0.5913,0.4981,0.8
267000,100,0.7534,0.3523,1.0
268000,500,0.8519,0.2115,1.0
269000,500,0.7254,0.3922,1.0
270000,100,0.6374,0.4322,0.8
271000,100,0.8967,0.0618,0.8
272000,100,0.5118,0.526,0.6
273000,100,0.5685,0.3592,0.4
274000,100,0.6292,0.3584,0.6
275000,100,0.6759,0.2916,0.6
276000,100,0.5108,0.5275,0.6
277000,500,0.8239,0.1658,0.8
278000,500,0.6416,0.4263,0.8
279000,100,0.6551,0.407,0.8
280000,100,0.8841,0.1656,1.0
281000,100,0.7216,0.3978,1.0
282000,100,0.5798,0.5145,0.8
283000,500,0.8873,0.0752,0.8
284000,500,0.6787,0.3733,0.8
285000,100,0.5174,0.518,0.6
286000,100,0.6769,0.3758,0.8
287000,100,0.771,0.2414,0.8
288000,100,0.7252,0.3068,0.8
289000,500,0.8604,0.1994,1.0
290000,500,0.7089,0.4159,1.0
291000,100,0.5793,0.5152,0.8
292000,100,0.7505,0.2707,0.8
293000,100,0.6663,0.3909,0.8
294000,100,0.6092,0.3869,0.6
295000,500,0.8294,0.1581,0.8
296000,500,0.7767,0.2333,0.8
297000,100,0.5672,0.5326,0.8
298000,100,0.5667,0.5333,0.8
299000,100,0.4923,0.5539,0.6
300000,100,0.6605,0.2278,0.4
301000,100,0.7603,0.0853,0.4
302000,500,0.8001,0.0284,0.4
303000,500,0.8355,0.0635,0.6
304000,2000,0.9327,0.0104,0.8
305000,2000,0.9273,0.0181,0.8
306000,2000,0.992,0.0114,1.0
307000,2000,0.9934,0.0094,1.0
308000,2000,0.9738,0.0374,1.0
309000,2000,0.9895,0.015,1.0
310000,2000,0.9714,0.0408,1.0
311000,2000,0.9913,0.0124,1.0
312000,2000,0.9782,0.0311,1.0
313000,2000,0.9895,0.015,1.0
314000,2000,0.9818,0.026,1.0
315000,2000,0.9928,0.0103,1.0
316000,2000,0.9904,0.0137,1.0
317000,2000,0.9946,0.0078,1.0
318000,2000,0.9928,0.0103,1.0
319000,2000,0.9273,0.1039,1.0
320000,2000,0.9782,0.0312,1.0
321000,2000,0.992,0.0115,1.0
322000,2000,0.9884,0.0165,1.0
323000,2000,0.9921,0.0113,1.0
324000,2000,0.9904,0.0137,1.0
325000,2000,0.9928,0.0103,1.0
326000,2000,0.9912,0.0126,1.0
327000,2000,0.9895,0.0151,1.0
328000,2000,0.9903,0.0138,1.0
329000,2000,0.9882,0.0168,1.0
330000,2000,0.9945,0.0078,1.0
331000,2000,0.8915,0.155,1.0
332000,2000,0.9818,0.026,1.0
333000,2000,0.98,0.0286,1.0
334000,2000,0.995,0.0071,1.0
335000,2000,0.9884,0.0166,1.0
336000,2000,0.995,0.0071,1.0
337000,2000,0.9939,0.0087,1.0
338000,2000,0.9934,0.0095,1.0
339000,2000,0.9962,0.0054,1.0
340000,2000,0.978,0.0314,1.0
341000,2000,0.9874,0.018,1.0
342000,2000,0.9138,0.1232,1.0
343000,2000,0.9874,0.018,1.0
344000,2000,0.976,0.0343,1.0
345000,100,0.5451,0.5642,0.8
346000,100,0.589,0.5014,0.8
347000,100,0.6009,0.4845,0.8
348000,100,0.6589,0.4016,0.8
349000,100,0.5402,0.6568,1.0
350000,100,0.6929,0.4387,1.0
351000,100,0.7353,0.3782,1.0
352000,100,0.5371,0.6613,1.0
353000,100,0.7299,0.3858,1.0
354000,100,0.6516,0.4978,1.0
355000,100,0.4649,0.7645,1.0
356000,100,0.7328,0.3817,1.0
357000,100,0.712,0.4114,1.0
358000,100,0.6223,0.5396,1.0
359000,100,0.6867,0.4476,1.0
360000,100,0.5726,0.5249,0.8
361000,100,0.6032,0.3954,0.6
362000,100,0.5078,0.5318,0.6
363000,100,0.5898,0.4146,0.6
364000,100,0.5992,0.4869,0.8
365000,100,0.4517,0.7833,1.0
366000,100,0.7578,0.3461,1.0
367000,100,0.7073,0.4182,1.0
368000,100,0.6894,0.4437,1.0
369000,100,0.6874,0.4466,1.0
370000,100,0.6996,0.4292,1.0
371000,100,0.7817,0.3118,1.0
372000,100,0.7229,0.3958,1.0
373000,100,0.5976,0.4892,0.8
374000,100,0.6417,0.3404,0.6
375000,100,0.6138,0.3803,0.6
376000,100,0.4587,0.5162,0.4
377000,100,0.5761,0.3484,0.4
378000,100,0.5965,0.405,0.6
379000,100,0.5303,0.4995,0.6
380000,100,0.6997,0.3433,0.8
381000,500,0.8208,0.256,1.0
382000,500,0.5838,0.5089,0.8
383000,100,0.5754,0.4352,0.6
384000,100,0.6137,0.3804,0.6
385000,100,0.6371,0.347,0.6
386000,100,0.6267,0.4476,0.8
387000,100,0.6137,0.5519,1.0
388000,100,0.7362,0.3768,1.0
389000,100,0.7125,0.4108,1.0
390000,100,0.7785,0.3164,1.0
391000,100,0.693,0.4386,1.0
392000,100,0.6309,0.5273,1.0
393000,500,0.8421,0.2256,1.0
394000,500,0.6442,0.5083,1.0
395000,100,0.7149,0.4073,1.0
396000,100,0.7524,0.3537,1.0
397000,100,0.6485,0.5022,1.0
398000,100,0.7642,0.3369,1.0
399000,100,0.7114,0.4123,1.0
400000,100,0.6112,0.4697,0.8
401000,100,0.5775,0.4322,0.6
402000,100,0.5328,0.496,0.6
403000,100,0.514,0.5229,0.6
404000,100,0.6941,0.3513,0.8
405000,500,0.8703,0.1853,1.0
406000,500,0.6748,0.4645,1.0
407000,2000,0.98,0.0286,1.0
408000,2000,0.9757,0.0347,1.0
409000,2000,0.9572,0.0612,1.0
410000,2000,0.9958,0.006,1.0
411000,2000,0.9803,0.0281,1.0
412000,2000,0.943,0.0814,1.0
413000,100,0.7206,0.3992,1.0
414000,100,0.9596,0.0578,1.0
415000,2000,0.9958,0.0059,1.0
416000,2000,0.981,0.0271,1.0
417000,2000,0.9881,0.017,1.0
418000,2000,0.9906,0.0135,1.0
419000,2000,0.9768,0.0332,1.0
420000,2000,0.9777,0.0318,1.0
421000,2000,0.9655,0.0492,1.0
422000,2000,0.9911,0.0128,1.0
423000,2000,0.9841,0.0228,1.0
424000,2000,0.9857,0.0205,1.0
425000,2000,0.982,0.0258,1.0
426000,2000,0.9827,0.0247,1.0
427000,2000,0.9928,0.0103,1.0
428000,2000,0.9675,0.0465,1.0
429000,2000,0.989,0.0156,1.0
430000,2000,0.979,0.03,1.0
431000,2000,0.9766,0.0335,1.0
432000,2000,0.9371,0.0899,1.0
433000,2000,0.9807,0.0276,1.0
434000,2000,0.9886,0.0163,1.0
435000,2000,0.8662,0.1912,1.0
436000,2000,0.9859,0.0201,1.0
437000,2000,0.9825,0.025,1.0
438000,2000,0.9895,0.015,1.0
439000,2000,0.9951,0.0071,1.0
440000,2000,0.9676,0.0462,1.0
441000,2000,0.9401,0.0856,1.0
442000,2000,0.9349,0.0931,1.0
443000,2000,0.9804,0.028,1.0
444000,2000,0.9377,0.089,1.0
445000,2000,0.8934,0.1522,1.0
446000,2000,0.9862,0.0197,1.0
447000,2000,0.9712,0.0411,1.0
448000,2000,0.9644,0.0509,1.0
449000,2000,0.9133,0.1239,1.0
450000,2000,0.9795,0.0292,1.0
451000,2000,0.9823,0.0253,1.0
452000,2000,0.9206,0.1135,1.0
453000,2000,0.9764,0.0338,1.0
454000,2000,0.9563,0.0625,1.0
455000,2000,0.9863,0.0195,1.0
456000,2000,0.9996,0.0005,1.0
457000,2000,0.9995,0.0007,1.0
458000,2000,0.9995,0.0007,1.0
459000,2000,0.9995,0.0008,1.0
460000,2000,0.9995,0.0007,1.0
461000,2000,0.9996,0.0006,1.0
462000,2000,0.9995,0.0007,1.0
463000,2000,0.9996,0.0006,1.0
464000,2000,0.9996,0.0006,1.0
465000,2000,0.9995,0.0006,1.0
466000,2000,0.9996,0.0006,1.0
467000,2000,0.9996,0.0006,1.0
468000,2000,0.9995,0.0007,1.0
469000,2000,0.9996,0.0006,1.0
470000,2000,0.9995,0.0007,1.0
471000,2000,0.9994,0.0008,1.0
472000,2000,0.9995,0.0007,1.0
473000,2000,0.9996,0.0006,1.0
474000,2000,0.9996,0.0006,1.0
475000,2000,0.9996,0.0006,1.0
476000,2000,0.9996,0.0006,1.0
477000,2000,0.9996,0.0006,1.0
478000,2000,0.9995,0.0006,1.0
479000,2000,0.9996,0.0005,1.0
480000,2000,0.9996,0.0005,1.0
481000,2000,0.9996,0.0006,1.0
482000,2000,0.9996,0.0005,1.0
483000,2000,0.9995,0.0007,1.0
484000,2000,0.9995,0.0007,1.0
485000,2000,0.9995,0.0006,1.0
486000,2000,0.9996,0.0006,1.0
487000,2000,0.9996,0.0006,1.0
488000,2000,0.9995,0.0006,1.0
489000,2000,0.9995,0.0007,1.0
490000,2000,0.9996,0.0005,1.0
491000,2000,0.9997,0.0005,1.0
492000,2000,0.9995,0.0008,1.0
493000,2000,0.9994,0.0009,1.0
494000,2000,0.9995,0.0007,1.0
495000,2000,0.9996,0.0006,1.0
496000,2000,0.9995,0.0007,1.0
497000,2000,0.9995,0.0007,1.0
498000,2000,0.9994,0.0008,1.0
499000,2000,0.9993,0.001,1.0
500000,2000,0.9993,0.0009,1.0
501000,2000,0.9995,0.0006,1.0
502000,2000,0.9994,0.0008,1.0
503000,2000,0.9995,0.0008,1.0
504000,2000,0.9995,0.0007,1.0
505000,2000,0.9995,0.0006,1.0
506000,2000,0.9995,0.0007,1.0
507000,2000,0.9994,0.0008,1.0
508000,2000,0.9994,0.0008,1.0
509000,2000,0.9995,0.0007,1.0
510000,2000,0.9994,0.0008,1.0
511000,2000,0.9994,0.0009,1.0
512000,2000,0.9993,0.001,1.0
513000,2000,0.9992,0.0011,1.0
514000,2000,0.9993,0.001,1.0
515000,2000,0.9994,0.0008,1.0
516000,2000,0.9994,0.0008,1.0
517000,2000,0.9347,0.0075,0.8
518000,2000,0.933,0.01,0.8
519000,2000,0.9349,0.0073,0.8
520000,2000,0.9335,0.0092,0.8
521000,2000,0.9811,0.027,1.0
522000,2000,0.9798,0.0289,1.0
523000,2000,0.9763,0.0339,1.0
524000,2000,0.971,0.0414,1.0
525000,2000,0.9652,0.0497,1.0
526000,2000,0.9461,0.0769,1.0
527000,2000,0.9619,0.0544,1.0
528000,2000,0.9855,0.0207,1.0
529000,2000,0.991,0.0129,1.0
530000,2000,0.9902,0.0141,1.0
531000,2000,0.9915,0.0121,1.0
532000,2000,0.9934,0.0094,1.0
533000,2000,0.9924,0.0108,1.0
534000,2000,0.9916,0.012,1.0
535000,2000,0.984,0.0228,1.0
536000,2000,0.9832,0.0239,1.0
537000,2000,0.9902,0.0141,1.0
538000,2000,0.9932,0.0097,1.0
539000,2000,0.9888,0.016,1.0
540000,2000,0.9811,0.027,1.0
541000,2000,0.9906,0.0134,1.0
542000,2000,0.9928,0.0103,1.0
543000,2000,0.9917,0.0118,1.0
544000,2000,0.9928,0.0102,1.0
545000,2000,0.9917,0.0119,1.0
546000,2000,0.9906,0.0134,1.0
547000,2000,0.9905,0.0136,1.0
548000,2000,0.9856,0.0206,1.0
549000,2000,0.9869,0.0186,1.0
550000,2000,0.9879,0.0173,1.0
551000,2000,0.9907,0.0133,1.0
552000,2000,0.9897,0.0147,1.0
553000,2000,0.9894,0.0151,1.0
554000,2000,0.9855,0.0208,1.0
555000,2000,0.9777,0.0319,1.0
556000,2000,0.9795,0.0292,1.0
557000,2000,0.9812,0.0269,1.0
558000,2000,0.9914,0.0122,1.0
559000,2000,0.9934,0.0094,1.0
560000,2000,0.9864,0.0194,1.0
561000,2000,0.9807,0.0275,1.0
562000,2000,0.9903,0.0139,1.0
563000,2000,0.9891,0.0155,1.0
564000,2000,0.9864,0.0194,1.0
565000,2000,0.988,0.0171,1.0
566000,2000,0.9916,0.012,1.0
567000,2000,0.9905,0.0135,1.0
568000,2000,0.9896,0.0149,1.0
569000,2000,0.9914,0.0123,1.0
570000,2000,0.9941,0.0085,1.0
571000,2000,0.9945,0.0078,1.0
572000,2000,0.9935,0.0093,1.0
573000,2000,0.9936,0.0092,1.0
574000,2000,0.9909,0.0131,1.0
575000,2000,0.991,0.0129,1.0
576000,2000,0.9901,0.0141,1.0
577000,2000,0.9946,0.0077,1.0
578000,2000,0.9999,0.0002,1.0
579000,2000,0.9998,0.0003,1.0
580000,2000,0.9997,0.0004,1.0
581000,2000,0.9999,0.0002,1.0
582000,2000,0.9999,0.0001,1.0
583000,2000,0.9999,0.0002,1.0
584000,2000,0.9997,0.0004,1.0
585000,2000,0.9998,0.0002,1.0
586000,2000,0.9989,0.0015,1.0
587000,2000,0.9963,0.0053,1.0
588000,2000,0.9959,0.0058,1.0
589000,2000,0.9964,0.0052,1.0
590000,2000,0.9991,0.0014,1.0
591000,2000,0.9998,0.0003,1.0
592000,2000,0.9998,0.0003,1.0
593000,2000,0.9994,0.0008,1.0
594000,2000,0.9998,0.0004,1.0
595000,2000,0.9998,0.0003,1.0
596000,2000,0.9999,0.0001,1.0
597000,2000,0.9999,0.0001,1.0
598000,2000,0.9999,0.0002,1.0
599000,2000,1.0,0.0,1.0
