timestamp_ms,interval_ms,ccs,u,s
0,100,0.487,0.7329,1.0
1000,100,0.6519,0.4973,1.0
2000,100,0.5334,0.6665,1.0
3000,100,0.647,0.5042,1.0
4000,100,0.2983,0.9168,0.8
5000,100,0.2235,0.9378,0.6
6000,100,0.6524,0.3251,0.6
7000,100,0.2857,0.849,0.6
8000,500,0.8097,0.1862,0.8
9000,500,0.8828,0.1675,1.0
10000,500,0.7824,0.3109,1.0
11000,100,0.6456,0.5063,1.0
12000,100,0.7463,0.3625,1.0
13000,500,0.8646,0.1934,1.0
14000,500,0.9078,0.1317,1.0
15000,500,0.8531,0.2099,1.0
16000,500,0.7752,0.3211,1.0
17000,100,0.5448,0.6502,1.0
18000,100,0.8489,0.2158,1.0
19000,500,0.889,0.1585,1.0
20000,500,0.9057,0.1348,1.0
21000,500,0.8985,0.145,1.0
22000,500,0.7723,0.3252,1.0
23000,100,0.6165,0.5479,1.0
24000,100,0.82,0.2572,1.0
25000,2000,0.9452,0.0783,1.0
26000,2000,0.9589,0.0588,1.0
27000,2000,0.9413,0.0839,1.0
28000,2000,0.9328,0.096,1.0
29000,2000,0.9432,0.0812,1.0
30000,2000,0.962,0.0543,1.0
31000,2000,0.9422,0.0825,1.0
32000,2000,0.911,0.1272,1.0
33000,2000,0.9099,0.1287,1.0
34000,2000,0.9477,0.0747,1.0
35000,2000,0.9199,0.1144,1.0
36000,100,0.6949,0.4359,1.0
37000,100,0.9282,0.1026,1.0
38000,500,0.8916,0.1549,1.0
39000,500,0.9588,0.0589,1.0
40000,2000,0.9895,0.015,1.0
41000,2000,0.9547,0.0648,1.0
42000,2000,0.8667,0.1904,1.0
43000,2000,0.9189,0.1159,1.0
44000,2000,0.93,0.1,1.0
45000,2000,0.9779,0.0316,1.0
46000,2000,0.9822,0.0254,1.0
47000,500,0.7606,0.342,1.0
48000,500,0.9056,0.1349,1.0
49000,2000,0.9225,0.1106,1.0
50000,2000,0.923,0.11,1.0
51000,2000,0.9249,0.1073,1.0
52000,2000,0.8898,0.1575,1.0
53000,2000,0.9469,0.0758,1.0
54000,2000,0.941,0.0843,1.0
55000,2000,0.9345,0.0936,1.0
56000,100,0.5895,0.5008,0.8
57000,100,0.5882,0.5026,0.8
58000,100,0.6002,0.4855,0.8
59000,100,0.6054,0.478,0.8
60000,100,0.6615,0.4835,1.0
61000,100,0.6555,0.4922,1.0
62000,100,0.6601,0.4856,1.0
63000,100,0.6543,0.4939,1.0
64000,100,0.6474,0.5038,1.0
65000,100,0.6635,0.4808,1.0
66000,100,0.6592,0.4868,1.0
67000,100,0.6636,0.4806,1.0
68000,100,0.6635,0.4807,1.0
69000,100,0.6473,0.5039,1.0
70000,100,0.6564,0.4908,1.0
71000,100,0.6407,0.5132,1.0
72000,100,0.6429,0.5101,1.0
73000,100,0.6593,0.4867,1.0
74000,100,0.6502,0.4997,1.0
75000,100,0.6494,0.5009,1.0
76000,100,0.6599,0.4859,1.0
77000,100,0.6536,0.4949,1.0
78000,100,0.6535,0.4951,1.0
79000,100,0.6695,0.4721,1.0
80000,100,0.6573,0.4896,1.0
81000,100,0.6513,0.4981,1.0
82000,100,0.6675,0.4749,1.0
83000,100,0.6575,0.4893,1.0
84000,100,0.6493,0.501,1.0
85000,100,0.66,0.4857,1.0
86000,100,0.6534,0.4951,1.0
87000,100,0.6536,0.4949,1.0
88000,100,0.6495,0.5008,1.0
89000,100,0.6446,0.5077,1.0
90000,100,0.6398,0.5145,1.0
