timestamp_ms,interval_ms,ccs,u,s
0,2000,0.9965,0.0051,1.0
1000,2000,0.9946,0.0077,1.0
2000,2000,0.8886,0.1592,1.0
3000,100,0.7272,0.3897,1.0
4000,100,0.5793,0.5152,0.8
5000,500,0.8704,0.0137,0.6
6000,500,0.8662,0.0197,0.6
7000,500,0.8295,0.0721,0.6
8000,2000,0.9283,0.0167,0.8
9000,2000,0.991,0.0128,1.0
10000,2000,0.9668,0.0475,1.0
11000,2000,0.8522,0.2112,1.0
12000,2000,0.9474,0.0752,1.0
13000,2000,0.9279,0.103,1.0
14000,500,0.8367,0.2333,1.0
15000,500,0.939,0.0872,1.0
16000,2000,0.9688,0.0446,1.0
17000,2000,0.9955,0.0065,1.0
18000,2000,0.989,0.0156,1.0
19000,2000,0.9942,0.0082,1.0
20000,2000,0.9524,0.068,1.0
21000,2000,0.9636,0.0521,1.0
22000,2000,0.9789,0.0302,1.0
23000,2000,0.9609,0.0558,1.0
24000,2000,0.9867,0.0189,1.0
25000,2000,0.993,0.0099,1.0
26000,2000,0.9877,0.0176,1.0
27000,2000,0.9559,0.063,1.0
28000,2000,0.9718,0.0403,1.0
29000,2000,0.9349,0.0931,1.0
30000,500,0.7805,0.3136,1.0
31000,500,0.9793,0.0295,1.0
32000,2000,0.9773,0.0324,1.0
33000,2000,0.9902,0.0139,1.0
34000,2000,0.9927,0.0104,1.0
35000,2000,0.9845,0.0221,1.0
36000,2000,0.9773,0.0325,1.0
37000,100,0.7259,0.3915,1.0
38000,100,0.938,0.0885,1.0
39000,2000,0.9318,0.0974,1.0
40000,2000,0.9855,0.0207,1.0
41000,2000,0.9824,0.0251,1.0
42000,2000,0.9438,0.0803,1.0
43000,2000,0.9817,0.0261,1.0
44000,2000,0.9947,0.0076,1.0
45000,2000,0.9808,0.0275,1.0
46000,2000,0.9901,0.0141,1.0
47000,2000,0.994,0.0086,1.0
48000,2000,0.9954,0.0065,1.0
49000,2000,0.9951,0.007,1.0
50000,2000,0.9872,0.0182,1.0
51000,2000,0.966,0.0486,1.0
52000,2000,0.9859,0.0202,1.0
53000,2000,0.9947,0.0075,1.0
54000,2000,0.9863,0.0196,1.0
55000,2000,0.9791,0.0299,1.0
56000,2000,0.9588,0.0588,1.0
57000,2000,0.9847,0.0218,1.0
58000,2000,0.9446,0.0791,1.0
59000,2000,0.955,0.0643,1.0
60000,100,0.7103,0.3282,0.8
61000,100,0.7353,0.2924,0.8
62000,100,0.733,0.2957,0.8
63000,100,0.7327,0.2961,0.8
64000,100,0.7816,0.312,1.0
65000,100,0.7978,0.2889,1.0
66000,100,0.7953,0.2924,1.0
67000,100,0.7816,0.312,1.0
68000,100,0.7927,0.2961,1.0
69000,100,0.7977,0.289,1.0
70000,100,0.798,0.2886,1.0
71000,100,0.7956,0.292,1.0
72000,100,0.7902,0.2997,1.0
73000,500,0.8009,0.2845,1.0
74000,500,0.8009,0.2845,1.0
75000,500,0.8062,0.2769,1.0
76000,500,0.7978,0.2888,1.0
77000,500,0.793,0.2957,1.0
78000,500,0.8037,0.2804,1.0
79000,500,0.8167,0.2619,1.0
80000,500,0.8062,0.2769,1.0
81000,500,0.8004,0.2851,1.0
82000,500,0.8037,0.2804,1.0
83000,500,0.8089,0.273,1.0
84000,500,0.8063,0.2767,1.0
85000,500,0.814,0.2657,1.0
86000,500,0.814,0.2657,1.0
87000,500,0.8086,0.2735,1.0
88000,500,0.8063,0.2766,1.0
89000,500,0.7978,0.2888,1.0
90000,500,0.8063,0.2767,1.0
91000,500,0.8063,0.2766,1.0
92000,500,0.8086,0.2735,1.0
93000,500,0.814,0.2657,1.0
94000,500,0.8008,0.2846,1.0
95000,500,0.8085,0.2736,1.0
96000,500,0.8008,0.2846,1.0
97000,500,0.8141,0.2655,1.0
98000,500,0.8192,0.2583,1.0
99000,500,0.8061,0.277,1.0
100000,500,0.806,0.2771,1.0
101000,500,0.7953,0.2925,1.0
102000,500,0.8037,0.2804,1.0
103000,500,0.8192,0.2582,1.0
104000,500,0.8108,0.2703,1.0
105000,500,0.8108,0.2703,1.0
106000,500,0.8108,0.2703,1.0
107000,500,0.8108,0.2703,1.0
108000,500,0.8063,0.2767,1.0
109000,500,0.8213,0.2552,1.0
110000,500,0.8212,0.2554,1.0
111000,500,0.7978,0.2889,1.0
112000,500,0.8064,0.2765,1.0
113000,500,0.8141,0.2656,1.0
114000,500,0.8168,0.2618,1.0
115000,500,0.8167,0.2619,1.0
116000,500,0.8141,0.2656,1.0
117000,500,0.8213,0.2553,1.0
118000,500,0.8129,0.2673,1.0
119000,500,0.8108,0.2703,1.0
120000,500,0.8266,0.2477,1.0
121000,100,0.688,0.3599,0.8
122000,100,0.6885,0.3593,0.8
123000,100,0.6756,0.3777,0.8
124000,100,0.6746,0.3791,0.8
125000,100,0.7112,0.4126,1.0
126000,100,0.6999,0.4288,1.0
127000,100,0.7234,0.3951,1.0
128000,100,0.7357,0.3775,1.0
129000,100,0.7485,0.3593,1.0
130000,100,0.7481,0.3599,1.0
131000,100,0.7354,0.378,1.0
132000,100,0.7357,0.3775,1.0
133000,100,0.7605,0.3422,1.0
134000,100,0.7357,0.3775,1.0
135000,100,0.7116,0.412,1.0
136000,100,0.7344,0.3794,1.0
137000,100,0.7346,0.3792,1.0
138000,100,0.7351,0.3784,1.0
139000,100,0.7357,0.3775,1.0
140000,100,0.7234,0.3951,1.0
141000,100,0.7227,0.3961,1.0
142000,100,0.7228,0.396,1.0
143000,100,0.7485,0.3593,1.0
144000,100,0.7355,0.3778,1.0
145000,100,0.7216,0.3978,1.0
146000,100,0.7215,0.3979,1.0
147000,100,0.7223,0.3967,1.0
148000,100,0.7349,0.3788,1.0
149000,100,0.7351,0.3784,1.0
150000,100,0.7228,0.3961,1.0
151000,100,0.7347,0.3789,1.0
152000,100,0.7345,0.3792,1.0
153000,100,0.7342,0.3796,1.0
154000,100,0.7352,0.3783,1.0
155000,100,0.7355,0.3779,1.0
156000,100,0.7348,0.3788,1.0
157000,100,0.747,0.3615,1.0
158000,100,0.7469,0.3615,1.0
159000,100,0.7474,0.3609,1.0
160000,100,0.7472,0.3611,1.0
161000,100,0.7343,0.3796,1.0
162000,100,0.7343,0.3795,1.0
163000,100,0.7349,0.3787,1.0
164000,100,0.7219,0.3973,1.0
165000,100,0.7219,0.3973,1.0
166000,100,0.7223,0.3967,1.0
167000,100,0.722,0.3971,1.0
168000,100,0.7345,0.3793,1.0
169000,100,0.7343,0.3795,1.0
170000,100,0.7221,0.397,1.0
171000,100,0.7221,0.397,1.0
172000,100,0.7348,0.3789,1.0
173000,100,0.7227,0.3961,1.0
174000,100,0.7219,0.3973,1.0
175000,100,0.7223,0.3968,1.0
176000,100,0.7234,0.3951,1.0
177000,100,0.7354,0.3779,1.0
178000,100,0.7352,0.3784,1.0
179000,100,0.735,0.3786,1.0
180000,100,0.7111,0.4127,1.0
181000,100,0.7224,0.3966,1.0
182000,2000,0.9871,0.0185,1.0
183000,2000,0.9869,0.0187,1.0
184000,2000,0.987,0.0185,1.0
185000,2000,0.9856,0.0206,1.0
186000,2000,0.9857,0.0205,1.0
187000,2000,0.9857,0.0205,1.0
188000,2000,0.9854,0.0208,1.0
189000,2000,0.9855,0.0207,1.0
190000,2000,0.9855,0.0207,1.0
191000,2000,0.9855,0.0207,1.0
192000,2000,0.9862,0.0198,1.0
193000,2000,0.9862,0.0198,1.0
194000,2000,0.9856,0.0205,1.0
195000,2000,0.9857,0.0205,1.0
196000,2000,0.9862,0.0198,1.0
197000,2000,0.9858,0.0203,1.0
198000,2000,0.9857,0.0205,1.0
199000,2000,0.9871,0.0184,1.0
200000,2000,0.9857,0.0205,1.0
201000,2000,0.9857,0.0204,1.0
202000,2000,0.9857,0.0205,1.0
203000,2000,0.9849,0.0216,1.0
204000,2000,0.9857,0.0204,1.0
205000,2000,0.9854,0.0208,1.0
206000,2000,0.9857,0.0205,1.0
207000,2000,0.9856,0.0205,1.0
208000,2000,0.9854,0.0208,1.0
209000,2000,0.984,0.0228,1.0
210000,2000,0.984,0.0228,1.0
211000,2000,0.9857,0.0205,1.0
212000,2000,0.9857,0.0205,1.0
213000,2000,0.9855,0.0208,1.0
214000,2000,0.9856,0.0205,1.0
215000,2000,0.9869,0.0187,1.0
216000,2000,0.987,0.0185,1.0
217000,2000,0.9857,0.0205,1.0
218000,2000,0.9855,0.0207,1.0
219000,2000,0.9862,0.0198,1.0
220000,2000,0.9848,0.0217,1.0
221000,2000,0.9857,0.0204,1.0
222000,2000,0.9857,0.0205,1.0
223000,2000,0.9856,0.0205,1.0
224000,2000,0.9857,0.0204,1.0
225000,2000,0.9862,0.0198,1.0
226000,2000,0.9857,0.0204,1.0
227000,2000,0.987,0.0185,1.0
228000,2000,0.9862,0.0198,1.0
229000,2000,0.9862,0.0197,1.0
230000,2000,0.9863,0.0196,1.0
231000,2000,0.9857,0.0205,1.0
232000,2000,0.9857,0.0205,1.0
233000,2000,0.9862,0.0198,1.0
234000,2000,0.9857,0.0205,1.0
235000,2000,0.9857,0.0205,1.0
236000,2000,0.9858,0.0203,1.0
237000,2000,0.9856,0.0205,1.0
238000,2000,0.9856,0.0205,1.0
239000,2000,0.987,0.0186,1.0
240000,2000,0.9856,0.0205,1.0
241000,2000,0.9857,0.0205,1.0
242000,2000,0.9857,0.0205,1.0
