timestamp_ms,interval_ms,ccs,u,s
0,100,0.7059,0.4202,1.0
1000,100,0.7056,0.4206,1.0
2000,100,0.7028,0.4246,1.0
3000,100,0.6965,0.4336,1.0
4000,100,0.6993,0.4296,1.0
5000,100,0.6993,0.4296,1.0
6000,100,0.7146,0.4077,1.0
7000,100,0.7059,0.4202,1.0
8000,100,0.7146,0.4077,1.0
9000,100,0.7148,0.4074,1.0
10000,100,0.7202,0.3998,1.0
11000,100,0.7173,0.4038,1.0
12000,100,0.7112,0.4125,1.0
13000,100,0.7227,0.3961,1.0
14000,100,0.7032,0.424,1.0
15000,100,0.7173,0.4039,1.0
16000,100,0.7292,0.3868,1.0
17000,100,0.7321,0.3827,1.0
18000,100,0.7145,0.4078,1.0
19000,100,0.7292,0.3868,1.0
20000,100,0.7294,0.3865,1.0
21000,100,0.7261,0.3912,1.0
22000,100,0.7146,0.4077,1.0
23000,100,0.7146,0.4078,1.0
24000,100,0.7146,0.4078,1.0
25000,100,0.7261,0.3913,1.0
26000,100,0.7234,0.3952,1.0
27000,100,0.7178,0.4031,1.0
28000,100,0.7323,0.3824,1.0
29000,100,0.7228,0.396,1.0
30000,100,0.7178,0.4031,1.0
31000,100,0.7292,0.3868,1.0
32000,100,0.7171,0.4042,1.0
33000,100,0.7261,0.3912,1.0
34000,100,0.7382,0.3739,1.0
35000,100,0.7261,0.3913,1.0
36000,100,0.7294,0.3865,1.0
37000,100,0.7323,0.3824,1.0
38000,100,0.7409,0.3702,1.0
39000,100,0.7346,0.3791,1.0
40000,100,0.7316,0.3835,1.0
41000,100,0.7467,0.3619,1.0
42000,100,0.7382,0.3739,1.0
43000,100,0.7382,0.3739,1.0
44000,100,0.7377,0.3747,1.0
45000,100,0.7409,0.3701,1.0
46000,100,0.7345,0.3793,1.0
47000,100,0.744,0.3657,1.0
48000,100,0.753,0.3529,1.0
49000,100,0.7383,0.3739,1.0
50000,100,0.7467,0.3619,1.0
51000,100,0.7267,0.3905,1.0
52000,100,0.7267,0.3905,1.0
53000,100,0.7411,0.3698,1.0
54000,100,0.7414,0.3695,1.0
55000,100,0.7297,0.3861,1.0
56000,100,0.7409,0.3701,1.0
57000,100,0.7382,0.3739,1.0
58000,100,0.7261,0.3912,1.0
59000,100,0.7228,0.3961,1.0
60000,100,0.7377,0.3747,1.0
61000,100,0.4579,0.7744,1.0
62000,100,0.4566,0.7762,1.0
63000,100,0.4755,0.7493,1.0
64000,100,0.4521,0.7827,1.0
65000,100,0.3832,0.7954,0.8
66000,100,0.3443,0.7653,0.6
67000,100,0.3282,0.7883,0.6
68000,100,0.3213,0.7981,0.6
69000,100,0.4165,0.7479,0.8
70000,100,0.4769,0.7473,1.0
71000,100,0.5229,0.6815,1.0
72000,100,0.5256,0.6777,1.0
73000,100,0.453,0.7814,1.0
74000,100,0.4763,0.7482,1.0
75000,100,0.4763,0.7482,1.0
76000,100,0.4536,0.7806,1.0
77000,100,0.4484,0.788,1.0
78000,100,0.3811,0.7984,0.8
79000,100,0.3575,0.7465,0.6
80000,100,0.3492,0.7583,0.6
81000,100,0.3375,0.775,0.6
82000,100,0.438,0.7171,0.8
83000,100,0.4003,0.771,0.8
84000,100,0.332,0.7828,0.6
85000,100,0.324,0.7943,0.6
86000,100,0.3249,0.793,0.6
87000,100,0.3975,0.775,0.8
88000,100,0.3817,0.7976,0.8
89000,100,0.3814,0.7979,0.8
90000,100,0.3866,0.7905,0.8
91000,100,0.3821,0.797,0.8
92000,100,0.3978,0.7746,0.8
93000,100,0.3988,0.7732,0.8
94000,100,0.41,0.7571,0.8
95000,100,0.4237,0.7375,0.8
96000,100,0.4488,0.7874,1.0
97000,100,0.4587,0.7733,1.0
98000,100,0.457,0.7758,1.0
99000,100,0.457,0.7758,1.0
100000,100,0.4632,0.7668,1.0
101000,100,0.4445,0.7936,1.0
102000,100,0.463,0.7671,1.0
103000,100,0.4585,0.7736,1.0
104000,100,0.465,0.7643,1.0
105000,100,0.4698,0.7575,1.0
106000,100,0.4413,0.7981,1.0
107000,100,0.4485,0.7879,1.0
108000,100,0.4833,0.7381,1.0
109000,100,0.4585,0.7736,1.0
110000,100,0.4488,0.7874,1.0
111000,100,0.4454,0.7923,1.0
112000,100,0.4492,0.7868,1.0
113000,100,0.4764,0.7479,1.0
114000,100,0.4521,0.7827,1.0
115000,100,0.4692,0.7583,1.0
116000,100,0.4425,0.7964,1.0
117000,100,0.3809,0.7987,0.8
118000,100,0.3832,0.7954,0.8
119000,100,0.3213,0.7981,0.6
120000,100,0.2898,0.7575,0.4
121000,100,0.38,0.7143,0.6
122000,500,0.8075,0.0178,0.4
123000,500,0.8663,0.0196,0.6
124000,2000,0.9274,0.018,0.8
125000,2000,0.9275,0.0178,0.8
126000,2000,0.9875,0.0179,1.0
127000,2000,0.9874,0.018,1.0
128000,2000,0.9875,0.0178,1.0
129000,2000,0.9887,0.0161,1.0
130000,2000,0.9875,0.0179,1.0
131000,2000,0.9862,0.0197,1.0
132000,2000,0.9874,0.018,1.0
133000,2000,0.9875,0.0179,1.0
134000,2000,0.9874,0.018,1.0
135000,2000,0.9874,0.018,1.0
136000,2000,0.9874,0.018,1.0
137000,2000,0.9861,0.0199,1.0
138000,2000,0.9875,0.0179,1.0
139000,2000,0.9875,0.0178,1.0
140000,2000,0.9875,0.0179,1.0
141000,2000,0.9875,0.0179,1.0
142000,2000,0.9862,0.0197,1.0
143000,2000,0.9874,0.018,1.0
144000,2000,0.9876,0.0177,1.0
145000,2000,0.9875,0.0178,1.0
146000,2000,0.9876,0.0178,1.0
147000,2000,0.9875,0.0179,1.0
148000,2000,0.9876,0.0178,1.0
149000,2000,0.9875,0.0179,1.0
150000,2000,0.9875,0.0179,1.0
151000,2000,0.9862,0.0198,1.0
152000,2000,0.9875,0.0179,1.0
153000,2000,0.9876,0.0178,1.0
154000,2000,0.9875,0.0178,1.0
155000,2000,0.9875,0.0178,1.0
156000,2000,0.9875,0.0179,1.0
157000,2000,0.9876,0.0178,1.0
158000,2000,0.9875,0.0178,1.0
159000,2000,0.9875,0.0179,1.0
160000,2000,0.9876,0.0178,1.0
161000,2000,0.9887,0.0162,1.0
162000,2000,0.9876,0.0178,1.0
163000,2000,0.9875,0.0178,1.0
164000,2000,0.9876,0.0178,1.0
165000,2000,0.9875,0.0179,1.0
166000,2000,0.9863,0.0196,1.0
167000,2000,0.9875,0.0179,1.0
168000,2000,0.9876,0.0177,1.0
169000,2000,0.9875,0.0179,1.0
170000,2000,0.9876,0.0178,1.0
171000,2000,0.9876,0.0178,1.0
172000,2000,0.9876,0.0178,1.0
173000,2000,0.9876,0.0178,1.0
174000,2000,0.9876,0.0178,1.0
175000,2000,0.9876,0.0178,1.0
176000,2000,0.9875,0.0178,1.0
177000,2000,0.9875,0.0179,1.0
178000,2000,0.9863,0.0196,1.0
