timestamp_ms,interval_ms,ccs,u,s
0,100,0.6914,0.4408,1.0
1000,100,0.6839,0.4516,1.0
2000,100,0.6985,0.4307,1.0
3000,100,0.6875,0.4464,1.0
4000,100,0.6957,0.4347,1.0
5000,100,0.6954,0.4352,1.0
6000,100,0.6875,0.4464,1.0
7000,100,0.6874,0.4465,1.0
8000,100,0.6839,0.4515,1.0
9000,100,0.681,0.4557,1.0
10000,100,0.681,0.4557,1.0
11000,100,0.6957,0.4347,1.0
12000,100,0.6875,0.4465,1.0
13000,100,0.6848,0.4504,1.0
14000,100,0.6703,0.471,1.0
15000,100,0.6807,0.4562,1.0
16000,100,0.6848,0.4503,1.0
17000,100,0.6706,0.4706,1.0
18000,100,0.681,0.4557,1.0
19000,100,0.6706,0.4706,1.0
20000,100,0.681,0.4557,1.0
21000,100,0.681,0.4557,1.0
22000,100,0.6775,0.4608,1.0
23000,100,0.6766,0.462,1.0
24000,100,0.6761,0.4627,1.0
25000,100,0.6848,0.4503,1.0
26000,100,0.681,0.4557,1.0
27000,100,0.6766,0.4621,1.0
28000,100,0.6697,0.4719,1.0
29000,100,0.6796,0.4577,1.0
30000,100,0.6697,0.4718,1.0
31000,100,0.6807,0.4562,1.0
32000,100,0.6915,0.4407,1.0
33000,100,0.68,0.4572,1.0
34000,100,0.6796,0.4577,1.0
35000,100,0.6766,0.4621,1.0
36000,100,0.6755,0.4636,1.0
37000,100,0.6615,0.4836,1.0
38000,100,0.6807,0.4562,1.0
39000,100,0.6839,0.4515,1.0
40000,100,0.6663,0.4767,1.0
41000,100,0.6663,0.4767,1.0
42000,100,0.6766,0.4621,1.0
43000,100,0.6918,0.4403,1.0
44000,100,0.6761,0.4627,1.0
45000,100,0.6765,0.4621,1.0
46000,100,0.6807,0.4562,1.0
47000,100,0.6703,0.471,1.0
48000,100,0.6806,0.4562,1.0
49000,100,0.6766,0.462,1.0
50000,100,0.6807,0.4562,1.0
51000,100,0.681,0.4557,1.0
52000,100,0.6766,0.462,1.0
53000,100,0.6766,0.462,1.0
54000,100,0.6807,0.4562,1.0
55000,100,0.6848,0.4504,1.0
56000,100,0.6848,0.4503,1.0
57000,100,0.681,0.4557,1.0
58000,100,0.681,0.4557,1.0
59000,100,0.6848,0.4504,1.0
60000,100,0.6663,0.4767,1.0
61000,100,0.6629,0.4815,1.0
62000,100,0.6731,0.4669,1.0
63000,100,0.663,0.4815,1.0
64000,100,0.6775,0.4606,1.0
65000,100,0.6732,0.4669,1.0
66000,100,0.6728,0.4674,1.0
67000,100,0.6625,0.4821,1.0
68000,100,0.6485,0.5022,1.0
69000,100,0.6662,0.4768,1.0
70000,100,0.6766,0.4621,1.0
71000,100,0.6629,0.4816,1.0
72000,100,0.6775,0.4607,1.0
73000,100,0.6629,0.4815,1.0
74000,100,0.6662,0.4769,1.0
75000,100,0.681,0.4557,1.0
76000,100,0.6672,0.4754,1.0
77000,100,0.6663,0.4767,1.0
78000,100,0.6619,0.483,1.0
79000,100,0.6619,0.483,1.0
80000,100,0.6663,0.4767,1.0
81000,100,0.663,0.4814,1.0
82000,100,0.668,0.4742,1.0
83000,100,0.663,0.4814,1.0
84000,100,0.6663,0.4767,1.0
85000,100,0.6619,0.483,1.0
86000,100,0.6662,0.4769,1.0
87000,100,0.6662,0.4769,1.0
88000,100,0.6731,0.4669,1.0
89000,100,0.6732,0.4669,1.0
90000,100,0.6662,0.4769,1.0
91000,100,0.6619,0.4829,1.0
92000,100,0.6666,0.4763,1.0
93000,100,0.6666,0.4763,1.0
94000,100,0.658,0.4886,1.0
95000,100,0.6619,0.483,1.0
96000,100,0.6721,0.4684,1.0
97000,100,0.6732,0.4669,1.0
98000,100,0.6666,0.4763,1.0
99000,100,0.6619,0.483,1.0
100000,100,0.6769,0.4615,1.0
101000,100,0.658,0.4886,1.0
102000,100,0.6732,0.4669,1.0
103000,100,0.6584,0.488,1.0
104000,100,0.658,0.4885,1.0
105000,100,0.6727,0.4675,1.0
106000,100,0.6769,0.4615,1.0
107000,100,0.6585,0.4879,1.0
108000,100,0.658,0.4885,1.0
109000,100,0.6732,0.4669,1.0
110000,100,0.6584,0.488,1.0
111000,100,0.662,0.4829,1.0
112000,100,0.6531,0.4955,1.0
113000,100,0.6728,0.4674,1.0
114000,100,0.6629,0.4815,1.0
115000,100,0.6666,0.4763,1.0
116000,100,0.6731,0.4669,1.0
117000,100,0.6685,0.4736,1.0
118000,100,0.6681,0.4741,1.0
119000,100,0.668,0.4742,1.0
120000,100,0.6531,0.4956,1.0
121000,100,0.6681,0.4741,1.0
122000,2000,0.9279,0.0172,0.8
123000,2000,0.9277,0.0176,0.8
124000,2000,0.9282,0.0169,0.8
125000,2000,0.9289,0.0158,0.8
126000,2000,0.9888,0.016,1.0
127000,2000,0.9882,0.0169,1.0
128000,2000,0.9877,0.0176,1.0
129000,2000,0.9888,0.016,1.0
130000,2000,0.9888,0.016,1.0
131000,2000,0.9882,0.0169,1.0
132000,2000,0.9877,0.0176,1.0
133000,2000,0.9877,0.0176,1.0
134000,2000,0.9877,0.0176,1.0
135000,2000,0.9877,0.0176,1.0
136000,2000,0.9879,0.0172,1.0
137000,2000,0.9877,0.0176,1.0
138000,2000,0.9889,0.0159,1.0
139000,2000,0.9888,0.016,1.0
140000,2000,0.9888,0.016,1.0
141000,2000,0.9888,0.016,1.0
142000,2000,0.9875,0.0179,1.0
143000,2000,0.9877,0.0176,1.0
144000,2000,0.9888,0.016,1.0
145000,2000,0.9888,0.016,1.0
146000,2000,0.9888,0.0159,1.0
147000,2000,0.9877,0.0176,1.0
148000,2000,0.9888,0.016,1.0
149000,2000,0.9888,0.016,1.0
150000,2000,0.9877,0.0176,1.0
151000,2000,0.9877,0.0176,1.0
152000,2000,0.9877,0.0176,1.0
153000,2000,0.9877,0.0176,1.0
154000,2000,0.9888,0.016,1.0
155000,2000,0.9888,0.016,1.0
156000,2000,0.9877,0.0176,1.0
157000,2000,0.9888,0.016,1.0
158000,2000,0.9877,0.0176,1.0
159000,2000,0.9877,0.0176,1.0
160000,2000,0.9877,0.0176,1.0
161000,2000,0.9877,0.0176,1.0
162000,2000,0.9877,0.0176,1.0
163000,2000,0.9877,0.0176,1.0
164000,2000,0.9888,0.016,1.0
165000,2000,0.9877,0.0176,1.0
166000,2000,0.9877,0.0176,1.0
167000,2000,0.9888,0.0161,1.0
168000,2000,0.9877,0.0176,1.0
169000,2000,0.9877,0.0176,1.0
170000,2000,0.9877,0.0176,1.0
171000,2000,0.9877,0.0176,1.0
172000,2000,0.9877,0.0176,1.0
173000,2000,0.9877,0.0176,1.0
174000,2000,0.9877,0.0176,1.0
175000,2000,0.9878,0.0174,1.0
176000,2000,0.9873,0.0181,1.0
177000,2000,0.9888,0.0161,1.0
178000,2000,0.9877,0.0176,1.0
179000,2000,0.9877,0.0176,1.0
180000,2000,0.9877,0.0176,1.0
181000,2000,0.9877,0.0176,1.0
182000,2000,0.9559,0.0629,1.0
183000,2000,0.9669,0.0473,1.0
184000,2000,0.9373,0.0896,1.0
185000,2000,0.9184,0.1166,1.0
186000,2000,0.8889,0.1588,1.0
187000,2000,0.9356,0.092,1.0
188000,2000,0.958,0.06,1.0
189000,2000,0.9608,0.056,1.0
190000,2000,0.9777,0.0319,1.0
191000,2000,0.9756,0.0349,1.0
192000,2000,0.9864,0.0194,1.0
193000,2000,0.9812,0.0269,1.0
194000,2000,0.9705,0.0421,1.0
195000,2000,0.9565,0.0621,1.0
196000,2000,0.943,0.0814,1.0
197000,2000,0.8881,0.1599,1.0
198000,2000,0.931,0.0986,1.0
199000,2000,0.9493,0.0724,1.0
200000,2000,0.9432,0.0812,1.0
201000,2000,0.965,0.0499,1.0
202000,2000,0.977,0.0329,1.0
203000,2000,0.9575,0.0606,1.0
204000,2000,0.9045,0.1364,1.0
205000,2000,0.9532,0.0669,1.0
206000,2000,0.961,0.0558,1.0
207000,2000,0.9833,0.0238,1.0
208000,2000,0.9596,0.0577,1.0
209000,2000,0.9288,0.1018,1.0
210000,2000,0.9092,0.1296,1.0
211000,2000,0.9665,0.0478,1.0
212000,2000,0.9794,0.0294,1.0
213000,2000,0.8999,0.1429,1.0
214000,500,0.8245,0.2507,1.0
215000,500,0.893,0.1529,1.0
216000,2000,0.9583,0.0596,1.0
217000,2000,0.9562,0.0626,1.0
