timestamp_ms,interval_ms,ccs,u,s
0,100,0.6848,0.4503,1.0
1000,100,0.6706,0.4706,1.0
2000,100,0.6672,0.4754,1.0
3000,100,0.6855,0.4492,1.0
4000,100,0.6883,0.4453,1.0
5000,100,0.6815,0.455,1.0
6000,100,0.6885,0.445,1.0
7000,100,0.6882,0.4454,1.0
8000,100,0.6706,0.4706,1.0
9000,100,0.681,0.4557,1.0
10000,100,0.6706,0.4706,1.0
11000,100,0.663,0.4815,1.0
12000,100,0.6584,0.488,1.0
13000,100,0.6629,0.4816,1.0
14000,100,0.6629,0.4816,1.0
15000,100,0.663,0.4814,1.0
16000,100,0.6706,0.4706,1.0
17000,100,0.6775,0.4608,1.0
18000,100,0.6775,0.4607,1.0
19000,100,0.6714,0.4694,1.0
20000,100,0.6714,0.4694,1.0
21000,100,0.6775,0.4607,1.0
22000,100,0.6731,0.4669,1.0
23000,100,0.6691,0.4727,1.0
24000,100,0.6779,0.4602,1.0
25000,100,0.6818,0.4545,1.0
26000,100,0.6743,0.4653,1.0
27000,100,0.6885,0.445,1.0
28000,100,0.6743,0.4653,1.0
29000,100,0.6883,0.4453,1.0
30000,100,0.6883,0.4453,1.0
31000,100,0.6883,0.4453,1.0
32000,100,0.6886,0.4449,1.0
33000,100,0.6883,0.4453,1.0
34000,100,0.6883,0.4453,1.0
35000,100,0.6743,0.4653,1.0
36000,100,0.6818,0.4545,1.0
37000,100,0.6855,0.4493,1.0
38000,100,0.6855,0.4493,1.0
39000,100,0.6818,0.4545,1.0
40000,100,0.6714,0.4695,1.0
41000,100,0.6714,0.4695,1.0
42000,100,0.6848,0.4502,1.0
43000,100,0.6777,0.4604,1.0
44000,100,0.6918,0.4403,1.0
45000,100,0.6815,0.455,1.0
46000,100,0.6848,0.4504,1.0
47000,100,0.6848,0.4503,1.0
48000,100,0.6743,0.4653,1.0
49000,100,0.6848,0.4504,1.0
50000,100,0.6807,0.4562,1.0
51000,100,0.6811,0.4556,1.0
52000,100,0.6775,0.4607,1.0
53000,100,0.681,0.4557,1.0
54000,100,0.6743,0.4653,1.0
55000,100,0.6777,0.4604,1.0
56000,100,0.6815,0.455,1.0
57000,100,0.6776,0.4606,1.0
58000,100,0.6743,0.4653,1.0
59000,100,0.6777,0.4605,1.0
60000,100,0.6743,0.4653,1.0
61000,2000,0.9311,0.0128,0.8
62000,2000,0.9309,0.0131,0.8
63000,2000,0.931,0.0128,0.8
64000,2000,0.9319,0.0116,0.8
65000,2000,0.9902,0.0141,1.0
66000,2000,0.991,0.0128,1.0
67000,2000,0.9918,0.0117,1.0
68000,2000,0.9918,0.0117,1.0
69000,2000,0.9918,0.0117,1.0
70000,2000,0.9909,0.013,1.0
71000,2000,0.9909,0.013,1.0
72000,2000,0.9918,0.0118,1.0
73000,2000,0.9918,0.0118,1.0
74000,2000,0.9919,0.0116,1.0
75000,2000,0.9912,0.0125,1.0
76000,2000,0.9912,0.0125,1.0
77000,2000,0.9926,0.0106,1.0
78000,2000,0.9919,0.0116,1.0
79000,2000,0.9912,0.0125,1.0
80000,2000,0.991,0.0129,1.0
81000,2000,0.991,0.0128,1.0
82000,2000,0.9917,0.0119,1.0
83000,2000,0.9918,0.0118,1.0
84000,2000,0.9919,0.0115,1.0
85000,2000,0.9919,0.0116,1.0
86000,2000,0.9919,0.0116,1.0
87000,2000,0.991,0.0128,1.0
88000,2000,0.9918,0.0118,1.0
89000,2000,0.9917,0.0119,1.0
90000,2000,0.9918,0.0118,1.0
91000,2000,0.9918,0.0118,1.0
92000,2000,0.9917,0.0119,1.0
93000,2000,0.9911,0.0128,1.0
94000,2000,0.9917,0.0119,1.0
95000,2000,0.9908,0.0131,1.0
96000,2000,0.9909,0.013,1.0
97000,2000,0.9918,0.0118,1.0
98000,2000,0.991,0.0129,1.0
99000,2000,0.991,0.0128,1.0
100000,2000,0.9908,0.0131,1.0
101000,2000,0.991,0.0129,1.0
102000,2000,0.9912,0.0126,1.0
103000,2000,0.992,0.0114,1.0
104000,2000,0.9919,0.0116,1.0
105000,2000,0.9908,0.0132,1.0
106000,2000,0.9911,0.0128,1.0
107000,2000,0.991,0.0128,1.0
108000,2000,0.9911,0.0127,1.0
109000,2000,0.9909,0.013,1.0
