ms,event,rssi,addr,mfd
117,ADV,-42,e0:5a:1b:15:c4:ca,MF0000
218,ADV,-40,e0:5a:1b:15:c4:ca,MF0000
312,ADV,-45,e0:5a:1b:15:c4:ca,MF0000
425,ADV,-42,e0:5a:1b:15:c4:ca,MF0001
525,ADV,-40,e0:5a:1b:15:c4:ca,MF0002
622,ADV,-43,e0:5a:1b:15:c4:ca,MF0003
733,ADV,-42,e0:5a:1b:15:c4:ca,MF0004
829,ADV,-40,e0:5a:1b:15:c4:ca,MF0005
930,ADV,-45,e0:5a:1b:15:c4:ca,MF0006
1045,ADV,-42,e0:5a:1b:15:c4:ca,MF0007
1143,ADV,-41,e0:5a:1b:15:c4:ca,MF0008
1360,ADV,-51,e0:5a:1b:15:c4:ca,MF000A
1469,ADV,-48,e0:5a:1b:15:c4:ca,MF000B
1570,ADV,-46,e0:5a:1b:15:c4:ca,MF000C
1672,ADV,-50,e0:5a:1b:15:c4:ca,MF000D
1786,ADV,-47,e0:5a:1b:15:c4:ca,MF000F
1879,ADV,-45,e0:5a:1b:15:c4:ca,MF000F
1979,ADV,-54,e0:5a:1b:15:c4:ca,MF0010
2092,ADV,-47,e0:5a:1b:15:c4:ca,MF0012
2189,ADV,-46,e0:5a:1b:15:c4:ca,MF0013
2293,ADV,-49,e0:5a:1b:15:c4:ca,MF0014
2397,ADV,-43,e0:5a:1b:15:c4:ca,MF0015
2608,ADV,-27,e0:5a:1b:15:c4:ca,MF0017
2722,ADV,-29,e0:5a:1b:15:c4:ca,MF0018
2819,ADV,-42,e0:5a:1b:15:c4:ca,MF0019
3029,ADV,-33,e0:5a:1b:15:c4:ca,MF001B
3147,ADV,-40,e0:5a:1b:15:c4:ca,MF001C
3236,ADV,-31,e0:5a:1b:15:c4:ca,MF001D
3335,ADV,-34,e0:5a:1b:15:c4:ca,MF001E
3657,ADV,-33,e0:5a:1b:15:c4:ca,MF0021
3757,ADV,-32,e0:5a:1b:15:c4:ca,MF0022
3864,ADV,-40,e0:5a:1b:15:c4:ca,MF0023
3966,ADV,-31,e0:5a:1b:15:c4:ca,MF0024
4074,ADV,-31,e0:5a:1b:15:c4:ca,MF0026
4197,ADV,-40,e0:5a:1b:15:c4:ca,MF0026
4282,ADV,-31,e0:5a:1b:15:c4:ca,MF0027
4387,ADV,-31,e0:5a:1b:15:c4:ca,MF0029
4498,ADV,-40,e0:5a:1b:15:c4:ca,MF002A
4593,ADV,-32,e0:5a:1b:15:c4:ca,MF002B
4907,ADV,-40,e0:5a:1b:15:c4:ca,MF002E
5112,ADV,-32,e0:5a:1b:15:c4:ca,MF0030
5247,ADV,-37,e0:5a:1b:15:c4:ca,MF0031
5323,ADV,-31,e0:5a:1b:15:c4:ca,MF0032
5430,ADV,-32,e0:5a:1b:15:c4:ca,MF0033
5538,ADV,-38,e0:5a:1b:15:c4:ca,MF0034
5627,ADV,-31,e0:5a:1b:15:c4:ca,MF0035
