ms,event,rssi,addr,mfd
27,ADV,-31,e0:5a:1b:15:c4:ca,MF0000
130,ADV,-29,e0:5a:1b:15:c4:ca,MF0000
238,ADV,-30,e0:5a:1b:15:c4:ca,MF0000
347,ADV,-40,e0:5a:1b:15:c4:ca,MF0000
450,ADV,-31,e0:5a:1b:15:c4:ca,MF0001
559,ADV,-28,e0:5a:1b:15:c4:ca,MF0002
680,ADV,-41,e0:5a:1b:15:c4:ca,MF0003
771,ADV,-32,e0:5a:1b:15:c4:ca,MF0004
874,ADV,-29,e0:5a:1b:15:c4:ca,MF0005
973,ADV,-41,e0:5a:1b:15:c4:ca,MF0006
1076,ADV,-31,e0:5a:1b:15:c4:ca,MF0007
1180,ADV,-31,e0:5a:1b:15:c4:ca,MF0008
1388,ADV,-40,e0:5a:1b:15:c4:ca,MF000A
1494,ADV,-32,e0:5a:1b:15:c4:ca,MF000B
1596,ADV,-28,e0:5a:1b:15:c4:ca,MF000C
1730,ADV,-41,e0:5a:1b:15:c4:ca,MF000D
1830,ADV,-83,e0:5a:1b:15:c4:ca,MF000F
1914,ADV,-29,e0:5a:1b:15:c4:ca,MF000F
2122,ADV,-31,e0:5a:1b:15:c4:ca,MF0012
2230,ADV,-29,e0:5a:1b:15:c4:ca,MF0013
2330,ADV,-41,e0:5a:1b:15:c4:ca,MF0014
2449,ADV,-41,e0:5a:1b:15:c4:ca,MF0015
2544,ADV,-32,e0:5a:1b:15:c4:ca,MF0016
2642,ADV,-29,e0:5a:1b:15:c4:ca,MF0017
2852,ADV,-31,e0:5a:1b:15:c4:ca,MF0019
2953,ADV,-29,e0:5a:1b:15:c4:ca,MF001A
3077,ADV,-40,e0:5a:1b:15:c4:ca,MF001B
3161,ADV,-32,e0:5a:1b:15:c4:ca,MF001C
3261,ADV,-28,e0:5a:1b:15:c4:ca,MF001D
3373,ADV,-41,e0:5a:1b:15:c4:ca,MF001E
3588,ADV,-32,e0:5a:1b:15:c4:ca,MF0020
3727,ADV,-29,e0:5a:1b:15:c4:ca,MF0021
3811,ADV,-41,e0:5a:1b:15:c4:ca,MF0022
3915,ADV,-32,e0:5a:1b:15:c4:ca,MF0023
4018,ADV,-28,e0:5a:1b:15:c4:ca,MF0025
4121,ADV,-41,e0:5a:1b:15:c4:ca,MF0026
4221,ADV,-32,e0:5a:1b:15:c4:ca,MF0026
4330,ADV,-29,e0:5a:1b:15:c4:ca,MF0028
4540,ADV,-41,e0:5a:1b:15:c4:ca,MF002A
4648,ADV,-31,e0:5a:1b:15:c4:ca,MF002B
4753,ADV,-29,e0:5a:1b:15:c4:ca,MF002C
4880,ADV,-41,e0:5a:1b:15:c4:ca,MF002D
4980,ADV,-31,e0:5a:1b:15:c4:ca,MF002E
5092,ADV,-29,e0:5a:1b:15:c4:ca,MF002F
5288,ADV,-41,e0:5a:1b:15:c4:ca,MF0031
5597,ADV,-41,e0:5a:1b:15:c4:ca,MF0034
5701,ADV,-31,e0:5a:1b:15:c4:ca,MF0035
5806,ADV,-29,e0:5a:1b:15:c4:ca,MF0036
