ms,mv,uA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2
17,3316,76"00,253,0.3
27,3316,73900,245,245.1
37,3316,76#00,253,0.3
47,3316,71%00,237,0.2
57,3316,76800,255,254.7
67,3316,70 00,232,0.2
77,3316,76800,255,254.7
87,3316,76"00,253,0.3
97,3316,74900,248,248.4
107,3316,76"00,253,0.3
117,3316,73800,245,244.7
127,3316,76#00,253,0.3
137,3316,70800,235,234.8
147,3316,76800,255,254.7
157,3316,69&00,231,0.2
167,3316,76800,255,254.7
177,3316,76#00,253,0.3
187,3316,74%00,247,0.2
197,3316,76"00,253,0.3
207,3316,73900,245,245.1
217,3316,76$00,253,0.3
227,3316,70$00,233,0.2
237,3316,76900,255,255.0
247,3316,76"00,253,0.3
257,3316,76#00,253,0.3
267,3316,76"00,253,0.3
277,3316,74"00,246,0.2
287,3316,76"00,253,0.3
297,3316,73'00,244,0.2
307,3316,76&00,254,0.3
317,3316,70#00,233,0.2
327,3316,76800,255,254.7
337,3316,76"00,253,0.3
347,3316,76 00,252,0.3
357,3316,76"00,253,0.3
367,3316,74!00,246,0.2
377,3316,76"00,253,0.3
387,3316,73#00,243,0.2
397,3316,76'00,254,0.3
407,3316,70!00,232,0.2
417,3316,76800,255,254.7
427,3316,76"00,253,0.3
437,3316,75800,251,251.4
447,3316,76#00,253,0.3
457,3316,73900,245,245.1
467,3316,76"00,253,0.3
477,3316,72$00,240,0.2
487,3316,76800,255,254.7
497,3316,70!00,232,0.2
507,3316,76800,255,254.7
517,3316,76"00,253,0.3
527,3316,75&00,251,0.2
537,3316,76"00,253,0.3
547,3316,73900,245,245.1
557,3316,76#00,253,0.3
567,3316,71&00,237,0.2
577,3316,76800,255,254.7
587,3316,70 00,232,0.2
597,3316,76800,255,254.7
607,3316,76"00,253,0.3
617,3316,75 00,249,0.2
627,3316,76"00,253,0.3
637,3316,73900,245,245.1
647,3316,76#00,253,0.3
657,3316,70900,235,235.1
667,3316,76900,255,255.0
677,3316,69&00,231,0.2
687,3316,76'00,254,0.3
697,3316,76#00,253,0.3
707,3316,74%00,247,0.2
717,3316,76"00,253,0.3
727,3316,73800,245,244.7
737,3316,76$00,253,0.3
747,3316,70$00,233,0.2
757,3316,76800,255,254.7
767,3316,76"00,253,0.3
777,3316,76%00,254,0.3
787,3316,76"00,253,0.3
797,3316,74#00,246,0.2
807,3316,76#00,253,0.3
817,3316,73800,245,244.7
827,3316,76&00,254,0.3
837,3316,70#00,233,0.2
847,3316,76900,255,255.0
857,3316,76#00,253,0.3
867,3316,76 00,252,0.3
877,3316,76"00,253,0.3
887,3316,74!00,246,0.2
897,3316,76"00,253,0.3
907,3316,73#00,243,0.2
917,3316,76800,255,254.7
927,3316,70"00,233,0.2
937,3316,76800,255,254.7
947,3316,76#00,253,0.3
957,3316,75800,251,251.4
967,3312,76#00,253,0.3
977,3316,74 00,245,0.2
987,3316,76300,253,253.0
997,3316,72&00,241,0.2
1007,3316,76800,255,254.7
1017,3316,70!00,232,0.2
1027,3316,76900,255,255.0
1037,3316,76#00,253,0.3
1047,3316,75&00,251,0.2
1057,3316,76#00,253,0.3
1067,3316,74 00,245,0.2
1077,3316,76#00,253,0.3
1087,3316,71800,238,238.1
1097,3316,76800,255,254.7
1107,3316,70!00,232,0.2
1117,3316,76900,255,255.0
1127,3316,76#00,253,0.3
1137,3316,75!00,249,0.2
1147,3316,76"00,253,0.3
1157,3316,73900,245,245.1
1167,3316,76#00,253,0.3
1177,3316,70900,235,235.1
1187,3316,76800,255,254.7
1197,3316,69'00,231,0.2
1207,3316,76800,255,254.7
1217,3316,76"00,253,0.3
1227,3316,74&00,247,0.2
1237,3316,76#00,253,0.3
1247,3316,73900,245,245.1
1257,3316,76$00,253,0.3
1267,3312,70%00,233,0.2
1277,3320,76900,255,255.3
1287,3316,76#00,253,0.3
1297,3316,76%00,254,0.3
1307,3316,76"00,253,0.3
1317,3316,74#00,246,0.2
1327,3316,76"00,253,0.3
1337,3316,73900,245,245.1
1347,3316,76&00,254,0.3
1357,3316,70#00,233,0.2
1367,3316,76900,255,255.0
1377,3316,76#00,253,0.3
1387,3316,76!00,252,0.3
1397,3316,76"00,253,0.3
1407,3316,74"00,246,0.2
1417,3316,76"00,253,0.3
1427,3316,73400,243,243.4
1437,3316,76'00,254,0.3
1447,3316,70"00,233,0.2
