ms,mv,uA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2
12,3316,74!00,246,0.2
22,3316,76#00,253,0.3
32,3316,74 00,245,0.2
42,3316,76&00,254,0.3
52,3316,70$00,233,0.2
62,3316,76900,255,255.0
72,3316,69900,232,231.8
82,3316,76900,255,255.0
92,3316,76$00,253,0.3
102,3316,75%00,250,0.2
112,3316,76#00,253,0.3
122,3316,73900,245,245.1
132,3316,76#00,253,0.3
142,3316,73 00,242,0.2
152,3316,76800,255,254.7
162,3316,70"00,233,0.2
172,3316,77 00,255,0.3
182,3316,76$00,253,0.3
192,3316,76%00,254,0.3
202,3316,76$00,253,0.3
212,3316,74%00,247,0.2
222,3316,76#00,253,0.3
232,3316,73900,245,245.1
242,3316,76#00,253,0.3
252,3316,71$00,237,0.2
262,3316,76900,255,255.0
272,3316,70!00,232,0.2
282,3316,77 00,255,0.3
292,3312,76$00,253,0.3
302,3316,75900,252,251.7
312,3316,76#00,253,0.3
322,3316,74!00,246,0.2
332,3316,76$00,253,0.3
342,3316,74 00,245,0.2
352,3316,76'00,254,0.3
362,3316,70#00,233,0.2
372,3316,76900,255,255.0
382,3316,69&00,231,0.2
392,3316,77 00,255,0.3
402,3316,76$00,253,0.3
412,3316,75#00,250,0.2
422,3316,76#00,253,0.3
432,3316,73900,245,245.1
442,3316,76$00,253,0.3
452,3316,72'00,241,0.2
462,3316,76900,255,255.0
472,3316,70"00,233,0.2
482,3316,77 00,255,0.3
492,3316,76#00,253,0.3
502,3316,76#00,253,0.3
512,3316,76#00,253,0.3
522,3316,74%00,247,0.2
532,3316,76#00,253,0.3
542,3316,73900,245,245.1
552,3316,76#00,253,0.3
562,3316,71!00,236,0.2
572,3316,76900,255,255.0
582,3316,70!00,232,0.2
592,3316,76900,255,255.0
602,3316,76#00,253,0.3
612,3316,75800,251,251.4
622,3316,76$00,253,0.3
632,3316,74!00,246,0.2
642,3316,76#00,253,0.3
652,3316,73900,245,245.1
662,3316,76800,255,254.7
672,3316,70#00,233,0.2
682,3316,77 00,255,0.3
692,3316,69%00,230,0.2
702,3316,76900,255,255.0
712,3316,76#00,253,0.3
722,3316,75!00,249,0.2
732,3316,76#00,253,0.3
742,3316,74 00,245,0.2
752,3316,76#00,253,0.3
762,3316,72$00,240,0.2
772,3316,76900,255,255.0
782,3316,70"00,233,0.2
792,3316,76900,255,255.0
802,3316,76#00,253,0.3
812,3316,76!00,252,0.3
822,3312,76#00,253,0.3
832,3316,74#00,246,0.2
842,3312,76$00,253,0.3
852,3316,74 00,245,0.2
862,3316,76$00,253,0.3
872,3316,70900,235,235.1
882,3316,76900,255,255.0
892,3316,70!00,232,0.2
902,3316,76900,255,255.0
912,3316,76#00,253,0.3
922,3316,75800,251,251.4
932,3316,76$00,253,0.3
942,3316,74 00,245,0.2
952,3316,76#00,253,0.3
962,3316,73&00,244,0.2
972,3316,76800,255,254.7
982,3316,70"00,233,0.2
992,3316,77 00,255,0.3
1002,3316,69#00,230,0.2
1012,3316,76800,255,254.7
1022,3316,76#00,253,0.3
1032,3316,74900,248,248.4
1042,3316,76#00,253,0.3
1052,3316,74 00,245,0.2
1062,3316,76#00,253,0.3
1072,3316,72 00,239,0.2
1082,3316,76900,255,255.0
1092,3316,70"00,233,0.2
1102,3316,77000,255,255.3
1112,3316,76#00,253,0.3
1122,3316,76 00,252,0.3
1132,3316,76$00,253,0.3
1142,3316,74#00,246,0.2
1152,3316,76#00,253,0.3
1162,3316,73900,245,245.1
1172,3316,76%00,254,0.3
1182,3316,70&00,234,0.2
1192,3316,76900,255,255.0
1202,3316,70 00,232,0.2
1212,3316,76900,255,255.0
1222,3316,76$00,253,0.3
1232,3316,75'00,251,0.2
1242,3316,76$00,253,0.3
1252,3316,74 00,245,0.2
1262,3316,76#00,253,0.3
1272,3316,73#00,243,0.2
1282,3316,76800,255,254.7
1292,3316,70!00,232,0.2
1302,3316,76900,255,255.0
1312,3316,76#00,253,0.3
1322,3316,76'00,254,0.3
1332,3316,76$00,253,0.3
1342,3316,74'00,248,0.2
1352,3316,76#00,253,0.3
1362,3316,74 00,245,0.2
1372,3316,76$00,253,0.3
1382,3316,71'00,238,0.2
1392,3312,76900,255,254.7
1402,3316,70"00,233,0.2
1412,3316,76900,255,255.0
1422,3312,76$00,253,0.3
1432,3316,75900,252,251.7
1442,3316,76$00,253,0.3
1452,3316,74"00,246,0.2
1462,3316,76$00,253,0.3
1472,3316,73900,245,245.1
1482,3316,76&00,254,0.3
1492,3316,70%00,234,0.2
1502,3316,77 00,255,0.3
1512,3316,69900,232,231.8
1522,3316,77 00,255,0.3
1532,3316,76300,253,253.0
1542,3316,75%00,250,0.2
1552,3316,76$00,253,0.3
1562,3316,74 00,245,0.2
1572,3316,76$00,253,0.3
1582,3316,73 00,242,0.2
1592,3316,77 00,255,0.3
1602,3316,70"00,233,0.2
1612,3316,76900,255,255.0
1622,3316,76#00,253,0.3
1632,3316,76%00,254,0.3
1642,3316,76#00,253,0.3
1652,3316,74&00,247,0.2
1662,3316,76#00,253,0.3
1672,3316,73900,245,245.1
1682,3316,76#00,253,0.3
1692,3316,71$00,237,0.2
1702,3316,76900,255,255.0
1712,3316,70"00,233,0.2
1722,3316,76900,255,255.0
1732,3316,76#00,253,0.3
1742,3316,75900,252,251.7
1752,3316,76$00,253,0.3
1762,3316,74 00,245,0.2
1772,3316,76#00,253,0.3
