ms,mv,uA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2
11,3316,76&00,254,0.3
21,3312,76!00,252,0.3
31,3316,74$00,247,0.2
41,3316,76!00,252,0.3
51,3316,73'00,244,0.2
61,3316,76$00,253,0.3
71,3312,70"00,233,0.2
81,3316,76'00,254,0.3
91,3316,76!00,252,0.3
101,3316,75900,252,251.7
111,3316,76!00,252,0.3
121,3316,74 00,245,0.2
131,3316,76"00,253,0.3
141,3316,73 00,242,0.2
151,3316,76&00,254,0.3
161,3316,70 00,232,0.2
171,3316,76&00,254,0.3
181,3316,76!00,252,0.3
191,3316,75&00,251,0.2
201,3316,76!00,252,0.3
211,3316,73800,245,244.7
221,3316,76 00,252,0.3
231,3316,71%00,237,0.2
241,3316,76&00,254,0.3
251,3316,69800,231,231.5
261,3316,76'00,254,0.3
271,3316,76!00,252,0.3
281,3316,74'00,248,0.2
291,3316,76"00,253,0.3
301,3316,73'00,244,0.2
311,3316,76"00,253,0.3
321,3312,70%00,233,0.2
331,3316,76&00,254,0.3
341,3316,76 00,252,0.3
351,3316,76$00,253,0.3
361,3316,76!00,252,0.3
371,3316,74"00,246,0.2
381,3316,76!00,252,0.3
391,3316,73&00,244,0.2
401,3316,76%00,254,0.3
411,3316,70!00,232,0.2
421,3316,76'00,254,0.3
431,3316,76!00,252,0.3
441,3316,75&00,251,0.2
451,3316,76!00,252,0.3
461,3316,73900,245,245.1
471,3316,76!00,252,0.3
481,3316,72#00,240,0.2
491,3316,76'00,254,0.3
501,3316,70 00,232,0.2
511,3316,76&00,254,0.3
521,3316,76"00,253,0.3
531,3316,75"00,249,0.2
541,3316,76!00,252,0.3
551,3316,73'00,244,0.2
561,3316,76!00,252,0.3
571,3316,70900,235,235.1
581,3316,76'00,254,0.3
591,3316,69%00,230,0.2
601,3316,76&00,254,0.3
611,3316,76!00,252,0.3
621,3316,74$00,247,0.2
631,3316,76!00,252,0.3
641,3316,73'00,244,0.2
651,3316,76$00,253,0.3
661,3316,70"00,233,0.2
671,3316,76'00,254,0.3
681,3316,76!00,252,0.3
691,3316,76 00,252,0.3
701,3316,76!00,252,0.3
711,3316,73900,245,245.1
721,3312,76!00,252,0.3
731,3316,73!00,242,0.2
741,3316,76&00,254,0.3
751,3312,70!00,232,0.2
761,3316,76'00,254,0.3
771,3316,76!00,252,0.3
781,3316,75&00,251,0.2
791,3316,76!00,252,0.3
801,3316,73'00,244,0.2
811,3316,76 00,252,0.3
821,3316,71&00,237,0.2
831,3316,76'00,254,0.3
841,3316,69900,232,231.8
851,3316,76'00,254,0.3
861,3316,76!00,252,0.3
871,3316,74'00,248,0.2
881,3316,76!00,252,0.3
891,3316,73800,245,244.7
901,3316,76"00,253,0.3
911,3316,70%00,234,0.2
921,3316,76'00,254,0.3
931,3316,76!00,252,0.3
941,3316,76$00,253,0.3
951,3316,76!00,252,0.3
961,3316,74"00,246,0.2
971,3316,76"00,253,0.3
981,3312,73&00,244,0.2
991,3316,76&00,254,0.3
1001,3316,70"00,233,0.2
1011,3316,76'00,254,0.3
1021,3316,76!00,252,0.3
1031,3316,75800,251,251.4
1041,3316,76"00,253,0.3
1051,3316,73800,245,244.7
1061,3316,76!00,252,0.3
1071,3316,72$00,240,0.2
1081,3316,76&00,254,0.3
1091,3316,70 00,232,0.2
1101,3316,76'00,254,0.3
1111,3316,76!00,252,0.3
1121,3316,75"00,249,0.2
1131,3316,76!00,252,0.3
1141,3316,73800,245,244.7
1151,3316,76!00,252,0.3
1161,3316,71 00,235,0.2
1171,3316,76800,255,254.7
1181,3316,69&00,231,0.2
1191,3316,76'00,254,0.3
1201,3316,76"00,253,0.3
1211,3316,74%00,247,0.2
1221,3316,76!00,252,0.3
1231,3316,73'00,244,0.2
1241,3316,76$00,253,0.3
1251,3316,70#00,233,0.2
1261,3316,76&00,254,0.3
1271,3316,76"00,253,0.3
1281,3316,75900,252,251.7
1291,3316,76!00,252,0.3
1301,3316,73900,245,245.1
1311,3316,76 00,252,0.3
1321,3316,73100,242,242.4
1331,3316,76&00,254,0.3
1341,3316,70 00,232,0.2
1351,3316,76'00,254,0.3
1361,3316,76!00,252,0.3
1371,3316,75&00,251,0.2
1381,3316,76!00,252,0.3
1391,3316,73800,245,244.7
1401,3316,76!00,252,0.3
1411,3316,71'00,238,0.2
1421,3316,76&00,254,0.3
1431,3316,69900,232,231.8
1441,3316,76'00,254,0.3
1451,3316,76!00,252,0.3
1461,3316,74'00,248,0.2
1471,3316,76 00,252,0.3
1481,3316,73'00,244,0.2
1491,3316,76"00,253,0.3
1501,3312,70%00,233,0.2
1511,3316,76'00,254,0.3
1521,3316,69"00,229,0.2
1531,3316,76$00,253,0.3
1541,3316,76!00,252,0.3
1551,3316,74"00,246,0.2
1561,3316,76!00,252,0.3
1571,3316,73&00,244,0.2
1581,3316,76%00,254,0.3
1591,3316,70!00,232,0.2
1601,3316,76'00,254,0.3
1611,3316,76!00,252,0.3
1621,3316,75800,251,251.4
1631,3316,76!00,252,0.3
1641,3316,73800,245,244.7
1651,3316,76!00,252,0.3
