ms,voltage,current,power
0,3.280,6.0,0.0
1,3.284,6.0,0.0
2,3.296,6.0,0.0
2,3.292,6.0,0.0
3,3.296,6.0,0.0
3,3.292,6.0,0.0
37,3.288,6.0,0.0
37,3.296,6.0,0.0
38,3.296,6.0,0.0
38,3.296,6.0,0.0
39,3.292,6.0,0.0
39,3.288,6.0,0.0
40,3.288,6.0,0.0
40,3.296,6.0,0.0
41,3.296,6.0,0.0
41,3.292,6.0,0.0
42,0.000,0.0,0.0
42,3.292,6.0,0.0
43,3.296,6.0,0.0
43,3.296,69.7,215.0
44,3.288,6.0,0.0
44,3.288,6.0,0.0
45,0.000,0.0,0.0
45,3.296,68.3,215.0
46,3.288,6.0,0.0
46,3.288,6.0,0.0
47,3.272,7.0,0.0
47,3.288,6.0,0.0
48,3.288,6.0,0.0
51,3.296,6.0,0.0
54,3.296,6.0,0.0
57,3.296,6.0,0.0
60,3.288,6.0,0.0
63,3.288,6.0,0.0
66,3.296,6.0,0.0
184,3.296,6.0,0.0
184,3.296,6.0,0.0
185,3.292,6.0,0.0
185,3.288,6.0,0.0
186,3.288,64.3,211.0
186,3.296,63.5,210.0
187,3.296,6.0,0.0
188,3.296,6.0,0.0
188,3.288,6.0,0.0
189,3.288,6.0,0.0
189,3.296,6.0,0.0
190,3.296,6.0,0.0
190,3.296,6.0,0.0
191,3.292,6.0,0.0
191,3.288,6.0,0.0
192,3.292,6.0,0.0
192,0.000,0.0,0.0
192,3.288,6.0,0.0
193,3.296,6.0,0.0
193,3.296,6.0,0.0
195,3.296,6.0,0.0
198,3.292,6.0,0.0
201,3.288,6.0,0.0
204,3.296,6.0,0.0
207,3.292,6.0,0.0
210,3.296,6.0,0.0
213,3.292,68.2,215.0
216,3.288,6.0,0.0
219,3.288,6.0,0.0
222,3.296,6.0,0.0
225,3.272,1.0,0.0
228,3.224,1.0,0.0
231,3.216,2.0,0.0
234,3.284,7.0,0.0
237,3.296,6.0,0.0
240,3.292,6.0,0.0
243,3.288,6.0,0.0
246,3.296,6.0,0.0
249,3.296,6.0,0.0
252,3.296,6.0,0.0
255,3.292,6.0,0.0
258,3.288,6.0,0.0
261,3.288,6.0,0.0
264,3.296,6.0,0.0
267,3.296,6.0,0.0
270,3.296,69.0,216.0
273,3.288,6.0,0.0
276,3.288,6.0,0.0
279,3.296,6.0,0.0
282,3.292,6.0,0.0
285,3.296,6.0,0.0
288,3.292,6.0,0.0
291,3.288,6.0,0.0
294,3.296,6.0,0.0
297,3.292,6.0,0.0
300,3.296,6.0,0.0
303,3.292,6.0,0.0
306,3.284,6.0,0.0
309,3.288,6.0,0.0
312,3.296,6.0,0.0
315,3.292,6.0,0.0
318,3.292,68.4,213.0
321,3.288,6.0,0.0
324,3.288,6.0,0.0
327,3.296,6.0,0.0
330,3.276,6.0,0.0
333,3.212,1.0,0.0
336,3.216,1.0,0.0
339,3.224,1.0,0.0
342,3.244,6.0,0.0
345,3.288,6.0,0.0
348,3.288,6.0,0.0
351,3.296,6.0,0.0
354,3.292,6.0,0.0
357,3.296,6.0,0.0
360,3.292,6.0,0.0
363,3.288,6.0,0.0
366,3.288,6.0,0.0
369,3.292,6.0,0.0
372,3.296,6.0,0.0
375,3.296,69.0,215.0
378,3.288,6.0,0.0
381,3.288,6.0,0.0
384,3.296,6.0,0.0
