ms,event,rssi,addr,mfd
97,ADV,-28,e0:5a:1b:15:c4:ca,MF0000
210,ADV,-26,e0:5a:1b:15:c4:ca,MF0000
309,ADV,-36,e0:5a:1b:15:c4:ca,MF0000
413,ADV,-28,e0:5a:1b:15:c4:ca,MF0000
623,ADV,-35,e0:5a:1b:15:c4:ca,MF0001
727,ADV,-27,e0:5a:1b:15:c4:ca,MF0002
834,ADV,-27,e0:5a:1b:15:c4:ca,MF0003
951,ADV,-27,e0:5a:1b:15:c4:ca,MF0004
1053,ADV,-35,e0:5a:1b:15:c4:ca,MF0005
1163,ADV,-27,e0:5a:1b:15:c4:ca,MF0006
1251,ADV,-26,e0:5a:1b:15:c4:ca,MF0007
1358,ADV,-35,e0:5a:1b:15:c4:ca,MF0008
1465,ADV,-28,e0:5a:1b:15:c4:ca,MF0009
1573,ADV,-26,e0:5a:1b:15:c4:ca,MF000A
1676,ADV,-35,e0:5a:1b:15:c4:ca,MF000B
1779,ADV,-27,e0:5a:1b:15:c4:ca,MF000D
1903,ADV,-28,e0:5a:1b:15:c4:ca,MF000E
1996,ADV,-27,e0:5a:1b:15:c4:ca,MF000F
2100,ADV,-35,e0:5a:1b:15:c4:ca,MF0010
2207,ADV,-28,e0:5a:1b:15:c4:ca,MF0011
2314,ADV,-26,e0:5a:1b:15:c4:ca,MF0012
2420,ADV,-35,e0:5a:1b:15:c4:ca,MF0013
2534,ADV,-27,e0:5a:1b:15:c4:ca,MF0014
2628,ADV,-27,e0:5a:1b:15:c4:ca,MF0015
2853,ADV,-35,e0:5a:1b:15:c4:ca,MF0017
2952,ADV,-28,e0:5a:1b:15:c4:ca,MF0018
3060,ADV,-26,e0:5a:1b:15:c4:ca,MF0019
3184,ADV,-34,e0:5a:1b:15:c4:ca,MF001A
3268,ADV,-27,e0:5a:1b:15:c4:ca,MF001B
3371,ADV,-27,e0:5a:1b:15:c4:ca,MF001C
3482,ADV,-35,e0:5a:1b:15:c4:ca,MF001D
3574,ADV,-28,e0:5a:1b:15:c4:ca,MF001F
3683,ADV,-27,e0:5a:1b:15:c4:ca,MF0020
3903,ADV,-35,e0:5a:1b:15:c4:ca,MF0022
3995,ADV,-27,e0:5a:1b:15:c4:ca,MF0023
4094,ADV,-27,e0:5a:1b:15:c4:ca,MF0024
4201,ADV,-35,e0:5a:1b:15:c4:ca,MF0025
4309,ADV,-27,e0:5a:1b:15:c4:ca,MF0026
4420,ADV,-27,e0:5a:1b:15:c4:ca,MF0027
4519,ADV,-35,e0:5a:1b:15:c4:ca,MF0028
