ms,mV,µA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2, trial_index=16, adv_interval_ms=100
7,3312,064100,212.3
17,3308,055900,184.9
27,3312,067300,222.9
37,3308,055900,184.9
47,3312,067300,222.9
57,3308,056500,186.9
67,3312,070200,232.5
77,3312,056500,187.1
87,3308,056800,187.9
97,3308,058800,194.5
107,3204,127200,407.5
117,3312,061300,203.0
127,3308,055900,184.9
137,3312,063500,210.3
147,3308,055900,184.9
157,3312,066800,221.2
167,3308,055900,184.9
177,3308,067200,222.3
187,3308,056500,186.9
197,3308,069600,230.2
207,3312,056500,187.1
217,3312,056800,188.1
227,3308,058300,192.9
237,3308,056000,185.2
247,3312,060400,200.0
257,3308,055900,184.9
267,3308,062100,205.4
277,3308,055900,184.9
287,3312,064900,214.9
297,3308,055900,184.9
307,3312,067500,223.6
317,3308,056100,185.6
327,3308,067800,224.3
337,3284,064700,212.5
347,3312,071000,235.2
357,3308,056800,187.9
367,3308,056600,187.2
377,3312,059200,196.1
387,3308,055900,184.9
397,3312,061200,202.7
407,3308,055900,184.9
417,3312,063200,209.3
427,3308,055900,184.9
437,3312,066500,220.2
447,3308,055900,184.9
457,3308,067200,222.3
467,3308,056400,186.6
477,3312,069200,229.2
487,3312,056500,187.1
497,3308,070800,234.2
507,3312,058000,192.1
517,3308,056000,185.2
527,3312,060000,198.7
537,3308,055900,184.9
547,3308,061800,204.4
557,3308,055900,184.9
567,3312,064600,214.0
577,3308,055900,184.9
587,3308,067400,223.0
597,3308,056000,185.2
607,3312,067500,223.6
617,3168,136000,430.8
627,3308,071000,234.9
637,3308,057500,190.2
647,3308,056200,185.9
657,3312,059800,198.1
667,3308,055900,184.9
677,3308,061500,203.4
687,3308,055900,184.9
697,3312,064100,212.3
707,3308,055900,184.9
717,3312,067300,222.9
727,3308,055900,184.9
737,3308,067300,222.6
747,3308,056500,186.9
757,3308,070200,232.2
767,3308,056600,187.2
777,3308,056800,187.9
787,3308,058800,194.5
797,3308,055900,184.9
807,3312,060800,201.4
817,3308,055900,184.9
827,3312,062500,207.0
837,3300,079400,262.0
847,3312,065700,217.6
857,3308,055900,184.9
867,3312,067400,223.2
877,3308,056400,186.6
887,3308,068500,226.6
897,3308,056500,186.9
907,3308,071000,234.9
917,3308,057300,189.5
927,3308,056200,185.9
937,3308,059500,196.8
947,3308,055900,184.9
957,3312,061400,203.4
967,3308,055900,184.9
977,3312,063800,211.3
987,3308,055800,184.6
997,3312,067100,222.2
1007,3308,055900,184.9
1017,3312,067200,222.6
1027,3308,056500,186.9
1037,3308,069800,230.9
1047,3308,056500,186.9
1057,3308,056800,187.9
1067,3312,058500,193.8
1077,3308,056000,185.2
1087,3312,060500,200.4
1097,3308,055900,184.9
1107,3312,062300,206.3
1117,3204,195600,626.7
1127,3312,066600,220.6
1137,3312,055900,185.1
1147,3312,067200,222.6
1157,3308,056500,186.9
1167,3308,069300,229.2
1177,3308,056600,187.2
1187,3308,070900,234.5
1197,3312,058000,192.1
1207,3308,056100,185.6
1217,3312,060100,199.1
1227,3308,055900,184.9
1237,3312,061800,204.7
1247,3308,055900,184.9
1257,3312,064500,213.6
1267,3308,055900,184.9
1277,3308,067400,223.0
1287,3308,056000,185.2
1297,3312,067500,223.6
1307,3308,056500,186.9
1317,3308,070600,233.5
1327,3312,056600,187.5
1337,3304,086800,286.8
1347,3312,059200,196.1
1357,3308,055900,184.9
1367,3312,061200,202.7
1377,3308,055900,184.9
1387,3312,062900,208.3
1397,3308,055900,184.9
1407,3308,066200,219.0
1417,3308,055900,184.9
1427,3312,067300,222.9
1437,3308,056400,186.6
1447,3308,068900,227.9
1457,3312,056500,187.1
1467,3312,070900,234.8
1477,3308,057700,190.9
1487,3308,056100,185.6
1497,3312,059800,198.1
1507,3308,055900,184.9
1517,3312,061700,204.4
1527,3308,055900,184.9
1537,3312,064200,212.6
1547,3308,055900,184.9
1557,3312,067300,222.9
1567,3308,056000,185.2
1577,3312,067300,222.9
1587,3312,056500,187.1
1597,3308,070400,232.9
1607,3308,056600,187.2
1617,3216,143500,461.5
1627,3312,059400,196.7
1637,3308,055900,184.9
1647,3312,061400,203.4
1657,3308,055900,184.9
1667,3312,063600,210.6
1677,3312,055900,185.1
1687,3308,067000,221.6
1697,3308,055900,184.9
1707,3308,067200,222.3
1717,3308,056500,186.9
1727,3308,069700,230.6
1737,3308,056600,187.2
1747,3312,056900,188.5
1757,3312,058400,193.4
1767,3308,056000,185.2
1777,3308,060400,199.8
1787,3308,055900,184.9
1797,3312,062200,206.0
1807,3312,056000,185.5
1817,3308,065100,215.4
1827,3308,056000,185.2
1837,3292,068400,225.2
1847,3308,056200,185.9
1857,3312,068000,225.2
1867,3312,056500,187.1
1877,3312,070900,234.8
1887,3312,056900,188.5
1897,3308,056400,186.6
1907,3312,059400,196.7
1917,3308,055900,184.9
1927,3312,061300,203.0
1937,3308,055900,184.9
1947,3312,063400,210.0
1957,3308,055900,184.9
1967,3312,066700,220.9
1977,3308,055900,184.9
1987,3308,067200,222.3
1997,3308,056400,186.6
2007,3308,069300,229.2
2017,3312,056500,187.1
2027,3308,056900,188.2
2037,3312,058100,192.4
2047,3308,056000,185.2
2057,3312,060200,199.4
2067,3312,055900,185.1
2077,3312,061900,205.0
2087,3308,056000,185.2
2097,3312,064800,214.6
2107,3308,055900,184.9
2117,3312,067400,223.2
2127,3220,212800,685.2
2137,3312,068800,227.9
2147,3308,056600,187.2
2157,3308,071000,234.9
2167,3308,057600,190.5
2177,3308,056100,185.6
2187,3308,059700,197.5
2197,3308,055900,184.9
2207,3312,061600,204.0
2217,3308,055900,184.9
2227,3312,064100,212.3
2237,3308,055900,184.9
2247,3308,067300,222.6
2257,3308,055900,184.9
2267,3308,067300,222.6
2277,3308,056500,186.9
2287,3312,070200,232.5
2297,3308,056500,186.9
2307,3308,056900,188.2
2317,3312,058900,195.1
2327,3308,056000,185.2
2337,3280,061300,201.1
2347,3308,055900,184.9
2357,3312,062600,207.3
2367,3308,055900,184.9
2377,3312,065800,217.9
2387,3308,055900,184.9
2397,3312,067400,223.2
2407,3308,056300,186.2
2417,3308,068500,226.6
2427,3308,056500,186.9
2437,3312,071000,235.2
2447,3308,057300,189.5
2457,3308,056200,185.9
2467,3312,059600,197.4
2477,3308,055900,184.9
2487,3312,061400,203.4
2497,3308,055900,184.9
2507,3312,063800,211.3
2517,3308,055900,184.9
2527,3312,067100,222.2
2537,3308,055900,184.9
2547,3308,067300,222.6
2557,3308,056500,186.9
2567,3312,069900,231.5
2577,3312,056600,187.5
2587,3308,056900,188.2
2597,3308,058500,193.5
2607,3308,056000,185.2
2617,3312,060600,200.7
2627,3216,145400,467.6
2637,3312,063300,209.6
2647,3312,055900,185.1
2657,3312,066600,220.6
2667,3308,055900,184.9
2677,3312,067200,222.6
2687,3308,056500,186.9
2697,3312,069300,229.5
2707,3308,056500,186.9
2717,3308,070800,234.2
2727,3308,058000,191.9
2737,3308,056100,185.6
2747,3312,060100,199.1
2757,3308,056000,185.2
2767,3312,061800,204.7
2777,3308,055900,184.9
2787,3312,064600,214.0
2797,3308,055900,184.9
2807,3312,067500,223.6
2817,3308,056000,185.2
2827,3312,067600,223.9
2837,3284,064500,211.8
2847,3308,070900,234.5
2857,3308,056700,187.6
2867,3308,056700,187.6
2877,3308,059200,195.8
2887,3304,055900,184.7
2897,3308,061100,202.1
2907,3308,055900,184.9
2917,3312,063000,208.7
2927,3308,055900,184.9
2937,3308,066400,219.7
2947,3308,055900,184.9
2957,3312,067200,222.6
2967,3308,056400,186.6
2977,3312,068900,228.2
2987,3312,056600,187.5
2997,3312,070900,234.8
3007,3308,057700,190.9
3017,3308,056000,185.2
3027,3312,059800,198.1
3037,3308,055900,184.9
3047,3312,061600,204.0
3057,3308,055900,184.9
3067,3308,064300,212.7
3077,3308,055900,184.9
3087,3312,067300,222.9
3097,3308,055900,184.9
3107,3308,067300,222.6
3117,3308,056500,186.9
3127,3308,070300,232.6
3137,3132,136100,426.3
3147,3308,056300,186.2
3157,3312,059500,197.1
3167,3308,055900,184.9
3177,3312,061300,203.0
3187,3308,055900,184.9
3197,3308,063700,210.7
3207,3312,055900,185.1
3217,3312,067000,221.9
3227,3308,055900,184.9
3237,3308,067100,222.0
3247,3308,056500,186.9
3257,3308,069700,230.6
3267,3308,056500,186.9
3277,3308,056900,188.2
