ms,event,rssi,seq,label,addr,mfd
# meta, firmware=RX_MODEC2P_1202, buf_size=512
1146,ADV,-50,1,9,e0:5a:1b:15:c4:ca,0001_9
3175,ADV,-50,2,9,e0:5a:1b:15:c4:ca,0002_9
5144,ADV,-46,3,5,e0:5a:1b:15:c4:ca,0003_5
7151,ADV,-52,4,5,e0:5a:1b:15:c4:ca,0004_5
9158,ADV,-48,5,8,e0:5a:1b:15:c4:ca,0005_8
11162,ADV,-46,6,8,e0:5a:1b:15:c4:ca,0006_8
15168,ADV,-48,8,7,e0:5a:1b:15:c4:ca,0008_7
17188,ADV,-49,9,7,e0:5a:1b:15:c4:ca,0009_7
19188,ADV,-53,10,7,e0:5a:1b:15:c4:ca,0010_7
21193,ADV,-46,11,7,e0:5a:1b:15:c4:ca,0011_7
25199,ADV,-47,13,7,e0:5a:1b:15:c4:ca,0013_7
29215,ADV,-49,15,0,e0:5a:1b:15:c4:ca,0015_0
31226,ADV,-47,16,0,e0:5a:1b:15:c4:ca,0016_0
33224,ADV,-46,17,0,e0:5a:1b:15:c4:ca,0017_0
35230,ADV,-49,18,0,e0:5a:1b:15:c4:ca,0018_0
37233,ADV,-48,19,0,e0:5a:1b:15:c4:ca,0019_0
39237,ADV,-48,20,0,e0:5a:1b:15:c4:ca,0020_0
41253,ADV,-53,21,0,e0:5a:1b:15:c4:ca,0021_0
43247,ADV,-48,22,0,e0:5a:1b:15:c4:ca,0022_0
45269,ADV,-56,23,4,e0:5a:1b:15:c4:ca,0023_4
47262,ADV,-50,24,4,e0:5a:1b:15:c4:ca,0024_4
49263,ADV,-45,25,4,e0:5a:1b:15:c4:ca,0025_4
51265,ADV,-52,26,4,e0:5a:1b:15:c4:ca,0026_4
53283,ADV,-58,27,4,e0:5a:1b:15:c4:ca,0027_4
55279,ADV,-47,28,4,e0:5a:1b:15:c4:ca,0028_4
57288,ADV,-51,29,4,e0:5a:1b:15:c4:ca,0029_4
61309,ADV,-49,31,4,e0:5a:1b:15:c4:ca,0031_4
63297,ADV,-48,32,6,e0:5a:1b:15:c4:ca,0032_6
65296,ADV,-46,33,6,e0:5a:1b:15:c4:ca,0033_6
69312,ADV,-50,35,10,e0:5a:1b:15:c4:ca,0035_10
71311,ADV,-46,36,7,e0:5a:1b:15:c4:ca,0036_7
73331,ADV,-50,37,10,e0:5a:1b:15:c4:ca,0037_10
77322,ADV,-45,39,2,e0:5a:1b:15:c4:ca,0039_2
79324,ADV,-49,40,2,e0:5a:1b:15:c4:ca,0040_2
81332,ADV,-50,41,2,e0:5a:1b:15:c4:ca,0041_2
85352,ADV,-48,43,2,e0:5a:1b:15:c4:ca,0043_2
87357,ADV,-46,44,2,e0:5a:1b:15:c4:ca,0044_2
89359,ADV,-50,45,2,e0:5a:1b:15:c4:ca,0045_2
93373,ADV,-47,47,1,e0:5a:1b:15:c4:ca,0047_1
95388,ADV,-55,48,1,e0:5a:1b:15:c4:ca,0048_1
97384,ADV,-48,49,1,e0:5a:1b:15:c4:ca,0049_1
99388,ADV,-45,50,1,e0:5a:1b:15:c4:ca,0050_1
101388,ADV,-55,51,5,e0:5a:1b:15:c4:ca,0051_5
105401,ADV,-50,53,5,e0:5a:1b:15:c4:ca,0053_5
107400,ADV,-48,54,5,e0:5a:1b:15:c4:ca,0054_5
109406,ADV,-47,55,5,e0:5a:1b:15:c4:ca,0055_5
111411,ADV,-50,56,1,e0:5a:1b:15:c4:ca,0056_1
113410,ADV,-49,57,1,e0:5a:1b:15:c4:ca,0057_1
115415,ADV,-47,58,1,e0:5a:1b:15:c4:ca,0058_1
117432,ADV,-52,59,1,e0:5a:1b:15:c4:ca,0059_1
119432,ADV,-48,60,6,e0:5a:1b:15:c4:ca,0060_6
121438,ADV,-48,61,6,e0:5a:1b:15:c4:ca,0061_6
123462,ADV,-49,62,6,e0:5a:1b:15:c4:ca,0062_6
125449,ADV,-48,63,6,e0:5a:1b:15:c4:ca,0063_6
127462,ADV,-55,64,11,e0:5a:1b:15:c4:ca,0064_11
129459,ADV,-49,65,11,e0:5a:1b:15:c4:ca,0065_11
131466,ADV,-47,66,11,e0:5a:1b:15:c4:ca,0066_11
133468,ADV,-49,67,11,e0:5a:1b:15:c4:ca,0067_11
135473,ADV,-50,68,11,e0:5a:1b:15:c4:ca,0068_11
137478,ADV,-49,69,11,e0:5a:1b:15:c4:ca,0069_11
139484,ADV,-51,70,11,e0:5a:1b:15:c4:ca,0070_11
141486,ADV,-48,71,11,e0:5a:1b:15:c4:ca,0071_11
143486,ADV,-46,72,11,e0:5a:1b:15:c4:ca,0072_11
147497,ADV,-47,74,10,e0:5a:1b:15:c4:ca,0074_10
149498,ADV,-51,75,10,e0:5a:1b:15:c4:ca,0075_10
151518,ADV,-48,76,10,e0:5a:1b:15:c4:ca,0076_10
153507,ADV,-46,77,10,e0:5a:1b:15:c4:ca,0077_10
155515,ADV,-54,78,10,e0:5a:1b:15:c4:ca,0078_10
157538,ADV,-48,79,10,e0:5a:1b:15:c4:ca,0079_10
159511,ADV,-46,80,10,e0:5a:1b:15:c4:ca,0080_10
161514,ADV,-51,81,8,e0:5a:1b:15:c4:ca,0081_8
163538,ADV,-50,82,8,e0:5a:1b:15:c4:ca,0082_8
165524,ADV,-46,83,8,e0:5a:1b:15:c4:ca,0083_8
167526,ADV,-57,84,8,e0:5a:1b:15:c4:ca,0084_8
169538,ADV,-48,85,8,e0:5a:1b:15:c4:ca,0085_8
171533,ADV,-48,86,8,e0:5a:1b:15:c4:ca,0086_8
177546,ADV,-54,89,8,e0:5a:1b:15:c4:ca,0089_8
179551,ADV,-49,90,8,e0:5a:1b:15:c4:ca,0090_8
181545,ADV,-47,91,8,e0:5a:1b:15:c4:ca,0091_8
183552,ADV,-51,92,8,e0:5a:1b:15:c4:ca,0092_8
185574,ADV,-49,93,8,e0:5a:1b:15:c4:ca,0093_8
187564,ADV,-47,94,8,e0:5a:1b:15:c4:ca,0094_8
189574,ADV,-51,95,8,e0:5a:1b:15:c4:ca,0095_8
191579,ADV,-49,96,8,e0:5a:1b:15:c4:ca,0096_8
193580,ADV,-46,97,8,e0:5a:1b:15:c4:ca,0097_8
199586,ADV,-48,100,8,e0:5a:1b:15:c4:ca,0100_8
201588,ADV,-54,101,8,e0:5a:1b:15:c4:ca,0101_8
205594,ADV,-54,103,8,e0:5a:1b:15:c4:ca,0103_8
207599,ADV,-49,104,8,e0:5a:1b:15:c4:ca,0104_8
209600,ADV,-47,105,8,e0:5a:1b:15:c4:ca,0105_8
211616,ADV,-50,106,8,e0:5a:1b:15:c4:ca,0106_8
213617,ADV,-48,107,8,e0:5a:1b:15:c4:ca,0107_8
215618,ADV,-47,108,8,e0:5a:1b:15:c4:ca,0108_8
217628,ADV,-53,109,8,e0:5a:1b:15:c4:ca,0109_8
219636,ADV,-49,110,8,e0:5a:1b:15:c4:ca,0110_8
225656,ADV,-46,113,8,e0:5a:1b:15:c4:ca,0113_8
227653,ADV,-50,114,8,e0:5a:1b:15:c4:ca,0114_8
229649,ADV,-49,115,8,e0:5a:1b:15:c4:ca,0115_8
231650,ADV,-47,116,8,e0:5a:1b:15:c4:ca,0116_8
233662,ADV,-53,117,7,e0:5a:1b:15:c4:ca,0117_7
235661,ADV,-48,118,7,e0:5a:1b:15:c4:ca,0118_7
239688,ADV,-53,120,7,e0:5a:1b:15:c4:ca,0120_7
241671,ADV,-49,121,7,e0:5a:1b:15:c4:ca,0121_7
243680,ADV,-48,122,7,e0:5a:1b:15:c4:ca,0122_7
245679,ADV,-52,123,7,e0:5a:1b:15:c4:ca,0123_7
247688,ADV,-49,124,7,e0:5a:1b:15:c4:ca,0124_7
253698,ADV,-47,127,11,e0:5a:1b:15:c4:ca,0127_11
255706,ADV,-55,128,0,e0:5a:1b:15:c4:ca,0128_0
257716,ADV,-47,129,8,e0:5a:1b:15:c4:ca,0129_8
