ms,event,rssi,seq,label,addr,mfd
# meta, firmware=RX_MODEC2P_1202, buf_size=512
62,ADV,-50,6,2,e0:5a:1b:15:c4:ca,0006_2
170,ADV,-50,7,2,e0:5a:1b:15:c4:ca,0007_2
475,ADV,-50,10,2,e0:5a:1b:15:c4:ca,0010_2
582,ADV,-48,11,2,e0:5a:1b:15:c4:ca,0011_2
688,ADV,-51,12,2,e0:5a:1b:15:c4:ca,0012_2
917,ADV,-51,14,2,e0:5a:1b:15:c4:ca,0014_2
1003,ADV,-48,15,2,e0:5a:1b:15:c4:ca,0015_2
1218,ADV,-51,17,2,e0:5a:1b:15:c4:ca,0017_2
1321,ADV,-49,18,2,e0:5a:1b:15:c4:ca,0018_2
1422,ADV,-50,19,2,e0:5a:1b:15:c4:ca,0019_2
1530,ADV,-51,21,2,e0:5a:1b:15:c4:ca,0021_2
1638,ADV,-48,22,2,e0:5a:1b:15:c4:ca,0022_2
1739,ADV,-49,23,2,e0:5a:1b:15:c4:ca,0023_2
1963,ADV,-51,25,2,e0:5a:1b:15:c4:ca,0025_2
2065,ADV,-49,26,2,e0:5a:1b:15:c4:ca,0026_2
2166,ADV,-49,27,2,e0:5a:1b:15:c4:ca,0027_2
2275,ADV,-50,28,2,e0:5a:1b:15:c4:ca,0028_2
2379,ADV,-49,29,2,e0:5a:1b:15:c4:ca,0029_2
2489,ADV,-49,30,2,e0:5a:1b:15:c4:ca,0030_2
2583,ADV,-51,31,2,e0:5a:1b:15:c4:ca,0031_2
2688,ADV,-49,32,2,e0:5a:1b:15:c4:ca,0032_2
2797,ADV,-50,33,2,e0:5a:1b:15:c4:ca,0033_2
2895,ADV,-51,34,2,e0:5a:1b:15:c4:ca,0034_2
3020,ADV,-51,35,2,e0:5a:1b:15:c4:ca,0035_2
3103,ADV,-49,36,2,e0:5a:1b:15:c4:ca,0036_2
3209,ADV,-49,37,2,e0:5a:1b:15:c4:ca,0037_2
3525,ADV,-50,40,2,e0:5a:1b:15:c4:ca,0040_2
3627,ADV,-50,41,2,e0:5a:1b:15:c4:ca,0041_2
3735,ADV,-50,43,2,e0:5a:1b:15:c4:ca,0043_2
3839,ADV,-50,44,2,e0:5a:1b:15:c4:ca,0044_2
3954,ADV,-50,45,2,e0:5a:1b:15:c4:ca,0045_2
4055,ADV,-51,46,2,e0:5a:1b:15:c4:ca,0046_2
4160,ADV,-49,47,2,e0:5a:1b:15:c4:ca,0047_2
4263,ADV,-51,48,2,e0:5a:1b:15:c4:ca,0048_2
4368,ADV,-51,49,2,e0:5a:1b:15:c4:ca,0049_2
4489,ADV,-49,50,2,e0:5a:1b:15:c4:ca,0050_2
4582,ADV,-49,51,2,e0:5a:1b:15:c4:ca,0051_2
4683,ADV,-51,52,2,e0:5a:1b:15:c4:ca,0052_2
4993,ADV,-49,55,2,e0:5a:1b:15:c4:ca,0055_2
5116,ADV,-51,56,2,e0:5a:1b:15:c4:ca,0056_2
5203,ADV,-48,57,2,e0:5a:1b:15:c4:ca,0057_2
5420,ADV,-51,59,2,e0:5a:1b:15:c4:ca,0059_2
5523,ADV,-48,60,2,e0:5a:1b:15:c4:ca,0060_2
5627,ADV,-49,61,2,e0:5a:1b:15:c4:ca,0061_2
5728,ADV,-50,63,2,e0:5a:1b:15:c4:ca,0063_2
5836,ADV,-48,64,2,e0:5a:1b:15:c4:ca,0064_2
5945,ADV,-48,65,2,e0:5a:1b:15:c4:ca,0065_2
6051,ADV,-49,66,2,e0:5a:1b:15:c4:ca,0066_2
6189,ADV,-50,67,2,e0:5a:1b:15:c4:ca,0067_2
6269,ADV,-50,68,2,e0:5a:1b:15:c4:ca,0068_2
6367,ADV,-50,69,2,e0:5a:1b:15:c4:ca,0069_2
6473,ADV,-51,70,2,e0:5a:1b:15:c4:ca,0070_2
6589,ADV,-48,71,2,e0:5a:1b:15:c4:ca,0071_2
6788,ADV,-51,73,2,e0:5a:1b:15:c4:ca,0073_2
6889,ADV,-48,74,2,e0:5a:1b:15:c4:ca,0074_2
6989,ADV,-50,75,2,e0:5a:1b:15:c4:ca,0075_2
7096,ADV,-50,76,2,e0:5a:1b:15:c4:ca,0076_2
7308,ADV,-48,78,2,e0:5a:1b:15:c4:ca,0078_2
7517,ADV,-51,80,2,e0:5a:1b:15:c4:ca,0080_2
7718,ADV,-50,82,2,e0:5a:1b:15:c4:ca,0082_2
7824,ADV,-51,83,2,e0:5a:1b:15:c4:ca,0083_2
7939,ADV,-48,85,2,e0:5a:1b:15:c4:ca,0085_2
8039,ADV,-49,86,2,e0:5a:1b:15:c4:ca,0086_2
8356,ADV,-48,89,2,e0:5a:1b:15:c4:ca,0089_2
8457,ADV,-49,90,2,e0:5a:1b:15:c4:ca,0090_2
8566,ADV,-51,91,2,e0:5a:1b:15:c4:ca,0091_2
8668,ADV,-50,92,2,e0:5a:1b:15:c4:ca,0092_2
8772,ADV,-49,93,2,e0:5a:1b:15:c4:ca,0093_2
8873,ADV,-51,94,2,e0:5a:1b:15:c4:ca,0094_2
8978,ADV,-48,95,2,e0:5a:1b:15:c4:ca,0095_2
9078,ADV,-50,96,2,e0:5a:1b:15:c4:ca,0096_2
9292,ADV,-50,98,2,e0:5a:1b:15:c4:ca,0098_2
9403,ADV,-49,99,2,e0:5a:1b:15:c4:ca,0099_2
9502,ADV,-49,100,2,e0:5a:1b:15:c4:ca,0100_2
9616,ADV,-50,101,2,e0:5a:1b:15:c4:ca,0101_2
9709,ADV,-50,102,2,e0:5a:1b:15:c4:ca,0102_2
9813,ADV,-50,103,2,e0:5a:1b:15:c4:ca,0103_2
9922,ADV,-51,104,2,e0:5a:1b:15:c4:ca,0104_2
10039,ADV,-48,106,2,e0:5a:1b:15:c4:ca,0106_2
10132,ADV,-49,107,2,e0:5a:1b:15:c4:ca,0107_2
10352,ADV,-51,109,2,e0:5a:1b:15:c4:ca,0109_2
10458,ADV,-50,110,2,e0:5a:1b:15:c4:ca,0110_2
10564,ADV,-50,111,2,e0:5a:1b:15:c4:ca,0111_2
10669,ADV,-50,112,2,e0:5a:1b:15:c4:ca,0112_2
10769,ADV,-49,113,2,e0:5a:1b:15:c4:ca,0113_2
10872,ADV,-49,114,2,e0:5a:1b:15:c4:ca,0114_2
10989,ADV,-50,115,2,e0:5a:1b:15:c4:ca,0115_2
11088,ADV,-50,116,2,e0:5a:1b:15:c4:ca,0116_2
11186,ADV,-49,117,2,e0:5a:1b:15:c4:ca,0117_2
11289,ADV,-50,118,2,e0:5a:1b:15:c4:ca,0118_2
11424,ADV,-50,119,2,e0:5a:1b:15:c4:ca,0119_2
11603,ADV,-49,121,2,e0:5a:1b:15:c4:ca,0121_2
11708,ADV,-50,122,2,e0:5a:1b:15:c4:ca,0122_2
11808,ADV,-49,123,2,e0:5a:1b:15:c4:ca,0123_2
11914,ADV,-49,124,2,e0:5a:1b:15:c4:ca,0124_2
12027,ADV,-50,125,2,e0:5a:1b:15:c4:ca,0125_2
12122,ADV,-49,126,2,e0:5a:1b:15:c4:ca,0126_2
12222,ADV,-49,127,2,e0:5a:1b:15:c4:ca,0127_2
12433,ADV,-50,130,2,e0:5a:1b:15:c4:ca,0130_2
12544,ADV,-50,131,2,e0:5a:1b:15:c4:ca,0131_2
12645,ADV,-50,132,2,e0:5a:1b:15:c4:ca,0132_2
12758,ADV,-50,133,2,e0:5a:1b:15:c4:ca,0133_2
12858,ADV,-49,134,2,e0:5a:1b:15:c4:ca,0134_2
12960,ADV,-49,135,2,e0:5a:1b:15:c4:ca,0135_2
13070,ADV,-50,136,2,e0:5a:1b:15:c4:ca,0136_2
13176,ADV,-48,137,2,e0:5a:1b:15:c4:ca,0137_2
13282,ADV,-49,138,2,e0:5a:1b:15:c4:ca,0138_2
13496,ADV,-50,140,2,e0:5a:1b:15:c4:ca,0140_2
13596,ADV,-50,141,2,e0:5a:1b:15:c4:ca,0141_2
13697,ADV,-50,142,2,e0:5a:1b:15:c4:ca,0142_2
13808,ADV,-50,143,2,e0:5a:1b:15:c4:ca,0143_2
13913,ADV,-50,144,2,e0:5a:1b:15:c4:ca,0144_2
14018,ADV,-50,145,2,e0:5a:1b:15:c4:ca,0145_2
14124,ADV,-50,146,2,e0:5a:1b:15:c4:ca,0146_2
14220,ADV,-49,147,2,e0:5a:1b:15:c4:ca,0147_2
14319,ADV,-50,148,2,e0:5a:1b:15:c4:ca,0148_2
14439,ADV,-51,150,2,e0:5a:1b:15:c4:ca,0150_2
14539,ADV,-49,151,2,e0:5a:1b:15:c4:ca,0151_2
14647,ADV,-49,152,2,e0:5a:1b:15:c4:ca,0152_2
14754,ADV,-50,153,2,e0:5a:1b:15:c4:ca,0153_2
14889,ADV,-51,154,2,e0:5a:1b:15:c4:ca,0154_2
14967,ADV,-49,155,2,e0:5a:1b:15:c4:ca,0155_2
15077,ADV,-49,156,2,e0:5a:1b:15:c4:ca,0156_2
15186,ADV,-51,157,2,e0:5a:1b:15:c4:ca,0157_2
15283,ADV,-49,158,2,e0:5a:1b:15:c4:ca,0158_2
15400,ADV,-50,159,2,e0:5a:1b:15:c4:ca,0159_2
15512,ADV,-49,160,2,e0:5a:1b:15:c4:ca,0160_2
15596,ADV,-50,161,2,e0:5a:1b:15:c4:ca,0161_2
15704,ADV,-51,162,2,e0:5a:1b:15:c4:ca,0162_2
15809,ADV,-50,163,2,e0:5a:1b:15:c4:ca,0163_2
15913,ADV,-51,164,2,e0:5a:1b:15:c4:ca,0164_2
16012,ADV,-49,165,2,e0:5a:1b:15:c4:ca,0165_2
16114,ADV,-49,166,2,e0:5a:1b:15:c4:ca,0166_2
16226,ADV,-50,167,2,e0:5a:1b:15:c4:ca,0167_2
16536,ADV,-50,171,2,e0:5a:1b:15:c4:ca,0171_2
16656,ADV,-51,172,2,e0:5a:1b:15:c4:ca,0172_2
16748,ADV,-49,173,2,e0:5a:1b:15:c4:ca,0173_2
16857,ADV,-51,174,2,e0:5a:1b:15:c4:ca,0174_2
16965,ADV,-51,175,2,e0:5a:1b:15:c4:ca,0175_2
17074,ADV,-48,176,2,e0:5a:1b:15:c4:ca,0176_2
17174,ADV,-50,177,2,e0:5a:1b:15:c4:ca,0177_2
17285,ADV,-50,178,2,e0:5a:1b:15:c4:ca,0178_2
17384,ADV,-50,179,2,e0:5a:1b:15:c4:ca,0179_2
17599,ADV,-49,181,2,e0:5a:1b:15:c4:ca,0181_2
17710,ADV,-51,182,2,e0:5a:1b:15:c4:ca,0182_2
17817,ADV,-49,183,2,e0:5a:1b:15:c4:ca,0183_2
17922,ADV,-50,184,2,e0:5a:1b:15:c4:ca,0184_2
18128,ADV,-49,187,2,e0:5a:1b:15:c4:ca,0187_2
18234,ADV,-50,188,2,e0:5a:1b:15:c4:ca,0188_2
18343,ADV,-49,189,2,e0:5a:1b:15:c4:ca,0189_2
18452,ADV,-51,190,2,e0:5a:1b:15:c4:ca,0190_2
18553,ADV,-49,191,2,e0:5a:1b:15:c4:ca,0191_2
18659,ADV,-51,192,2,e0:5a:1b:15:c4:ca,0192_2
