ms,mv,uA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2, trial_index=2
12,3280,59#00,0.2
22,3276,56&00,0.2
32,3284,63 00,0.2
42,3280,56&00,0.2
52,3284,68"00,0.2
62,3280,56900,1866.3
72,3280,70$00,0.2
82,3280,57"00,0.2
92,3280,56800,1863.0
102,3280,61#00,0.2
112,3280,56%00,0.2
122,3280,65$00,0.2
132,3276,15#700,0.0
142,3284,69800,2292.2
152,3284,57"00,0.2
162,3280,72!00,0.2
172,3280,60900,1997.5
182,3280,56&00,0.2
192,3284,64&00,0.2
202,3280,56%00,0.2
212,3280,69$00,0.2
222,3280,57!00,0.2
232,3284,72$00,0.2
242,3284,58900,1934.3
252,3280,56%00,0.2
262,3280,62800,2059.8
272,3280,56%00,0.2
282,3284,67%00,0.2
292,3280,56'00,0.2
302,3284,70 00,0.2
312,3280,57"00,0.2
322,3280,72 00,0.2
332,3284,61 00,0.2
342,3280,56%00,0.2
352,3280,64'00,0.2
362,3280,56%00,0.2
372,3284,69$00,0.2
382,3280,57!00,0.2
392,3280,72%00,0.2
402,3284,59 00,0.2
412,3280,56%00,0.2
422,3284,62900,2065.6
432,3284,56%00,0.2
442,3284,67'00,0.2
452,3280,56'00,0.2
462,3280,70 00,0.2
472,3284,57!00,0.2
482,3280,57 00,0.2
492,3264,61'00,0.2
502,3280,56%00,0.2
512,3284,65!00,0.2
522,3280,56500,1853.2
532,3280,69%00,0.2
542,3280,57!00,0.2
552,3280,72&00,0.2
562,3280,59#00,0.2
572,3280,56%00,0.2
582,3284,63!00,0.2
592,3284,56%00,0.2
602,3280,68!00,0.2
612,3280,56800,1863.0
622,3284,70$00,0.2
632,3280,57"00,0.2
642,3208,18$200,0.1
652,3284,62900,2065.6
662,3284,56&00,0.2
672,3284,67$00,0.2
682,3280,56%00,0.2
692,3280,69'00,0.2
702,3280,57!00,0.2
712,3280,72!00,0.2
722,3284,60900,2000.0
732,3280,56%00,0.2
742,3280,64'00,0.2
752,3280,56%00,0.2
762,3284,69$00,0.2
772,3280,57!00,0.2
782,3284,72$00,0.2
792,3284,58900,1934.3
802,3280,56%00,0.2
812,3284,62800,2062.4
822,3280,56%00,0.2
832,3284,67&00,0.2
842,3280,56'00,0.2
852,3284,69900,2295.5
862,3284,57"00,0.2
872,3280,57 00,0.2
882,3284,61!00,0.2
892,3284,56%00,0.2
902,3284,64800,2128.0
912,3280,56%00,0.2
922,3284,69$00,0.2
932,3280,57!00,0.2
942,3284,72$00,0.2
952,3284,59 00,0.2
962,3280,56%00,0.2
972,3280,62900,2063.1
982,3280,56%00,0.2
992,3272,68 00,0.2
1002,3280,56800,1863.0
1012,3280,70"00,0.2
1022,3280,57"00,0.2
1032,3280,56900,1866.3
1042,3284,61#00,0.2
1052,3280,56%00,0.2
1062,3284,65!00,0.2
1072,3284,56&00,0.2
1082,3280,69%00,0.2
1092,3280,57!00,0.2
1102,3284,72'00,0.2
1112,3284,59$00,0.2
1122,3280,56%00,0.2
1132,3284,63 00,0.2
1142,3212,19#000,0.1
1152,3284,69%00,0.2
1162,3280,57!00,0.2
1172,3284,72$00,0.2
1182,3284,58900,1934.3
1192,3280,56&00,0.2
1202,3284,62800,2062.4
1212,3280,56%00,0.2
1222,3284,67'00,0.2
1232,3280,56&00,0.2
1242,3280,69900,2292.7
1252,3284,57"00,0.2
1262,3280,57"00,0.2
1272,3284,61 00,0.2
1282,3280,56%00,0.2
1292,3284,64800,2128.0
1302,3280,56%00,0.2
1312,3284,69$00,0.2
1322,3284,57"00,0.2
1332,3280,72%00,0.2
1342,3284,59!00,0.2
1352,3280,56&00,0.2
1362,3284,62900,2065.6
1372,3280,56%00,0.2
1382,3284,67800,2226.6
1392,3280,56'00,0.2
1402,3280,70 00,0.2
1412,3280,57"00,0.2
1422,3280,57 00,0.2
1432,3284,61"00,0.2
1442,3280,56&00,0.2
1452,3284,64900,2131.3
1462,3280,56%00,0.2
1472,3284,69$00,0.2
1482,3284,57!00,0.2
1492,3280,81800,2683.0
1502,3280,59%00,0.2
1512,3280,56%00,0.2
1522,3284,63 00,0.2
1532,3284,56%00,0.2
1542,3284,68"00,0.2
1552,3280,56900,1866.3
1562,3280,70#00,0.2
1572,3280,57200,1876.2
1582,3280,56800,1863.0
1592,3284,61$00,0.2
1602,3284,56%00,0.2
1612,3284,65#00,0.2
1622,3284,56$00,0.2
1632,3284,69$00,0.2
1642,3284,57!00,0.2
1652,3164,19%800,0.1
1662,3284,61!00,0.2
1672,3280,56%00,0.2
1682,3284,64800,2128.0
1692,3280,56%00,0.2
1702,3284,69$00,0.2
1712,3284,57!00,0.2
1722,3280,72&00,0.2
1732,3280,59 00,0.2
1742,3280,56%00,0.2
1752,3280,62800,2059.8
1762,3284,56%00,0.2
1772,3284,67900,2229.8
1782,3280,56'00,0.2
1792,3284,70!00,0.2
1802,3280,57!00,0.2
1812,3280,57 00,0.2
1822,3284,61!00,0.2
1832,3284,56%00,0.2
1842,3284,64900,2131.3
1852,3280,56&00,0.2
1862,3284,69$00,0.2
1872,3284,57!00,0.2
1882,3284,72&00,0.2
1892,3280,59"00,0.2
1902,3280,56&00,0.2
1912,3284,62900,2065.6
1922,3280,56&00,0.2
1932,3284,67900,2229.8
1942,3280,56'00,0.2
1952,3284,70"00,0.2
1962,3284,57!00,0.2
1972,3280,56900,1866.3
1982,3284,61"00,0.2
1992,3280,83"00,0.3
2002,3280,65#00,0.2
2012,3280,56%00,0.2
2022,3280,69$00,0.2
2032,3284,57!00,0.2
