ms,mV,µA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_OFF_v1, trial_index=4, adv_interval_ms=0
13,3280,05%800,0.0
23,3284,06'100,0.0
33,3280,05&400,0.0
43,3272,07 300,0.0
53,3284,05&800,0.0
63,3280,05&200,0.0
73,3284,059500,195.4
83,3280,05%900,0.0
93,3284,06"100,0.0
103,3280,05%800,0.0
113,3140,154600,485.4
123,3280,05&200,0.0
133,3280,068800,225.7
143,3240,06#200,0.0
153,3280,05&800,0.0
163,3284,058800,193.1
173,3280,05%900,0.0
183,3284,06!100,0.0
193,3280,05%800,0.0
203,3284,06$500,0.0
213,3280,05%800,0.0
223,3280,06'600,0.0
233,3284,05&500,0.0
243,3272,07!300,0.0
253,3280,05'500,0.0
263,3280,05&000,0.0
273,3284,06 500,0.0
283,3280,05%800,0.0
293,3284,06"900,0.0
303,3280,05%900,0.0
313,3284,06&900,0.0
323,3152,21%000,0.1
333,3280,069600,228.3
343,3236,06"200,0.0
353,3280,05&600,0.0
363,3284,059200,194.4
373,3280,05%800,0.0
383,3284,06!700,0.0
393,3280,05%900,0.0
403,3284,06%400,0.0
413,3280,05%900,0.0
423,3148,15"100,0.0
433,3280,05&500,0.0
443,3276,07!500,0.0
453,3280,058600,192.2
463,3276,05%900,0.0
473,3284,06!000,0.0
483,3280,05%800,0.0
493,3284,06#900,0.0
503,3280,05%800,0.0
513,3284,06'200,0.0
523,3144,14!000,0.0
533,3280,07 600,0.0
543,3236,06!500,0.0
553,3276,05&100,0.0
563,3284,06 000,0.0
573,3280,05%800,0.0
583,3280,06"400,0.0
593,3280,05%800,0.0
603,3280,06&500,0.0
613,3280,05%800,0.0
623,3284,07 000,0.0
633,3280,05&500,0.0
643,3276,07!100,0.0
653,3280,059100,193.8
663,3280,05%900,0.0
673,3284,06!300,0.0
683,3280,05%900,0.0
693,3284,06$800,0.0
703,3280,05%800,0.0
713,3284,06'200,0.0
723,3280,05&400,0.0
733,3128,21%600,0.1
743,3236,061200,198.0
753,3276,05&000,0.0
763,3284,06 700,0.0
773,3280,05%900,0.0
783,3284,06#200,0.0
793,3280,05%800,0.0
803,3284,06'000,0.0
813,3280,05&100,0.0
823,3280,068000,223.0
833,3148,14$300,0.0
843,3276,08&400,0.0
853,3280,059500,195.2
863,3280,05%800,0.0
873,3284,06"000,0.0
883,3280,05%800,0.0
893,3284,06%800,0.0
903,3280,05%800,0.0
913,3280,06'100,0.0
923,3280,05&400,0.0
933,3148,16"100,0.1
943,3232,06!300,0.0
953,3276,05%900,0.0
963,3280,06!000,0.0
973,3280,05%800,0.0
983,3284,06$100,0.0
993,3280,05%800,0.0
1003,3280,06'200,0.0
1013,3280,05&300,0.0
