scenario_id,method,env_id,prior_env_id,filter_env_id,switch_env_id,switch_at,actions,actions_used,tau_s,epsilon,reward_mode,cost_unit,constraint_ci,constraint_delta,init_strategy,avg_cost_mean,avg_cost_std,violation_rate_mean,violation_rate_std,violations_first_100_mean,violations_first_100_std,violations_last_100_mean,violations_last_100_std,violations_after_switch_mean,violations_after_switch_std,safe_set_empty_rate_mean,safe_set_empty_rate_std,safe_set_size_mean_mean,safe_set_size_mean_std,distinct_actions_pulled_mean,distinct_actions_pulled_std,pull_100_mean,pull_1000_mean,pull_2000_mean,pull_500_mean,regret_vs_oracle_mean,regret_vs_oracle_std,n_reps
E2_actions_500_1000_2000_warm_shift_from_E1,filter_ucb,E2_fixed_v01,E1_scan90_stress_v5,E1_scan90_stress_v5,,,"500,1000,2000","500,1000",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1094.06546221833,4.95634994130069,0.11263999999999999,0.010044869035452576,11.32,2.960616916328846,10.81,3.237079991085619,,,,,,,2.0,0.0,0.0,998.82,0.0,1.18,-421334.37460971216,3488.1834776229853,100
E2_actions_500_1000_2000_warm_shift_from_E1,fixed_ccs,E2_fixed_v01,E1_scan90_stress_v5,E1_scan90_stress_v5,,,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1093.5709150228722,4.958449996469031,0.11279,0.009993224977680902,11.47,2.999848481022151,10.81,3.237079991085619,,,,,,,1.0,0.0,0.0,1000.0,0.0,0.0,-421828.9218051698,3478.259835613417,100
E2_actions_500_1000_2000_warm_shift_from_E1,oracle,E2_fixed_v01,E1_scan90_stress_v5,E1_scan90_stress_v5,,,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1515.3998368280422,8.436709832082496,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,100
E2_actions_500_1000_2000_warm_shift_from_E1,safe_ucb_warm,E2_fixed_v01,E1_scan90_stress_v5,E1_scan90_stress_v5,,,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1515.3998368280422,8.436709832082496,0.0,0.0,0.0,0.0,0.0,0.0,,,0.15,0.0,0.85,0.0,3.0,0.0,0.0,2.0,2.0,1002.0,0.0,0.0,100
E2_actions_500_1000_2000_warm_shift_from_E1,ucb,E2_fixed_v01,E1_scan90_stress_v5,E1_scan90_stress_v5,,,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1078.8024358667174,7.036084903771253,0.48156,0.16131857683578552,46.0,16.941968688151416,47.98,17.038862294262145,,,,,,,3.0,0.0,0.0,165.44,833.46,1.1,-436597.4009613246,8816.021098051326,100
scan70_actions_100_500_cold,filter_ucb,E1_uccs_d4b_scan70,,,,,"100,500",100,1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,3368.598085376012,45.61571281340492,0.0251,0.004569331228832934,2.56,1.5197022568565688,2.46,1.6722331285929115,,,,,,,1.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,100
scan70_actions_100_500_cold,fixed_ccs,E1_uccs_d4b_scan70,,,,,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1515.3998368280422,8.436709832082496,0.22878,0.014118960673684537,23.02,4.325120422215625,22.16,4.222881394584422,,,,,,,1.0,0.0,0.0,0.0,0.0,1000.0,-1853198.24854797,37179.002981322395,100
scan70_actions_100_500_cold,oracle,E1_uccs_d4b_scan70,,,,,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,3368.598085376012,45.61571281340492,0.0251,0.004569331228832934,2.56,1.5197022568565688,2.46,1.6722331285929115,,,,,,,1.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,100
scan70_actions_100_500_cold,safe_ucb,E1_uccs_d4b_scan70,,,,,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,3368.598085376012,45.61571281340492,0.0251,0.004569331228832934,2.56,1.5197022568565688,2.46,1.6722331285929115,,,0.27192192192192194,0.06376435423781075,0.728078078078078,0.06376435423781068,1.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,100
scan70_actions_100_500_cold,ucb,E1_uccs_d4b_scan70,,,,,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1517.498322528814,8.426508756266765,0.22855,0.014123821127171051,22.79,4.274176629315391,22.16,4.222881394584422,,,,,,,2.0,0.0,1.14,0.0,0.0,998.86,-1851099.762847198,37243.404511266795,100
scan70_actions_100_500_warm_from_scan90,filter_ucb,E1_uccs_d4b_scan70,E1_uccs_d4b_scan90,E1_uccs_d4b_scan90,,,"100,500",100,1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,3368.598085376012,45.61571281340492,0.0251,0.004569331228832934,2.56,1.5197022568565688,2.46,1.6722331285929115,,,,,,,1.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,100
scan70_actions_100_500_warm_from_scan90,fixed_ccs,E1_uccs_d4b_scan70,E1_uccs_d4b_scan90,E1_uccs_d4b_scan90,,,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1515.3998368280422,8.436709832082496,0.22878,0.014118960673684537,23.02,4.325120422215625,22.16,4.222881394584422,,,,,,,1.0,0.0,0.0,0.0,0.0,1000.0,-1853198.24854797,37179.002981322395,100
scan70_actions_100_500_warm_from_scan90,oracle,E1_uccs_d4b_scan70,E1_uccs_d4b_scan90,E1_uccs_d4b_scan90,,,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,3368.598085376012,45.61571281340492,0.0251,0.004569331228832934,2.56,1.5197022568565688,2.46,1.6722331285929115,,,,,,,1.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,100
scan70_actions_100_500_warm_from_scan90,safe_ucb_warm,E1_uccs_d4b_scan70,E1_uccs_d4b_scan90,E1_uccs_d4b_scan90,,,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,3368.598085376012,45.61571281340492,0.0251,0.004569331228832934,2.56,1.5197022568565688,2.46,1.6722331285929115,,,0.27403,0.06355613998106657,0.7259699999999999,0.06355613998106659,2.0,0.0,1003.0,0.0,0.0,3.0,0.0,0.0,100
scan70_actions_100_500_warm_from_scan90,ucb,E1_uccs_d4b_scan70,E1_uccs_d4b_scan90,E1_uccs_d4b_scan90,,,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1517.498322528814,8.426508756266765,0.22855,0.014123821127171051,22.79,4.274176629315391,22.16,4.222881394584422,,,,,,,2.0,0.0,1.14,0.0,0.0,998.86,-1851099.762847198,37243.404511266795,100
scan90_to_scan70_actions_100_500_switch_mid,filter_ucb,E1_uccs_d4b_scan90,,,E1_uccs_d4b_scan70,500,"100,500",100,1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,3368.598085376012,45.61571281340492,0.05403,0.006685511244928139,8.58,2.55516905289824,2.46,1.6722331285929115,12.54,3.4536468794126556,,,,,1.0,0.0,1000.0,0.0,0.0,0.0,,,100
scan90_to_scan70_actions_100_500_switch_mid,fixed_ccs,E1_uccs_d4b_scan90,,,E1_uccs_d4b_scan70,500,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1515.3998368280422,8.436709832082496,0.18027,0.012243204670594242,13.36,2.9662069783452125,22.16,4.222881394584422,113.53,10.259713308456393,,,,,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
scan90_to_scan70_actions_100_500_switch_mid,oracle,E1_uccs_d4b_scan90,,,E1_uccs_d4b_scan70,500,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,3368.598085376012,45.61571281340492,0.05403,0.006685511244928139,8.58,2.55516905289824,2.46,1.6722331285929115,12.54,3.4536468794126556,,,,,1.0,0.0,1000.0,0.0,0.0,0.0,,,100
scan90_to_scan70_actions_100_500_switch_mid,safe_ucb,E1_uccs_d4b_scan90,,,E1_uccs_d4b_scan70,500,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,3368.598085376012,45.61571281340492,0.05403,0.006685511244928139,8.58,2.55516905289824,2.46,1.6722331285929115,12.54,3.4536468794126556,0.8631631631631632,0.10139769275797444,0.13683683683683684,0.10139769275797442,1.0,0.0,1000.0,0.0,0.0,0.0,,,100
scan90_to_scan70_actions_100_500_switch_mid,ucb,E1_uccs_d4b_scan90,,,E1_uccs_d4b_scan70,500,"100,500","100,500",1.0,0.1,per_60s,mJ_per_60s,hoeffding,0.05,safe_seed,1517.498322528814,8.426508756266765,0.18021,0.012247692010985566,13.3,2.9422042173455023,22.16,4.222881394584422,113.53,10.259713308456393,,,,,2.0,0.0,1.14,0.0,0.0,998.86,,,100
