ms,mV,uA,p_mW
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=3, tag=s4_policy, subject=uccs_d3_scan70
# meta, policy=actions{100,500} u_mid=0.20 u_high=0.35 c_mid=0.20 c_high=0.35 hyst=0.02 ema_alpha=0.20 ccs_inverted=true preamble_guard=true
11,3304,55500,183.4
21,3304,55900,184.7
31,3304,55500,183.4
41,3304,55900,184.7
51,3304,56000,185.0
61,3304,55500,183.4
71,3304,56500,186.7
81,3304,55000,181.7
91,3308,56500,186.9
101,3304,54900,181.4
111,3304,56500,186.7
121,3304,54900,181.4
131,3308,56500,186.9
141,3304,54900,181.4
151,3308,56400,186.6
161,3220,199800,643.4
171,3308,56500,186.9
181,3304,55500,183.4
191,3308,55800,184.6
201,3304,55500,183.4
211,3304,55800,184.4
221,3304,56400,186.3
231,3304,55000,181.7
241,3308,56500,186.9
251,3304,54900,181.4
261,3308,56500,186.9
271,3304,55000,181.7
281,3308,56500,186.9
291,3304,54900,181.4
301,3308,56500,186.9
311,3304,54900,181.4
321,3308,56500,186.9
331,3304,55500,183.4
341,3308,55900,184.9
351,3308,55500,183.6
361,3304,55900,184.7
371,3304,56000,185.0
381,3308,55500,183.6
391,3308,56500,186.9
401,3304,54900,181.4
411,3308,56500,186.9
421,3304,54900,181.4
431,3304,56500,186.7
441,3304,54900,181.4
451,3304,56400,186.3
461,3304,54900,181.4
471,3308,56500,186.9
481,3304,55000,181.7
491,3308,56400,186.6
501,3308,55500,183.6
511,3304,55900,184.7
521,3308,55600,183.9
531,3304,55900,184.7
541,3304,56400,186.3
551,3304,54900,181.4
561,3304,56500,186.7
571,3304,54900,181.4
581,3308,56500,186.9
591,3304,54900,181.4
601,3304,56500,186.7
611,3304,54900,181.4
621,3308,56400,186.6
631,3304,55000,181.7
641,3296,56700,186.9
651,3304,55500,183.4
661,3220,141600,456.0
671,3304,55600,183.7
681,3308,55800,184.6
691,3304,56100,185.4
701,3308,55400,183.3
711,3304,56500,186.7
721,3304,55000,181.7
731,3308,56500,186.9
741,3304,54900,181.4
751,3308,56500,186.9
761,3304,54900,181.4
771,3304,56500,186.7
781,3308,54900,181.6
791,3308,56500,186.9
801,3304,55100,182.1
811,3304,56400,186.3
821,3308,55500,183.6
831,3308,55800,184.6
841,3308,55500,183.6
851,3308,55800,184.6
861,3304,56500,186.7
871,3304,55000,181.7
881,3308,56500,186.9
891,3304,55000,181.7
901,3308,56500,186.9
911,3304,54900,181.4
921,3304,56500,186.7
931,3308,54900,181.6
941,3308,56500,186.9
951,3304,54900,181.4
961,3304,56500,186.7
971,3304,55500,183.4
981,3308,55900,184.9
991,3304,55500,183.4
1001,3304,55900,184.7
1011,3304,56100,185.4
1021,3308,55400,183.3
1031,3304,56500,186.7
1041,3304,54900,181.4
1051,3308,56500,186.9
1061,3308,55000,181.9
1071,3308,56500,186.9
1081,3304,54900,181.4
1091,3304,56500,186.7
1101,3304,54900,181.4
1111,3308,56500,186.9
1121,3304,55100,182.1
1131,3304,56300,186.0
1141,3292,55800,183.7
1151,3304,55900,184.7
1161,3224,142100,458.1
1171,3304,55900,184.7
1181,3308,56500,186.9
1191,3304,55000,181.7
1201,3304,56500,186.7
1211,3304,54900,181.4
1221,3308,56600,187.2
1231,3304,55000,181.7
1241,3308,56500,186.9
1251,3304,54900,181.4
1261,3308,56500,186.9
1271,3304,54900,181.4
1281,3304,56500,186.7
1291,3304,55600,183.7
1301,3304,55900,184.7
1311,3304,55600,183.7
1321,3304,55900,184.7
1331,3308,56200,185.9
1341,3308,55400,183.3
1351,3304,56500,186.7
1361,3304,54900,181.4
1371,3308,56500,186.9
1381,3304,54900,181.4
1391,3308,56500,186.9
1401,3304,54900,181.4
1411,3308,56400,186.6
1421,3304,54900,181.4
1431,3304,56500,186.7
1441,3304,55100,182.1
1451,3304,56300,186.0
1461,3304,55500,183.4
1471,3308,55900,184.9
1481,3304,55600,183.7
1491,3304,55900,184.7
1501,3308,56400,186.6
1511,3304,54900,181.4
1521,3308,56500,186.9
1531,3304,54900,181.4
1541,3304,56500,186.7
1551,3304,54900,181.4
1561,3308,56400,186.6
1571,3304,54900,181.4
1581,3304,56500,186.7
1591,3304,54900,181.4
1601,3308,56500,186.9
1611,3304,55500,183.4
1621,3304,55900,184.7
1631,3304,55500,183.4
1641,3300,59000,194.7
1651,3304,56200,185.7
1661,3288,160600,528.1
1671,3308,56500,186.9
1681,3304,54900,181.4
1691,3308,56500,186.9
1701,3304,54900,181.4
1711,3304,56500,186.7
1721,3304,54900,181.4
1731,3308,56500,186.9
1741,3304,54900,181.4
1751,3304,56500,186.7
1761,3304,55200,182.4
1771,3308,56300,186.2
1781,3308,55500,183.6
