ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=3, tag=s4_policy, subject=uccs_d3_scan70
# meta, policy=actions{100,500} u_mid=0.20 u_high=0.35 c_mid=0.20 c_high=0.35 hyst=0.02 ema_alpha=0.20 ccs_inverted=true preamble_guard=true
10,4904,55300,271.2,TXSD_UCCS_D3_SCAN70_v1
20,4908,56700,278.3,TXSD_UCCS_D3_SCAN70_v1
30,4908,55800,273.9,TXSD_UCCS_D3_SCAN70_v1
40,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
50,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
60,4696,80700,379.0,TXSD_UCCS_D3_SCAN70_v1
70,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
80,4732,208800,988.0,TXSD_UCCS_D3_SCAN70_v1
90,4908,56700,278.3,TXSD_UCCS_D3_SCAN70_v1
100,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
110,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
120,4904,55300,271.2,TXSD_UCCS_D3_SCAN70_v1
130,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
140,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
150,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
160,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
170,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
180,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
190,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
200,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
210,4908,57000,279.8,TXSD_UCCS_D3_SCAN70_v1
220,4904,55400,271.7,TXSD_UCCS_D3_SCAN70_v1
230,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
240,4908,55900,274.4,TXSD_UCCS_D3_SCAN70_v1
250,4908,56200,275.8,TXSD_UCCS_D3_SCAN70_v1
260,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
270,4908,56200,275.8,TXSD_UCCS_D3_SCAN70_v1
280,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
290,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
300,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
310,4904,55300,271.2,TXSD_UCCS_D3_SCAN70_v1
320,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
330,4904,55300,271.2,TXSD_UCCS_D3_SCAN70_v1
340,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
350,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
360,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
370,4908,55400,271.9,TXSD_UCCS_D3_SCAN70_v1
380,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
390,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
400,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
410,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
420,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
430,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
440,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
450,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
460,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
470,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
480,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
490,4908,56200,275.8,TXSD_UCCS_D3_SCAN70_v1
500,4904,56300,276.1,TXSD_UCCS_D3_SCAN70_v1
510,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
520,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
530,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
540,4904,55400,271.7,TXSD_UCCS_D3_SCAN70_v1
550,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
560,4904,102400,502.2,TXSD_UCCS_D3_SCAN70_v1
570,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
580,4908,58000,284.7,TXSD_UCCS_D3_SCAN70_v1
590,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
600,4904,55300,271.2,TXSD_UCCS_D3_SCAN70_v1
610,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
620,4904,55400,271.7,TXSD_UCCS_D3_SCAN70_v1
630,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
640,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
650,4908,56400,276.8,TXSD_UCCS_D3_SCAN70_v1
