ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=3, tag=s4_policy, subject=uccs_d3_scan70
# meta, policy=actions{100,500} u_mid=0.20 u_high=0.35 c_mid=0.20 c_high=0.35 hyst=0.02 ema_alpha=0.20 ccs_inverted=true preamble_guard=true
11,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
21,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
31,4668,133100,621.3,TXSD_UCCS_D3_SCAN70_v1
41,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
51,4912,55500,272.6,TXSD_UCCS_D3_SCAN70_v1
61,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
71,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
81,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
91,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
101,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
111,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
121,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
131,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
141,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
151,4912,56100,275.6,TXSD_UCCS_D3_SCAN70_v1
161,4912,56500,277.5,TXSD_UCCS_D3_SCAN70_v1
171,4912,56100,275.6,TXSD_UCCS_D3_SCAN70_v1
181,4912,56400,277.0,TXSD_UCCS_D3_SCAN70_v1
191,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
201,4912,56000,275.1,TXSD_UCCS_D3_SCAN70_v1
211,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
221,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
231,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
241,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
251,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
261,4912,55500,272.6,TXSD_UCCS_D3_SCAN70_v1
271,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
281,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
291,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
301,4912,55400,272.1,TXSD_UCCS_D3_SCAN70_v1
311,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
321,4908,55400,271.9,TXSD_UCCS_D3_SCAN70_v1
331,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
341,4912,56200,276.1,TXSD_UCCS_D3_SCAN70_v1
351,4912,56400,277.0,TXSD_UCCS_D3_SCAN70_v1
361,4912,56200,276.1,TXSD_UCCS_D3_SCAN70_v1
371,4912,56400,277.0,TXSD_UCCS_D3_SCAN70_v1
381,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
391,4912,56400,277.0,TXSD_UCCS_D3_SCAN70_v1
401,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
411,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
421,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
431,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
441,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
451,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
461,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
471,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
481,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
491,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
501,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
511,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
521,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
531,4748,127800,606.8,TXSD_UCCS_D3_SCAN70_v1
541,4912,56500,277.5,TXSD_UCCS_D3_SCAN70_v1
551,4908,56100,275.3,TXSD_UCCS_D3_SCAN70_v1
561,4908,56400,276.8,TXSD_UCCS_D3_SCAN70_v1
571,4912,56200,276.1,TXSD_UCCS_D3_SCAN70_v1
581,4912,56400,277.0,TXSD_UCCS_D3_SCAN70_v1
591,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
601,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
611,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
621,4912,55500,272.6,TXSD_UCCS_D3_SCAN70_v1
631,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
641,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
651,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
