ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=2, tag=s4_fixed500, subject=uccs_d3_scan70
10,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
20,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
30,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
40,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
50,4796,59800,286.8,TXSD_UCCS_D3_SCAN70_v1
60,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
70,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
80,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
90,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
100,4664,162600,758.4,TXSD_UCCS_D3_SCAN70_v1
110,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
120,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
130,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
140,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
150,4884,56600,276.4,TXSD_UCCS_D3_SCAN70_v1
160,4912,56200,276.1,TXSD_UCCS_D3_SCAN70_v1
170,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
180,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
190,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
200,4712,70400,331.7,TXSD_UCCS_D3_SCAN70_v1
210,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
220,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
230,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
240,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
250,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
260,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
270,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
280,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
290,4912,56200,276.1,TXSD_UCCS_D3_SCAN70_v1
300,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
310,4760,215900,1027.7,TXSD_UCCS_D3_SCAN70_v1
320,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
330,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
340,4912,56500,277.5,TXSD_UCCS_D3_SCAN70_v1
350,4916,69600,342.2,TXSD_UCCS_D3_SCAN70_v1
360,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
370,4916,57300,281.7,TXSD_UCCS_D3_SCAN70_v1
380,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
390,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
400,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
410,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
420,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
430,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
440,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
450,4816,57400,276.4,TXSD_UCCS_D3_SCAN70_v1
460,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
470,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
480,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
490,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
500,4912,56200,276.1,TXSD_UCCS_D3_SCAN70_v1
510,4912,56500,277.5,TXSD_UCCS_D3_SCAN70_v1
520,4592,132000,606.1,TXSD_UCCS_D3_SCAN70_v1
530,4912,56500,277.5,TXSD_UCCS_D3_SCAN70_v1
540,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
550,4888,55600,271.8,TXSD_UCCS_D3_SCAN70_v1
560,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
570,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
580,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
590,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
600,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
610,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
620,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
630,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
640,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
650,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
660,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
670,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
680,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
690,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
700,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
710,4912,56200,276.1,TXSD_UCCS_D3_SCAN70_v1
720,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
730,4724,138000,651.9,TXSD_UCCS_D3_SCAN70_v1
740,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
750,4916,68500,336.7,TXSD_UCCS_D3_SCAN70_v1
760,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
770,4916,57300,281.7,TXSD_UCCS_D3_SCAN70_v1
780,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
790,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
800,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
810,4916,57200,281.2,TXSD_UCCS_D3_SCAN70_v1
820,4912,55600,273.1,TXSD_UCCS_D3_SCAN70_v1
830,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
