ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=2, tag=s4_fixed500, subject=uccs_d3_scan70
11,4860,55400,269.2,TXSD_UCCS_D3_SCAN70_v1
21,4864,57000,277.2,TXSD_UCCS_D3_SCAN70_v1
31,4616,183700,848.0,TXSD_UCCS_D3_SCAN70_v1
41,4868,56900,277.0,TXSD_UCCS_D3_SCAN70_v1
51,4868,56000,272.6,TXSD_UCCS_D3_SCAN70_v1
61,4844,84300,408.3,TXSD_UCCS_D3_SCAN70_v1
71,4868,56100,273.1,TXSD_UCCS_D3_SCAN70_v1
81,4868,56400,274.6,TXSD_UCCS_D3_SCAN70_v1
91,4868,56900,277.0,TXSD_UCCS_D3_SCAN70_v1
101,4868,55500,270.2,TXSD_UCCS_D3_SCAN70_v1
111,4868,57000,277.5,TXSD_UCCS_D3_SCAN70_v1
121,4864,55500,270.0,TXSD_UCCS_D3_SCAN70_v1
131,4624,142400,658.5,TXSD_UCCS_D3_SCAN70_v1
141,4872,55400,269.9,TXSD_UCCS_D3_SCAN70_v1
151,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
161,4868,143100,696.6,TXSD_UCCS_D3_SCAN70_v1
171,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
181,4872,55400,269.9,TXSD_UCCS_D3_SCAN70_v1
191,4876,57100,278.4,TXSD_UCCS_D3_SCAN70_v1
201,4868,55300,269.2,TXSD_UCCS_D3_SCAN70_v1
211,4872,57000,277.7,TXSD_UCCS_D3_SCAN70_v1
221,4872,56000,272.8,TXSD_UCCS_D3_SCAN70_v1
231,4876,56400,275.0,TXSD_UCCS_D3_SCAN70_v1
241,4872,56000,272.8,TXSD_UCCS_D3_SCAN70_v1
251,4872,56400,274.8,TXSD_UCCS_D3_SCAN70_v1
261,4768,136900,652.7,TXSD_UCCS_D3_SCAN70_v1
271,4876,56300,274.5,TXSD_UCCS_D3_SCAN70_v1
281,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
291,4872,55400,269.9,TXSD_UCCS_D3_SCAN70_v1
301,4876,57100,278.4,TXSD_UCCS_D3_SCAN70_v1
311,4872,55500,270.4,TXSD_UCCS_D3_SCAN70_v1
321,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
331,4872,55500,270.4,TXSD_UCCS_D3_SCAN70_v1
341,4448,176300,784.2,TXSD_UCCS_D3_SCAN70_v1
351,4872,55400,269.9,TXSD_UCCS_D3_SCAN70_v1
361,4612,60500,279.0,TXSD_UCCS_D3_SCAN70_v1
371,4872,55300,269.4,TXSD_UCCS_D3_SCAN70_v1
381,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
391,4872,55400,269.9,TXSD_UCCS_D3_SCAN70_v1
401,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
411,4872,56100,273.3,TXSD_UCCS_D3_SCAN70_v1
421,4876,56300,274.5,TXSD_UCCS_D3_SCAN70_v1
431,4872,56100,273.3,TXSD_UCCS_D3_SCAN70_v1
441,4876,56300,274.5,TXSD_UCCS_D3_SCAN70_v1
451,4872,56600,275.8,TXSD_UCCS_D3_SCAN70_v1
461,4864,103300,502.5,TXSD_UCCS_D3_SCAN70_v1
471,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
481,4868,55400,269.7,TXSD_UCCS_D3_SCAN70_v1
491,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
501,4872,55400,269.9,TXSD_UCCS_D3_SCAN70_v1
511,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
521,4872,55400,269.9,TXSD_UCCS_D3_SCAN70_v1
531,4876,57000,277.9,TXSD_UCCS_D3_SCAN70_v1
541,4868,55400,269.7,TXSD_UCCS_D3_SCAN70_v1
551,4632,142000,657.7,TXSD_UCCS_D3_SCAN70_v1
561,4852,152900,741.9,TXSD_UCCS_D3_SCAN70_v1
571,4880,57000,278.2,TXSD_UCCS_D3_SCAN70_v1
581,4876,55900,272.6,TXSD_UCCS_D3_SCAN70_v1
