ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=4, tag=unk, subject=uccs_d3_scan70
11,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
21,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
31,4900,56100,274.9,TXSD_UCCS_D3_SCAN70_v1
41,4904,56500,277.1,TXSD_UCCS_D3_SCAN70_v1
51,4900,56200,275.4,TXSD_UCCS_D3_SCAN70_v1
61,4904,56400,276.6,TXSD_UCCS_D3_SCAN70_v1
71,4900,56100,274.9,TXSD_UCCS_D3_SCAN70_v1
81,4904,56500,277.1,TXSD_UCCS_D3_SCAN70_v1
91,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
101,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
111,4728,57100,270.0,TXSD_UCCS_D3_SCAN70_v1
121,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
131,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
141,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
151,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
161,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
171,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
181,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
191,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
201,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
211,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
221,4900,56100,274.9,TXSD_UCCS_D3_SCAN70_v1
231,4900,56500,276.9,TXSD_UCCS_D3_SCAN70_v1
241,4904,56100,275.1,TXSD_UCCS_D3_SCAN70_v1
251,4900,56400,276.4,TXSD_UCCS_D3_SCAN70_v1
261,4900,56200,275.4,TXSD_UCCS_D3_SCAN70_v1
271,4904,56500,277.1,TXSD_UCCS_D3_SCAN70_v1
281,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
291,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
301,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
311,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
321,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
331,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
341,4904,57000,279.5,TXSD_UCCS_D3_SCAN70_v1
351,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
361,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
371,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
381,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
391,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
401,4900,57000,279.3,TXSD_UCCS_D3_SCAN70_v1
411,4900,56200,275.4,TXSD_UCCS_D3_SCAN70_v1
421,4904,56400,276.6,TXSD_UCCS_D3_SCAN70_v1
431,4904,56200,275.6,TXSD_UCCS_D3_SCAN70_v1
441,4904,56400,276.6,TXSD_UCCS_D3_SCAN70_v1
451,4904,56400,276.6,TXSD_UCCS_D3_SCAN70_v1
461,4904,56400,276.6,TXSD_UCCS_D3_SCAN70_v1
471,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
481,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
491,4904,57000,279.5,TXSD_UCCS_D3_SCAN70_v1
501,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
511,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
521,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
531,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
541,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
551,4904,57000,279.5,TXSD_UCCS_D3_SCAN70_v1
561,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
571,4904,57100,280.0,TXSD_UCCS_D3_SCAN70_v1
581,4900,55500,272.0,TXSD_UCCS_D3_SCAN70_v1
591,4900,79400,389.1,TXSD_UCCS_D3_SCAN70_v1
