ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=4, tag=unk, subject=uccs_d3_scan70
145351,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
145361,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
145371,4908,56600,277.8,TXSD_UCCS_D3_SCAN70_v1
145381,4908,57300,281.2,TXSD_UCCS_D3_SCAN70_v1
145391,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145401,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145411,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145421,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145431,4728,140600,664.8,TXSD_UCCS_D3_SCAN70_v1
145441,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145451,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145461,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145471,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145481,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145491,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145501,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145511,4908,56400,276.8,TXSD_UCCS_D3_SCAN70_v1
145521,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
145532,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
145541,4748,200500,952.0,TXSD_UCCS_D3_SCAN70_v1
145551,4908,57200,280.7,TXSD_UCCS_D3_SCAN70_v1
145561,4912,56000,275.1,TXSD_UCCS_D3_SCAN70_v1
145571,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
145581,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145591,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145601,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145611,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145621,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145631,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145641,4732,135500,641.2,TXSD_UCCS_D3_SCAN70_v1
145651,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145661,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145671,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145681,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
145691,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
145701,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
145711,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
145721,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
145731,4908,56600,277.8,TXSD_UCCS_D3_SCAN70_v1
145741,4912,59900,294.2,TXSD_UCCS_D3_SCAN70_v1
145751,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
145761,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145771,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145781,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145791,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145801,4912,57400,281.9,TXSD_UCCS_D3_SCAN70_v1
145811,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
145821,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145831,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145841,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145851,4572,132100,604.0,TXSD_UCCS_D3_SCAN70_v1
145861,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145871,4908,56400,276.8,TXSD_UCCS_D3_SCAN70_v1
145881,4908,56600,277.8,TXSD_UCCS_D3_SCAN70_v1
145891,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
145901,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
145911,4908,57300,281.2,TXSD_UCCS_D3_SCAN70_v1
145921,4912,55800,274.1,TXSD_UCCS_D3_SCAN70_v1
145931,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145941,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
145951,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145961,4736,209000,989.8,TXSD_UCCS_D3_SCAN70_v1
145971,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
145981,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
145991,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
146001,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
146011,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
146021,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
146031,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
146041,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
146051,4912,56700,278.5,TXSD_UCCS_D3_SCAN70_v1
146061,4908,56400,276.8,TXSD_UCCS_D3_SCAN70_v1
146071,4744,130600,619.6,TXSD_UCCS_D3_SCAN70_v1
146081,4908,56400,276.8,TXSD_UCCS_D3_SCAN70_v1
146091,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
146101,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
146111,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
146121,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
146131,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
146141,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
146151,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
146161,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
146171,4728,140400,663.8,TXSD_UCCS_D3_SCAN70_v1
146181,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
146191,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
146201,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
146211,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
