ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=2, tag=s4_fixed500, subject=uccs_d3_scan70
10,4188,400,1.7,TXSD_UCCS_D3_SCAN70_v1
20,4248,-16900,-71.8,TXSD_UCCS_D3_SCAN70_v1
30,4256,-11900,-50.6,TXSD_UCCS_D3_SCAN70_v1
40,4256,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
50,4260,-11800,-50.3,TXSD_UCCS_D3_SCAN70_v1
60,4244,-11900,-50.5,TXSD_UCCS_D3_SCAN70_v1
70,4260,-12300,-52.4,TXSD_UCCS_D3_SCAN70_v1
80,4260,-11900,-50.7,TXSD_UCCS_D3_SCAN70_v1
90,4260,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
100,4260,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
110,4256,-11900,-50.6,TXSD_UCCS_D3_SCAN70_v1
120,4224,-28100,-118.7,TXSD_UCCS_D3_SCAN70_v1
130,4256,-12200,-51.9,TXSD_UCCS_D3_SCAN70_v1
140,4260,-11500,-49.0,TXSD_UCCS_D3_SCAN70_v1
150,4256,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
160,4240,-13700,-58.1,TXSD_UCCS_D3_SCAN70_v1
170,4256,-12400,-52.8,TXSD_UCCS_D3_SCAN70_v1
180,4260,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
190,4260,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
200,4260,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
210,4256,-12600,-53.6,TXSD_UCCS_D3_SCAN70_v1
220,4260,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
230,4220,-30500,-128.7,TXSD_UCCS_D3_SCAN70_v1
240,4260,-12500,-53.3,TXSD_UCCS_D3_SCAN70_v1
250,4260,-12200,-52.0,TXSD_UCCS_D3_SCAN70_v1
260,4256,-13500,-57.5,TXSD_UCCS_D3_SCAN70_v1
270,4260,-12000,-51.1,TXSD_UCCS_D3_SCAN70_v1
280,4256,-12200,-51.9,TXSD_UCCS_D3_SCAN70_v1
290,4260,-11900,-50.7,TXSD_UCCS_D3_SCAN70_v1
300,4256,-11900,-50.6,TXSD_UCCS_D3_SCAN70_v1
310,4260,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
320,4260,-12200,-52.0,TXSD_UCCS_D3_SCAN70_v1
330,4228,-27300,-115.4,TXSD_UCCS_D3_SCAN70_v1
340,4256,-12600,-53.6,TXSD_UCCS_D3_SCAN70_v1
350,4260,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
360,4248,-7800,-33.1,TXSD_UCCS_D3_SCAN70_v1
370,4256,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
380,4256,-12400,-52.8,TXSD_UCCS_D3_SCAN70_v1
390,4260,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
400,4260,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
410,4260,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
420,4260,-11900,-50.7,TXSD_UCCS_D3_SCAN70_v1
430,4148,-4200,-17.4,TXSD_UCCS_D3_SCAN70_v1
440,4256,-12300,-52.3,TXSD_UCCS_D3_SCAN70_v1
450,4260,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
460,4236,-13300,-56.3,TXSD_UCCS_D3_SCAN70_v1
470,4256,-12200,-51.9,TXSD_UCCS_D3_SCAN70_v1
480,4256,-11900,-50.6,TXSD_UCCS_D3_SCAN70_v1
490,4256,-12200,-51.9,TXSD_UCCS_D3_SCAN70_v1
500,4260,-11600,-49.4,TXSD_UCCS_D3_SCAN70_v1
510,4256,-12200,-51.9,TXSD_UCCS_D3_SCAN70_v1
520,4260,-11900,-50.7,TXSD_UCCS_D3_SCAN70_v1
530,4224,9200,38.9,TXSD_UCCS_D3_SCAN70_v1
540,4252,-15400,-65.5,TXSD_UCCS_D3_SCAN70_v1
550,4256,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
560,4244,-13800,-58.6,TXSD_UCCS_D3_SCAN70_v1
570,4260,-12200,-52.0,TXSD_UCCS_D3_SCAN70_v1
580,4260,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
590,4260,-11800,-50.3,TXSD_UCCS_D3_SCAN70_v1
600,4260,-12300,-52.4,TXSD_UCCS_D3_SCAN70_v1
610,4256,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
620,4256,-11900,-50.6,TXSD_UCCS_D3_SCAN70_v1
630,4260,-11800,-50.3,TXSD_UCCS_D3_SCAN70_v1
640,4176,3400,14.2,TXSD_UCCS_D3_SCAN70_v1
650,4256,-13100,-55.8,TXSD_UCCS_D3_SCAN70_v1
660,4252,-4500,-19.1,TXSD_UCCS_D3_SCAN70_v1
670,4260,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
680,4256,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
690,4256,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
700,4256,-12500,-53.2,TXSD_UCCS_D3_SCAN70_v1
710,4260,-11700,-49.8,TXSD_UCCS_D3_SCAN70_v1
720,4256,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
730,4256,-12000,-51.1,TXSD_UCCS_D3_SCAN70_v1
740,4184,-4700,-19.7,TXSD_UCCS_D3_SCAN70_v1
750,4256,-13500,-57.5,TXSD_UCCS_D3_SCAN70_v1
760,4244,-10600,-45.0,TXSD_UCCS_D3_SCAN70_v1
770,4260,-12200,-52.0,TXSD_UCCS_D3_SCAN70_v1
780,4256,-12100,-51.5,TXSD_UCCS_D3_SCAN70_v1
790,4256,-12000,-51.1,TXSD_UCCS_D3_SCAN70_v1
800,4256,-11800,-50.2,TXSD_UCCS_D3_SCAN70_v1
