ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=4, tag=unk, subject=uccs_d3_scan70
11,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
21,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
31,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
41,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
51,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
61,4908,55400,271.9,TXSD_UCCS_D3_SCAN70_v1
71,4908,59500,292.0,TXSD_UCCS_D3_SCAN70_v1
81,4904,55400,271.7,TXSD_UCCS_D3_SCAN70_v1
91,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
101,4904,55400,271.7,TXSD_UCCS_D3_SCAN70_v1
111,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
121,4908,55400,271.9,TXSD_UCCS_D3_SCAN70_v1
131,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
141,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
151,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
161,4908,55200,270.9,TXSD_UCCS_D3_SCAN70_v1
171,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
181,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
191,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
201,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
211,4908,56200,275.8,TXSD_UCCS_D3_SCAN70_v1
221,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
231,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
241,4908,56600,277.8,TXSD_UCCS_D3_SCAN70_v1
251,4908,56100,275.3,TXSD_UCCS_D3_SCAN70_v1
261,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
271,4908,55400,271.9,TXSD_UCCS_D3_SCAN70_v1
281,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
291,4908,55400,271.9,TXSD_UCCS_D3_SCAN70_v1
301,4908,57000,279.8,TXSD_UCCS_D3_SCAN70_v1
311,4908,55400,271.9,TXSD_UCCS_D3_SCAN70_v1
321,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
331,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
341,4912,57000,280.0,TXSD_UCCS_D3_SCAN70_v1
351,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
361,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
371,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
381,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
391,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
401,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
411,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
421,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
431,4908,56100,275.3,TXSD_UCCS_D3_SCAN70_v1
441,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
451,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
461,4908,55400,271.9,TXSD_UCCS_D3_SCAN70_v1
471,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
481,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
491,4908,57000,279.8,TXSD_UCCS_D3_SCAN70_v1
501,4908,55400,271.9,TXSD_UCCS_D3_SCAN70_v1
511,4912,56900,279.5,TXSD_UCCS_D3_SCAN70_v1
521,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
531,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
541,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
551,4908,57000,279.8,TXSD_UCCS_D3_SCAN70_v1
561,4908,55300,271.4,TXSD_UCCS_D3_SCAN70_v1
571,4676,165600,774.3,TXSD_UCCS_D3_SCAN70_v1
581,4904,56000,274.6,TXSD_UCCS_D3_SCAN70_v1
591,4908,56500,277.3,TXSD_UCCS_D3_SCAN70_v1
601,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
611,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
621,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
631,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
641,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
651,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
661,4912,60000,294.7,TXSD_UCCS_D3_SCAN70_v1
