ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=2, tag=s4_fixed500, subject=uccs_d3_scan70
11,4908,56500,277.3,TXSD_UCCS_D3_SCAN70_v1
21,4908,56200,275.8,TXSD_UCCS_D3_SCAN70_v1
31,4908,56600,277.8,TXSD_UCCS_D3_SCAN70_v1
41,4908,57100,280.2,TXSD_UCCS_D3_SCAN70_v1
51,4908,55900,274.4,TXSD_UCCS_D3_SCAN70_v1
61,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
71,4904,55600,272.7,TXSD_UCCS_D3_SCAN70_v1
81,4908,57200,280.7,TXSD_UCCS_D3_SCAN70_v1
91,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
101,4728,145300,687.0,TXSD_UCCS_D3_SCAN70_v1
111,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
121,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
131,4904,55600,272.7,TXSD_UCCS_D3_SCAN70_v1
141,4908,57100,280.2,TXSD_UCCS_D3_SCAN70_v1
151,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
161,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
171,4908,55800,273.9,TXSD_UCCS_D3_SCAN70_v1
181,4912,56500,277.5,TXSD_UCCS_D3_SCAN70_v1
191,4908,56200,275.8,TXSD_UCCS_D3_SCAN70_v1
201,4908,56500,277.3,TXSD_UCCS_D3_SCAN70_v1
211,4660,183300,854.2,TXSD_UCCS_D3_SCAN70_v1
221,4908,56500,277.3,TXSD_UCCS_D3_SCAN70_v1
231,4908,56900,279.3,TXSD_UCCS_D3_SCAN70_v1
241,4908,56000,274.8,TXSD_UCCS_D3_SCAN70_v1
251,4908,57200,280.7,TXSD_UCCS_D3_SCAN70_v1
261,4904,55500,272.2,TXSD_UCCS_D3_SCAN70_v1
271,4908,57100,280.2,TXSD_UCCS_D3_SCAN70_v1
281,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
291,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
301,4904,55600,272.7,TXSD_UCCS_D3_SCAN70_v1
311,4736,135200,640.3,TXSD_UCCS_D3_SCAN70_v1
321,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
331,4908,57200,280.7,TXSD_UCCS_D3_SCAN70_v1
341,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
351,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
361,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
371,4912,56400,277.0,TXSD_UCCS_D3_SCAN70_v1
381,4908,56200,275.8,TXSD_UCCS_D3_SCAN70_v1
391,4908,56400,276.8,TXSD_UCCS_D3_SCAN70_v1
401,4908,56200,275.8,TXSD_UCCS_D3_SCAN70_v1
411,4732,140300,663.9,TXSD_UCCS_D3_SCAN70_v1
421,4908,56800,278.8,TXSD_UCCS_D3_SCAN70_v1
431,4908,56300,276.3,TXSD_UCCS_D3_SCAN70_v1
441,4908,57100,280.2,TXSD_UCCS_D3_SCAN70_v1
451,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
461,4912,57100,280.5,TXSD_UCCS_D3_SCAN70_v1
471,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
481,4908,57100,280.2,TXSD_UCCS_D3_SCAN70_v1
491,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
501,4908,57200,280.7,TXSD_UCCS_D3_SCAN70_v1
511,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
521,4744,129700,615.3,TXSD_UCCS_D3_SCAN70_v1
531,4908,55500,272.4,TXSD_UCCS_D3_SCAN70_v1
541,4908,57100,280.2,TXSD_UCCS_D3_SCAN70_v1
