ms,voltage,current,power
70,0.000,0.0,0.0
73,3.300,6.0,0.0
76,3.300,6.0,0.0
79,3.304,6.0,0.0
82,3.304,6.0,0.0
84,3.300,6.0,0.0
99,3.304,58.8,195.0
99,3.300,58.8,193.0
100,3.304,59.5,197.0
100,3.304,58.4,193.0
101,3.300,59.2,197.0
101,3.304,59.5,197.0
104,3.304,6.0,0.0
107,3.300,6.0,0.0
110,3.308,6.0,0.0
112,3.308,6.0,0.0
115,3.300,6.0,0.0
118,3.304,6.0,0.0
121,3.304,6.0,0.0
124,3.300,6.0,0.0
126,3.304,58.5,193.0
129,3.304,58.7,193.0
132,3.304,59.5,197.0
135,3.304,59.2,195.0
138,3.300,59.4,197.0
140,3.308,59.7,197.0
143,3.304,6.0,0.0
146,3.300,6.0,0.0
149,3.304,59.8,198.0
151,3.308,6.0,0.0
154,3.300,6.0,0.0
184,3.304,6.0,0.0
185,3.304,6.0,0.0
185,3.300,6.0,0.0
186,3.304,58.0,192.0
186,3.300,59.2,193.0
187,3.304,59.4,197.0
187,3.308,58.8,195.0
188,3.304,59.5,198.0
188,3.304,59.7,197.0
189,3.304,6.0,0.0
189,3.300,6.0,0.0
190,3.304,59.3,197.0
191,3.304,6.0,0.0
193,3.300,6.0,0.0
196,3.304,6.0,0.0
199,3.304,6.0,0.0
202,3.300,59.8,198.0
205,3.304,58.0,192.0
207,3.304,59.4,195.0
210,3.304,6.0,0.0
213,3.304,59.2,195.0
216,3.300,59.4,197.0
219,3.304,58.9,195.0
221,3.304,6.0,0.0
224,3.300,6.0,0.0
227,3.308,6.0,0.0
230,3.308,6.0,0.0
233,3.300,6.0,0.0
235,3.304,6.0,0.0
238,3.304,6.0,0.0
241,3.300,59.4,197.0
244,3.304,58.1,192.0
246,3.300,59.4,195.0
249,3.304,6.0,0.0
252,3.304,58.6,193.0
255,3.300,58.7,193.0
258,3.304,59.2,195.0
260,3.304,59.7,197.0
263,3.300,6.0,0.0
266,3.304,6.0,0.0
269,3.308,6.0,0.0
272,3.300,6.0,0.0
274,3.304,6.0,0.0
277,3.304,6.0,0.0
280,3.300,59.6,197.0
283,3.304,58.5,193.0
286,3.300,59.8,197.0
288,3.304,6.0,0.0
291,3.304,59.3,197.0
294,3.300,58.8,195.0
297,3.308,59.2,195.0
