ms,voltage,current,power
17,0.000,0.0,0.0
20,3.308,6.0,0.0
23,3.308,6.0,0.0
25,3.300,6.0,0.0
28,3.304,59.2,195.0
31,3.304,6.0,0.0
36,3.304,6.0,0.0
37,3.308,58.9,195.0
39,3.300,59.1,193.0
42,3.304,6.0,0.0
45,3.304,59.2,195.0
48,3.304,59.6,198.0
51,3.308,58.9,195.0
53,3.304,6.0,0.0
56,3.304,6.0,0.0
59,3.308,6.0,0.0
62,3.308,6.0,0.0
65,3.300,6.0,0.0
67,3.304,59.1,195.0
70,3.304,6.0,0.0
73,3.308,6.0,0.0
76,3.308,59.1,195.0
78,3.304,58.7,193.0
81,3.304,59.8,198.0
84,3.304,59.2,195.0
87,3.300,59.3,200.0
90,3.308,59.1,195.0
92,3.308,6.0,0.0
95,3.304,6.0,0.0
98,3.308,6.0,0.0
101,3.308,6.0,0.0
104,3.300,59.8,198.0
107,3.304,59.6,197.0
109,3.304,6.0,0.0
112,3.304,6.0,0.0
115,3.304,58.9,195.0
118,3.304,58.3,192.0
120,3.304,59.6,197.0
123,3.304,59.6,197.0
126,3.304,6.0,0.0
129,3.308,59.5,197.0
132,3.308,6.0,0.0
134,3.300,6.0,0.0
137,3.308,6.0,0.0
140,3.308,6.0,0.0
143,3.300,6.0,0.0
146,3.304,59.4,197.0
148,3.308,6.0,0.0
151,3.308,6.0,0.0
154,3.304,58.5,193.0
157,3.304,58.0,192.0
159,3.304,59.7,197.0
162,3.304,6.0,0.0
165,3.304,6.0,0.0
168,3.308,6.0,0.0
171,3.308,6.0,0.0
173,3.304,6.0,0.0
176,3.308,6.0,0.0
179,3.304,6.0,0.0
182,3.304,6.0,0.0
185,3.308,59.3,197.0
187,3.304,6.0,0.0
190,3.308,6.0,0.0
193,3.308,58.2,192.0
196,3.304,58.0,192.0
199,3.304,6.0,0.0
201,3.304,6.0,0.0
204,3.304,6.0,0.0
207,3.308,59.9,198.0
210,3.308,6.0,0.0
213,3.300,6.0,0.0
215,3.308,6.0,0.0
218,3.308,6.0,0.0
221,3.304,6.0,0.0
224,3.304,59.7,197.0
227,3.304,6.0,0.0
229,3.308,59.7,197.0
232,3.308,58.1,192.0
235,3.300,58.0,193.0
238,3.308,6.0,0.0
241,3.304,6.0,0.0
243,3.304,6.0,0.0
246,3.308,58.9,195.0
249,3.308,6.0,0.0
252,3.304,6.0,0.0
254,3.308,6.0,0.0
257,3.308,6.0,0.0
260,3.300,6.0,0.0
263,3.308,59.3,197.0
266,3.304,6.0,0.0
268,3.304,59.6,197.0
271,3.304,58.1,192.0
274,3.300,58.5,193.0
277,3.304,6.0,0.0
280,3.308,6.0,0.0
282,3.300,6.0,0.0
285,3.308,58.8,195.0
288,3.308,6.0,0.0
291,3.304,6.0,0.0
294,3.308,6.0,0.0
296,3.308,6.0,0.0
299,3.304,6.0,0.0
302,3.304,58.7,193.0
305,3.304,6.0,0.0
308,3.304,59.7,197.0
310,3.304,58.7,193.0
313,3.304,58.8,193.0
316,3.304,6.0,0.0
319,3.308,6.0,0.0
322,3.300,6.0,0.0
324,3.308,59.7,197.0
327,3.308,6.0,0.0
330,3.304,6.0,0.0
333,3.308,6.0,0.0
335,3.308,6.0,0.0
338,3.300,6.0,0.0
341,3.304,58.3,193.0
344,3.304,59.6,195.0
