ms,mV,µA,p_mW
# meta, firmware=TXSD_PowerLogger_PASS_THRU_ON_v2, trial_index=21, adv_interval_ms=100
102,3288,070300,231.1
112,3288,057400,188.7
122,3288,055700,183.1
132,3292,059800,196.9
142,3288,055600,182.8
152,3292,061900,203.8
162,3288,055600,182.8
172,3292,065300,215.0
182,3288,055600,182.8
192,3292,066800,219.9
202,3292,056100,184.7
212,3292,069000,227.1
222,3288,056100,184.5
232,3288,056500,185.8
242,3292,058500,192.6
252,3284,055600,182.6
262,3292,060700,199.8
272,3288,055600,182.8
282,3292,062900,207.1
292,3292,055600,183.0
302,3292,066500,218.9
312,3292,055600,183.0
322,3292,066900,220.2
332,3292,056100,184.7
342,3288,070200,230.8
352,3292,056400,185.7
362,3288,056100,184.5
372,3292,058900,193.9
382,3292,055600,183.0
392,3292,061000,200.8
402,3288,055500,182.5
412,3292,064000,210.7
422,3292,055500,182.7
432,3292,066900,220.2
442,3292,055900,184.0
452,3292,067800,223.2
462,3288,056100,184.5
473,3284,071100,233.5
482,3292,057400,189.0
492,3288,055700,183.1
502,3292,060800,200.2
512,3288,055600,182.8
522,3292,063100,207.7
532,3288,055500,182.5
542,3292,066700,219.6
552,3288,055600,182.8
562,3292,067100,220.9
572,3292,056100,184.7
582,3288,070400,231.5
592,3288,056600,186.1
602,3288,056000,184.1
612,3288,059000,194.0
622,3288,055600,182.8
632,3292,061200,201.5
642,3288,055500,182.5
652,3288,064300,211.4
662,3288,055500,182.5
672,3292,066900,220.2
682,3288,055900,183.8
692,3288,068000,223.6
702,3288,056200,184.8
712,3288,070400,231.5
722,3288,057500,189.1
732,3288,055700,183.1
742,3292,060000,197.5
752,3292,055600,183.0
762,3292,062000,204.1
772,3288,055500,182.5
782,3292,065500,215.6
792,3288,055500,182.5
802,3292,066800,219.9
812,3288,056100,184.5
822,3292,069200,227.8
832,3288,056200,184.8
842,3288,056500,185.8
852,3292,058500,192.6
862,3288,055600,182.8
872,3292,060600,199.5
882,3288,055600,182.8
892,3292,063000,207.4
902,3288,055600,182.8
912,3288,066600,219.0
922,3292,055600,183.0
932,3292,067100,220.9
942,3288,056200,184.8
952,3292,070300,231.4
962,3288,056500,185.8
972,3288,056000,184.1
982,3292,059000,194.2
992,3288,055600,182.8
1002,3292,061200,201.5
1012,3288,055600,182.8
1022,3292,064100,211.0
1032,3288,055500,182.5
1042,3292,067000,220.6
1052,3288,055900,183.8
1062,3288,067900,223.3
1072,3288,056200,184.8
1082,3288,070400,231.5
1092,3288,057500,189.1
1102,3284,055800,183.2
1112,3292,059900,197.2
1122,3288,055600,182.8
1132,3292,061900,203.8
1142,3288,055600,182.8
1152,3292,065300,215.0
1162,3292,055500,182.7
1172,3292,066800,219.9
1182,3288,056200,184.8
1192,3292,069100,227.5
1202,3288,056100,184.5
1212,3288,056500,185.8
1222,3292,058500,192.6
1232,3284,055700,182.9
1242,3292,060600,199.5
1252,3288,055500,182.5
1262,3292,062900,207.1
1272,3288,055600,182.8
1282,3292,066500,218.9
1292,3288,055600,182.8
1302,3292,067000,220.6
1312,3292,056200,185.0
1322,3292,070200,231.1
1332,3288,056400,185.4
1342,3288,056100,184.5
1352,3292,058900,193.9
1362,3288,055600,182.8
1372,3292,061200,201.5
1382,3288,055500,182.5
1392,3292,064100,211.0
1402,3288,055600,182.8
1412,3292,067000,220.6
1422,3292,055900,184.0
1432,3292,067800,223.2
1442,3288,056200,184.8
1452,3292,070400,231.8
1462,3288,057300,188.4
1473,3288,086200,283.4
1482,3292,059900,197.2
1492,3288,055600,182.8
1502,3200,220000,704.0
1512,3288,055600,182.8
1522,3292,066700,219.6
1532,3288,055700,183.1
1542,3292,067100,220.9
1552,3288,056200,184.8
1562,3292,070400,231.8
1572,3292,056600,186.3
1582,3288,056000,184.1
1592,3292,059200,194.9
1602,3288,055600,182.8
1612,3292,061200,201.5
1622,3292,055600,183.0
1632,3292,064400,212.0
