trial,trial_idx,interval_ms_est,start_ms,end_ms,duration_ms,rx_raw,rx_unique,pdr_raw,pdr_unique,interval_bucket_ms,interval_bucket_ms
trial_202_on.csv,202,99.13,0.0,29739.0,29739.0,206,206,0.6867,0.6867,100,100
trial_203_on.csv,203,99.18,29739.0,59493.0,29754.0,249,249,0.83,0.83,100,100
trial_204_on.csv,204,99.15,59493.0,89239.0,29746.0,238,238,0.7933,0.7933,100,100
trial_205_on.csv,205,99.13,89239.0,118977.0,29738.0,250,250,0.8333,0.8333,100,100
trial_206_on.csv,206,99.08,118977.0,148700.0,29723.0,238,238,0.7933,0.7933,100,100
trial_207_on.csv,207,99.05,148700.0,178414.0,29714.0,243,243,0.81,0.81,100,100
trial_208_on.csv,208,99.01,178414.0,208117.0,29703.0,252,252,0.84,0.84,100,100
