ms,mV,µA,p_mW
# meta, firmware=TXSD_1201, trial_index=auto, adv_interval_ms=0
12,3284,55500,182.3
21,3284,55200,181.3
31,3284,56200,184.6
41,3284,54900,180.3
51,3284,56400,185.2
61,3280,54900,180.1
71,3284,56500,185.5
81,3284,54900,180.3
91,3284,56400,185.2
101,3280,54900,180.1
111,3284,56500,185.5
121,3284,54900,180.3
131,3284,55900,183.6
141,3284,55400,181.9
151,3284,55700,182.9
161,3284,55500,182.3
171,3284,55200,181.3
181,3284,56300,184.9
191,3284,54900,180.3
201,3284,56400,185.2
211,3284,54900,180.3
221,3284,56400,185.2
231,3284,54900,180.3
241,3284,56400,185.2
251,3284,54900,180.3
261,3284,56500,185.5
271,3280,128700,422.1
281,3284,55900,183.6
291,3284,55500,182.3
301,3284,55800,183.2
311,3280,55500,182.0
321,3284,55200,181.3
331,3284,56300,184.9
341,3284,54900,180.3
351,3284,56400,185.2
361,3284,54900,180.3
371,3284,56400,185.2
381,3164,143500,454.0
391,3284,56400,185.2
401,3284,54900,180.3
411,3284,56400,185.2
421,3284,54900,180.3
431,3284,55900,183.6
441,3284,55500,182.3
451,3284,55800,183.2
461,3284,55500,182.3
471,3284,55100,180.9
481,3284,56300,184.9
491,3168,136300,431.8
501,3284,56500,185.5
511,3284,55000,180.6
521,3284,56500,185.5
531,3284,54900,180.3
541,3284,56400,185.2
551,3284,54900,180.3
561,3284,56400,185.2
571,3284,54900,180.3
581,3284,55900,183.6
591,3168,141700,448.9
601,3284,55900,183.6
611,3284,55500,182.3
621,3284,55200,181.3
631,3284,56200,184.6
641,3284,54800,180.0
651,3284,56500,185.5
661,3284,54900,180.3
671,3284,56400,185.2
681,3284,54900,180.3
691,3284,56400,185.2
701,3180,134900,429.0
711,3284,56400,185.2
721,3284,54900,180.3
731,3284,55900,183.6
741,3284,55400,181.9
751,3284,55800,183.2
761,3284,55600,182.6
771,3284,55200,181.3
781,3284,56200,184.6
791,3284,54900,180.3
801,3172,137200,435.2
811,3284,54900,180.3
821,3284,56500,185.5
831,3284,54900,180.3
841,3284,56500,185.5
851,3284,54900,180.3
861,3288,56400,185.4
871,3284,54900,180.3
881,3284,55900,183.6
891,3284,55400,181.9
901,3284,55800,183.2
911,3180,180600,574.3
921,3284,55200,181.3
931,3284,56300,184.9
941,3284,54900,180.3
951,3284,56500,185.5
961,3284,54900,180.3
971,3284,56500,185.5
981,3284,54900,180.3
991,3284,56400,185.2
1001,3284,54900,180.3
1011,3164,143900,455.3
1021,3284,54900,180.3
1031,3284,55900,183.6
1041,3284,55500,182.3
1051,3284,55800,183.2
1061,3284,55600,182.6
1071,3284,55200,181.3
1081,3284,56300,184.9
1091,3284,55000,180.6
1101,3284,56400,185.2
1111,3284,54800,180.0
1121,3180,177700,565.1
1131,3284,54900,180.3
1141,3284,56400,185.2
1151,3284,54900,180.3
1161,3284,56500,185.5
1171,3284,54900,180.3
1181,3284,55900,183.6
1191,3284,55400,181.9
1201,3284,55800,183.2
1211,3284,55500,182.3
1221,3120,157500,491.4
1231,3284,56400,185.2
1241,3280,54900,180.1
1251,3288,56500,185.8
1261,3284,54900,180.3
1271,3284,56400,185.2
1281,3284,54900,180.3
1291,3288,56400,185.4
1301,3284,54900,180.3
1311,3284,56400,185.2
1321,3284,54900,180.3
1331,3184,187400,596.7
1341,3284,55400,181.9
1351,3284,55800,183.2
1361,3284,55500,182.3
